"Label","ID","Detection quality","Spot N links","Spot frame","Spot gaussian-filtered intensity","Spot gaussian-filtered intensity","Spot gaussian-filtered intensity","Spot gaussian-filtered intensity","Spot median intensity","Spot median intensity","Spot position","Spot position","Spot position","Spot radius","Spot sum intensity","Spot sum intensity","Spot track ID","Track N spots","Adaxial","Somite1","other"
"",""," "," "," ","Mean ch0","Mean ch1","Std ch0","Std ch1","Median ch0","Median ch1","X","Y","Z"," ","Median ch0","Median ch1"," "," ","Tag","Tag","Tag"
"","","","","","(Counts)","(Counts)","(Counts)","(Counts)","(Counts)","(Counts)","(micron)","(micron)","(micron)","(micron)","(Counts)","(Counts)","","","","",""
"3611","3611","","2","33","1303.1364230594468","107.8687133871176","133.38409571991463","3.8883452300264914","1313.0","108.0","517.6463907167303","390.0000815075837","171.52443746708389","2.2825136323633135","355939.0","29254.0","159","61","1","0","0"
"3612","3612","","2","32","1335.8646030515686","107.77089085323186","103.12199440046919","3.7899099953136","1344.5","108.0","514.8463224660001","390.1644150064572","170.6199414819203","2.2825136323633135","374280.0","30017.0","159","61","1","0","0"
"3613","3613","","2","31","1307.689192179424","107.52163749527782","101.07572166355001","3.8548028810284976","1330.0","107.0","511.0382296450071","390.4422957333677","170.9472716729583","2.2825136323633135","384349.0","31240.0","159","61","1","0","0"
"3614","3614","","2","30","1319.9455284544672","107.64844385554967","116.38751204043075","3.8268147305343643","1345.5","107.5","508.6861723143938","390.598830644399","170.71711602018038","2.2825136323633135","379716.0","30778.0","159","61","1","0","0"
"3615","3615","","2","29","1312.828305642492","108.29265128959413","103.92178708287906","4.00165969991981","1338.5","108.0","505.2140876834884","390.83363778343914","170.48422704097052","2.2825136323633135","359729.0","29438.0","159","61","1","0","0"
"3616","3616","","2","28","1327.9965858020282","108.12837554462463","96.49435171661624","3.9240925939187634","1332.0","108.0","502.63802489281665","390.9783984528174","169.4680698874579","2.2825136323633135","383707.0","31206.0","159","61","1","0","0"
"3617","3617","","2","27","1302.5841361128705","107.75296992541492","114.70312155888779","3.671183612516949","1320.5","108.0","499.9499593721157","391.15841503225136","169.23709423675038","2.2825136323633135","375098.0","30907.0","159","61","1","0","0"
"3618","3618","","2","26","1304.2823553344756","107.50009192807244","102.14991622479869","3.965437256407588","1317.5","107.0","497.7450165008852","388.4770690423482","169.3832220408502","2.2825136323633135","377947.0","30971.0","159","61","1","0","0"
"3619","3619","328.5414296594006","2","25","1317.0521908602716","107.54991834378389","99.59750292488543","3.8570242405070476","1361.5","107.0","496.09449376413414","388.2538025340111","168.58964216197668","2.2825136323633135","350990.0","28209.0","159","61","1","0","0"
"3620","3620","372.1969938627301","2","24","1314.8973415878208","107.87549997790741","129.56465413596354","3.883762123849665","1346.0","107.5","495.22772731533615","387.70151173671553","168.1004966787955","2.2825136323633135","389343.0","31618.0","159","61","1","0","0"
"3621","3621","311.99026912183507","2","23","1223.738806380358","108.02663319212748","122.54765366664184","4.49733401601181","1235.0","108.0","492.51102158558433","386.4470483272398","169.0317028367589","2.2825136323633135","342682.0","29896.0","159","61","1","0","0"
"3622","3622","313.6330509054892","2","22","1274.899029763622","108.0835105892353","111.097080067999","4.118298405706364","1281.0","107.0","488.3503385991888","386.013428593451","167.7442481156857","2.2825136323633135","365589.0","30882.0","159","61","1","0","0"
"3623","3623","302.57999650667796","2","21","1229.7876362005845","107.87647259425057","107.89122140534029","4.088093591704553","1242.5","108.0","485.16724303497466","383.9456356950412","167.86970344677272","2.2825136323633135","365004.0","31915.0","159","61","1","0","0"
"3624","3624","309.75644554158106","2","20","1302.3265210382376","108.01216957257793","102.29132280389712","4.000075337194178","1344.0","108.0","482.91338417008603","382.98666663468083","167.37906524869803","2.2825136323633135","345937.0","28462.0","159","61","1","0","0"
"3625","3625","341.540662960299","2","19","1293.0029598578478","108.61109063204273","107.0733685379013","4.034445818965326","1309.0","108.0","480.5430605904397","381.3450496555268","167.78080243844036","2.2825136323633135","380273.0","31708.0","159","61","1","0","0"
"3626","3626","321.2942115096817","2","18","1255.6212940719286","108.19062462146327","112.16366392699386","4.024110753928943","1272.5","108.0","479.3850525558138","380.421773520521","167.64585996387697","2.2825136323633135","354317.0","30417.0","159","61","1","0","0"
"3627","3627","325.7064732957328","2","17","1262.0702251500938","108.05578480034816","106.98642534071008","4.230499108214809","1275.0","108.0","477.62521068983807","379.68135797366074","167.81930991357603","2.2825136323633135","369080.0","31449.0","159","61","1","0","0"
"3628","3628","318.296361305752","2","16","1203.4941125843798","108.61515964698411","117.63237203133826","4.144103628549628","1214.5","109.0","478.26453878327703","378.6307527800648","167.71388754224293","2.2825136323633135","345573.0","31004.0","159","61","1","0","0"
"3629","3629","","2","15","1282.345105532454","109.00420893043953","80.43078318822455","4.364578449968122","1306.0","109.0","474.0084350421672","378.83806441694645","165.12272072818578","2.2825136323633135","372469.0","31303.0","159","61","1","0","0"
"3630","3630","","2","14","1271.6896046394918","108.33864617897515","105.8450525714094","3.9342616983089367","1288.0","108.0","473.00041047190433","378.8967542704737","164.78363723349065","2.2825136323633135","365541.0","31047.0","159","61","1","0","0"
"3631","3631","","2","13","1258.1408362545126","108.23770998936291","88.14075131001401","3.948083956102566","1292.0","107.0","471.6668424209691","376.95348018425057","164.23599405054696","2.2825136323633135","315525.0","26861.0","159","61","1","0","0"
"3632","3632","","2","12","1297.6539817623998","108.25611524595615","110.04739405466499","4.343353714110586","1344.0","108.0","469.3292221091032","376.32543870613716","164.26208216509667","2.2825136323633135","330280.0","27187.0","159","61","1","0","0"
"3633","3633","","2","11","1217.120760366425","108.40294346281529","153.8895331203656","4.245585421143618","1220.0","108.0","467.70923928554635","374.7024702793574","164.48913793603882","2.2825136323633135","335175.0","29645.0","159","61","1","0","0"
"3634","3634","","2","10","1330.5446749778594","109.04115063968806","105.01253951567644","4.26744594506949","1356.0","109.0","466.1551045649665","374.0125221369419","161.74742408207146","2.2825136323633135","384945.0","31196.0","159","61","1","0","0"
"3635","3635","383.6602948724407","2","9","1315.7591730863626","108.96368636761653","111.0918751243735","4.166196295923477","1329.0","108.0","464.7757607589177","372.915118374023","161.4781234575455","2.2825136323633135","359520.0","29485.0","159","61","1","0","0"
"3636","3636","378.67685533083176","2","8","1331.5878731353544","109.51048790516461","115.41026850296767","4.325492402153694","1359.0","109.0","463.2455463136286","372.16120347566755","158.62021597466776","2.2825136323633135","378111.0","30771.0","159","61","1","0","0"
"3637","3637","339.0380822946106","2","7","1286.6228354586283","109.73049000489557","109.07274627356294","4.421818470044698","1314.0","109.0","461.8873570851656","371.55592317869485","155.03354570919083","2.2825136323633135","350347.0","29581.0","159","61","1","0","0"
"3638","3638","","2","6","1268.510852387415","110.2786061509867","86.25455087956428","4.338976870852681","1283.0","110.0","458.86328337437703","371.5752573835345","149.52798187968642","2.2825136323633135","351211.0","30172.0","159","61","1","0","0"
"3639","3639","","2","5","1267.6468826791522","110.35529730129971","80.51268063785896","4.60869534411047","1285.0","110.0","456.0632151236469","371.5084062326884","142.00322371002986","2.2825136323633135","347136.0","29960.0","159","61","1","0","0"
"3640","3640","","2","4","1322.651245019912","111.16498370470218","88.75174592675984","5.173315471967777","1323.5","111.0","453.26314687291676","371.55518821475533","137.73249271580204","2.2825136323633135","381943.0","31838.0","159","61","1","0","0"
"3641","3641","","2","3","1388.7860163449182","110.55030927117305","111.23111278954751","4.972893874701108","1407.0","110.0","451.8071113825371","371.5433089782537","134.4749122160118","2.2825136323633135","378766.0","29873.0","159","61","1","0","0"
"3642","3642","","2","2","1431.4481406636914","110.88779176594532","117.73546454414227","5.103616521089447","1459.0","111.0","451.1350950023618","371.4648840304653","130.88262154381746","2.2825136323633135","405860.0","31182.0","159","61","1","0","0"
"3643","3643","","2","1","1406.070277528536","111.82568283832848","158.5901718280885","5.234759721651201","1431.5","110.0","449.7910622420114","371.42558565169503","127.06427520849303","2.2825136323633135","388904.0","30779.0","159","61","1","0","0"
"3644","3644","","1","0","1351.131496242127","112.93872905114887","191.98044863463952","5.139609610713056","1392.0","112.0","448.1092470296776","371.3156965769363","122.79518554864536","2.2825136323633135","385596.0","32140.0","159","61","1","0","0"
"3645","3645","","1","60","839.568798003888","109.21468541214998","87.65272078195392","4.13769632101007","841.0","109.0","584.941207601634","382.3893643472875","151.35277548862155","2.2825136323633135","243385.0","31490.0","144","61","1","0","0"
"3646","3646","","2","33","1144.5844404508653","108.32324370065223","103.94559619025267","4.254127750716303","1162.0","108.0","507.92817492557276","384.3285480648024","172.8743681889396","2.2825136323633135","324500.0","30353.0","144","61","1","0","0"
"3647","3647","","2","32","1095.2610912432574","108.27717532517572","129.54149575410437","3.838041631823993","1107.0","108.0","506.0941830687146","384.709147642229","172.74117650560524","2.2825136323633135","318073.0","31163.0","144","61","1","0","0"
"3648","3648","","2","31","1163.1479370894058","109.20398384878003","133.2289707490803","4.003950741191984","1190.5","109.0","501.41161714839217","384.8571622680818","172.54604310020375","2.2825136323633135","336855.0","31448.0","144","61","1","0","0"
"3649","3649","","2","30","1132.8437539248998","109.26600772244603","110.3093365882409","4.493918531302301","1152.0","109.0","500.0409741834472","385.2267119126041","170.83888216880274","2.2825136323633135","324173.0","31090.0","144","61","1","0","0"
"3650","3650","258.93448639770764","2","29","1150.6662280594333","108.6982713371184","107.16419730858323","4.504657716881447","1150.0","109.0","496.0387456433221","385.2263864436977","170.91017939927096","2.2825136323633135","334722.0","31352.0","144","61","1","0","0"
"3651","3651","279.2923774499643","2","28","1254.5157829520822","108.4539901820583","99.61144197292418","4.305846655113997","1309.0","108.0","494.9106053353873","386.45732829457177","168.74968133260447","2.2825136323633135","313097.0","26729.0","144","61","1","0","0"
"3652","3652","273.26160592033517","2","27","1256.2303893645867","109.07002486215487","101.30842053022677","4.446955230320711","1275.0","109.0","491.6601470446527","386.4796243267753","167.8353967873482","2.2825136323633135","368259.0","31833.0","144","61","1","0","0"
"3653","3653","260.15755127437865","2","26","1233.6491038506751","108.74569473979435","101.28033863843723","4.528886101167823","1266.5","108.0","489.03787589597124","385.0286831224187","167.99031235787749","2.2825136323633135","365471.0","32037.0","144","61","1","0","0"
"3654","3654","281.41258577276835","2","25","1214.879247949299","108.84934495733121","108.94244705927731","4.224440440026444","1230.0","109.0","486.59207985393897","384.6000982540208","167.9094855988949","2.2825136323633135","357652.0","31777.0","144","61","1","0","0"
"3655","3655","352.36283801399776","2","24","1225.14573774208","108.80124267049618","145.1138069358505","4.092574528169257","1245.0","109.0","484.24625077098733","383.26629755420333","167.5726116509112","2.2825136323633135","338255.0","29846.0","144","61","1","0","0"
"3656","3656","255.84530691291127","2","23","1147.0942730624256","109.34235896250074","98.88035711200563","4.407167916901939","1172.0","109.0","480.8839277753734","382.2480056952565","167.79584626884457","2.2825136323633135","330876.0","31301.0","144","61","1","0","0"
"3657","3657","259.5451455594037","2","22","1170.3764986298681","108.39629183660152","97.77032386241022","4.411048548454535","1193.5","108.0","478.63173932942004","381.8973599937249","166.6807807284522","2.2825136323633135","339394.0","31140.0","144","61","1","0","0"
"3658","3658","274.25945788565326","2","21","1213.7952702796485","108.15317043728504","108.44410948137732","4.31210395284465","1205.0","108.0","476.405226539801","380.65160350212295","165.94008680453578","2.2825136323633135","323680.0","28673.0","144","61","1","0","0"
"3659","3659","275.14228858547693","2","20","1240.9445920656315","109.34793259964346","100.0128639933338","4.3957138602871515","1242.0","109.0","474.6508988698319","379.33469710031886","166.0006501059945","2.2825136323633135","339266.0","29746.0","144","61","1","0","0"
"3660","3660","284.4887927281257","2","19","1248.232729708387","109.25889450095912","101.50985362542833","4.411805584845348","1289.5","110.0","472.9610114912405","378.8934554736082","164.18637050235773","2.2825136323633135","321878.0","27889.0","144","61","1","0","0"
"3661","3661","298.62648932528305","2","18","1249.825382417932","108.93612162090797","101.91833078786954","4.053494820863413","1266.0","108.5","471.6150097100058","377.51052181542656","164.88967102403478","2.2825136323633135","362268.0","31408.0","144","61","1","0","0"
"3662","3662","284.56291343403075","2","17","1221.6104314663144","108.97632038580588","94.38052055250147","4.297961766472843","1258.0","109.0","469.2077275031388","376.09051589619884","165.664504471579","2.2825136323633135","317297.0","27909.0","144","61","1","0","0"
"3663","3663","258.7025821466909","2","16","1205.773521033938","109.03413241894238","83.93699400582001","4.1571068214130324","1220.0","109.0","467.39499082530574","376.43185436719114","163.81683072269368","2.2825136323633135","345057.0","30920.0","144","61","1","0","0"
"3664","3664","261.68070886486606","2","15","1220.9779450434064","109.0744114984271","83.08260425709521","4.415297587408944","1238.0","109.0","465.1687059123685","375.44538122129137","162.27614895418336","2.2825136323633135","354637.0","31412.0","144","61","1","0","0"
"3665","3665","256.6209871932901","2","14","1198.924961172058","109.3610117751839","95.69862065942334","4.852449773382426","1235.5","109.0","463.9149540209666","374.88009498345644","161.12341190331398","2.2825136323633135","314052.0","28513.0","144","61","1","0","0"
"3666","3666","266.61010823629965","2","13","1200.9453121906745","109.47314591463552","108.69611928341581","4.346913019725545","1242.5","109.0","463.4712813317266","375.4297894155309","159.57190631396801","2.2825136323633135","317455.0","28858.0","144","61","1","0","0"
"3667","3667","235.30130035775935","2","12","1178.820526508952","109.47737483341092","91.8365487155914","4.143041746332428","1189.5","109.0","460.4795194495461","374.3955028754892","159.36515154339543","2.2825136323633135","331926.0","30704.0","144","61","1","0","0"
"3668","3668","194.69318435986244","2","11","1137.5613654476751","109.52039299848906","81.59536412872362","4.454969271547458","1159.5","109.0","458.8720875771981","373.39483250115563","158.59934527060224","2.2825136323633135","319116.0","30557.0","144","61","1","0","0"
"3669","3669","236.5371235989005","2","10","1180.472528933217","110.54210861793509","95.8742376173705","4.833464232621551","1208.0","110.0","456.83936210661034","372.46068775445764","157.1427818493505","2.2825136323633135","334132.0","31056.0","144","61","1","0","0"
"3670","3670","248.8641478454356","2","9","1203.281639264821","110.94640500297868","101.71441212839852","4.826412615642993","1220.0","110.0","454.57149028771903","370.62672199827256","157.50789667391047","2.2825136323633135","354265.0","32545.0","144","61","1","0","0"
"3671","3671","302.87438861880986","2","8","1249.9331096191754","111.02909556918046","103.88915920248138","5.2191926251334655","1270.0","111.0","452.86980777589366","369.28270954625987","155.6685185536485","2.2825136323633135","355668.0","31363.0","144","61","1","0","0"
"3672","3672","318.7692829315709","2","7","1271.9435965818757","111.501016162428","114.39694546738602","4.781830447483381","1332.0","112.0","451.16321844752287","368.2848341423888","152.28840725351196","2.2825136323633135","320201.0","27745.0","144","61","1","0","0"
"3673","3673","","2","6","1291.745643959793","111.33741988562407","116.12878340434878","5.046299435567548","1309.5","111.0","449.383203003546","368.31554666649583","145.6597540630738","2.2825136323633135","374993.0","32125.0","144","61","1","0","0"
"3674","3674","","2","5","1280.3027239093526","112.06984503799801","114.91607849760095","5.263400803320869","1308.5","112.0","446.93264094242227","368.35788251042794","137.79442527106292","2.2825136323633135","365468.0","31669.0","144","61","1","0","0"
"3675","3675","","2","4","1268.5353437427311","112.01787915601278","94.15535466580266","5.061174587766087","1292.5","112.0","444.8090155442547","368.3946976391838","133.9718491128872","2.2825136323633135","347661.0","30556.0","144","61","1","0","0"
"3676","3676","","2","3","1293.9550786420475","112.95106368019415","97.8681306309906","5.64218545401167","1309.0","112.0","443.358943422309","368.41978451722605","130.15091369846337","2.2825136323633135","366221.0","31680.0","144","61","1","0","0"
"3677","3677","","2","2","1333.9671408856095","113.27579069121825","141.1281649576449","5.267473126660481","1367.0","113.0","442.1312023979584","368.44103829173724","127.22873236794774","2.2825136323633135","385182.0","32484.0","144","61","1","0","0"
"3678","3678","","2","1","1216.365863031014","114.01125457576346","154.93475788174737","5.535298641447826","1228.0","114.0","440.34872696019283","368.4718366683894","121.6105622429994","2.2825136323633135","353901.0","33040.0","144","61","1","0","0"
"3679","3679","","1","0","1239.0817956169976","114.55867732619147","113.38342797871712","5.643014788882422","1270.0","115.0","438.96560238387553","367.40718936680275","117.43883817244729","2.2825136323633135","347311.0","31908.0","144","61","1","0","0"
"3680","3680","","2","46","1076.207348480069","108.73952381395074","84.24031874814335","4.318194319984887","1096.5","109.0","551.6645223256595","385.03009354736525","166.26349324702124","2.2825136323633135","307084.0","30768.0","118","61","1","0","0"
"3681","3681","","2","45","1060.0407781059432","109.28812937853397","106.60074517828927","4.18396698246156","1107.0","109.0","548.8138553203122","385.19867933352856","166.1308916293824","2.2825136323633135","297851.0","30478.0","118","61","1","0","0"
"3682","3682","","2","44","1065.3071204686646","108.8227754775361","90.6105834667765","4.175333475207468","1075.0","108.0","546.7244034218943","385.0590804528687","168.1928422234454","2.2825136323633135","313283.0","31846.0","118","61","1","0","0"
"3683","3683","","2","43","1044.2586191043017","108.874286917232","81.77611706974267","4.109320143007571","1065.5","109.0","544.1383492067291","385.10418183484586","169.87069114821307","2.2825136323633135","296532.0","30490.0","118","61","1","0","0"
"3684","3684","","2","42","1096.3099856403878","108.56748557796499","96.98516846673232","4.150189671841171","1104.0","108.0","541.8909849581772","385.1433523172645","170.76342917169788","2.2825136323633135","321010.0","31531.0","118","61","1","0","0"
"3685","3685","","2","41","1111.230772929309","108.27144947177119","99.58912081889949","3.8768996094539556","1155.0","108.0","538.4087730365518","385.20402459265796","171.65315916497096","2.2825136323633135","292688.0","28047.0","118","61","1","0","0"
"3686","3686","","2","40","1085.417278554999","108.59803074904634","102.98685077034662","3.81938818571245","1105.5","109.0","535.3791499567691","385.25675402501054","171.08439633726002","2.2825136323633135","316848.0","31595.0","118","61","1","0","0"
"3687","3687","","2","39","1076.2356306039046","108.4589941107751","104.26962333683","4.285423821263477","1126.0","108.0","531.6726936090463","385.32132617813687","171.8613035197836","2.2825136323633135","276008.0","27576.0","118","61","1","0","0"
"3688","3688","","2","38","1190.6888983015533","107.98324458811871","93.72495376930654","4.208861123916289","1214.0","108.0","528.7773478926264","387.0678029636878","171.20745979276487","2.2825136323633135","339141.0","30547.0","118","61","1","0","0"
"3689","3689","","2","37","1181.3714551708304","107.84028592158741","110.84785639324424","4.134786231280798","1197.0","108.0","525.1900643317284","389.3627636353456","171.40053745015067","2.2825136323633135","329349.0","29713.0","118","61","1","0","0"
"3690","3690","","2","36","1235.4384615983463","107.60838772876059","108.82972533899033","3.8891950960096753","1292.5","107.0","520.6986158263429","389.44099013012266","171.83870274313387","2.2825136323633135","326401.0","27942.0","118","61","1","0","0"
"3691","3691","","2","35","1211.498546341922","108.00070678372524","108.00103420957743","4.124084207073596","1212.0","107.0","516.4325050776276","389.5152785904802","171.9405872622044","2.2825136323633135","326784.0","28937.0","118","61","1","0","0"
"3692","3692","","2","34","1263.4499226222438","107.88508168216576","106.35126859646842","3.9110769729138934","1286.0","107.0","512.3948193360325","391.8181057918054","172.69395057124999","2.2825136323633135","373080.0","31603.0","118","61","1","0","0"
"3693","3693","","2","33","1231.0505308835006","108.35190216930634","173.58513870018655","3.9999277839136376","1249.0","108.0","532.6771381064386","386.05879309310336","174.4249759879697","2.393920493691635","398268.0","34433.0","135","61","1","0","0"
"3694","3694","","2","5","1337.8843674529116","109.89795917138161","155.04323829584922","4.425574981135329","1382.0","110.0","473.6539309971553","368.6582018739318","144.32461588213633","2.393920493691635","443050.0","35864.0","135","61","1","0","0"
"3695","3695","","2","4","1374.910561208859","110.14567901884593","184.93361514138385","5.244988258033444","1381.0","110.0","471.7583766820898","368.6909835765512","139.0429999883926","2.393920493691635","431787.0","34461.0","135","61","1","0","0"
"3696","3696","","2","3","1435.2852832063272","109.98660843259562","156.27251501247568","4.607443083471554","1497.0","110.0","470.646447861471","368.7101586333783","134.661505465017","2.393920493691635","474831.0","35861.0","135","61","1","0","0"
"3697","3697","","2","2","1434.0302890098753","110.47060424735517","147.67393557532824","4.699460010529947","1468.0","110.0","468.7432402323962","368.74320743280475","132.5236146639083","2.393920493691635","452156.0","34383.0","135","61","1","0","0"
"3698","3698","","2","1","1423.4145239170289","110.15881432154266","151.59997205790648","4.799054927173716","1470.0","110.0","466.3997437304222","368.78376981254655","126.79180135633455","2.393920493691635","437338.0","33488.0","135","61","1","0","0"
"3699","3699","","1","0","1415.6919034298905","111.35073003335201","173.10613263759132","5.042585290780871","1446.0","111.0","465.7354837640687","368.795173731423","122.9727801429545","2.393920493691635","472843.0","36929.0","135","61","1","0","0"
"3700","3700","","2","54","1274.2118509941688","109.68416576828372","165.09191302869266","4.1712598250674535","1311.0","109.0","598.5471202135009","388.0568355172162","161.8826046170534","2.393920493691635","426931.0","36648.0","135","61","1","0","0"
"3701","3701","","2","53","1306.1772686032857","108.88207516118847","163.33213927895932","4.497260947603403","1321.0","109.0","595.5133971440704","388.109708037144","162.99798023182547","2.393920493691635","409061.0","33965.0","135","61","1","0","0"
"3702","3702","","2","32","1232.407965817951","108.02171200120637","98.30188016286638","3.798116765532768","1250.5","108.0","505.8840171490303","391.24350046630786","172.55994019533628","2.2825136323633135","362919.0","31528.0","118","61","1","0","0"
"3703","3703","","2","31","1270.140513323233","108.4727893938136","98.68452483015186","4.108640214406568","1278.0","108.0","501.6106328183632","390.99491572338155","172.4493626383426","2.2825136323633135","369894.0","31390.0","118","61","1","0","0"
"3704","3704","","2","30","1214.2059681609342","108.63919773629853","111.46945166902594","4.08524114056249","1248.5","109.0","499.5736198730896","391.2729369318949","172.32688795248308","2.2825136323633135","353514.0","31561.0","118","61","1","0","0"
"3705","3705","","2","29","1240.338708717843","108.23210092256134","98.25056632681712","4.021886089069145","1290.5","108.0","496.65625567267733","391.32371165579525","171.75839858206407","2.2825136323633135","315106.0","27103.0","118","61","1","0","0"
"3706","3706","302.6833201876674","2","28","1269.2679750999887","108.42590527573385","96.93491738205778","4.373085322664642","1292.5","108.0","493.66956223741056","391.2462206023899","171.16625911384875","2.2825136323633135","364658.0","30755.0","118","61","1","0","0"
"3707","3707","289.35908379647117","2","27","1241.0595488283157","108.23267662611883","108.94866322660347","4.313174602806047","1258.0","108.0","489.9503589574232","390.8504924446009","170.9835416866531","2.2825136323633135","365346.0","31684.0","118","61","1","0","0"
"3708","3708","315.9809676451335","2","26","1231.7769213292256","108.76056278548937","105.21288060957184","4.300606770687167","1242.5","109.0","487.8932111438767","390.1133919830872","170.83251992724755","2.2825136323633135","353265.0","30936.0","118","61","1","0","0"
"3709","3709","303.40234907054577","2","25","1186.7582513954355","108.4494547371702","130.450330888874","4.2377066635698135","1215.0","108.0","484.80120583150955","389.24350309029114","170.5347951360536","2.2825136323633135","327282.0","29787.0","118","61","1","0","0"
"3710","3710","356.4308245653554","2","24","1299.6934604408646","108.20094911401763","132.0935087750356","3.960718320336029","1297.0","108.0","484.91345863490034","390.3170564260972","167.6645260987456","2.2825136323633135","368050.0","30499.0","118","61","1","0","0"
"3711","3711","367.5616112428035","2","23","1265.4531935376203","108.23448389361465","131.15074852048778","4.030210286153612","1294.0","108.0","482.63694408864797","389.5403558492816","167.95792707082796","2.2825136323633135","373346.0","31671.0","118","61","1","0","0"
"3712","3712","374.9123256758113","2","22","1291.170433298191","107.92806236173907","125.20569274605492","3.7035425023693365","1328.5","108.0","480.24175674788785","388.85156287509864","167.75131854611644","2.2825136323633135","370876.0","30736.0","118","61","1","0","0"
"3713","3713","340.60188809642585","2","21","1272.2922747557996","109.00989324967333","112.10073747922898","4.011998637567985","1342.0","109.0","477.90159475277","387.38292743363803","167.21036588134965","2.2825136323633135","321582.0","27198.0","118","61","1","0","0"
"3714","3714","310.31896866851116","2","20","1251.9379922266342","108.46740323028337","99.07575961067053","4.089415501242512","1272.0","108.0","475.3205850777876","385.8259171858331","168.3675459585101","2.2825136323633135","355647.0","30478.0","118","61","1","0","0"
"3715","3715","327.04993368629545","2","19","1277.4594429346996","108.39134144731091","94.82398159745118","4.250484598352923","1289.0","108.0","473.9097034466868","384.5474710330826","167.78603162186113","2.2825136323633135","372159.0","31284.0","118","61","1","0","0"
"3716","3716","337.93637689839267","2","18","1266.3532290883177","108.33729451358305","102.50317350992265","4.121902169565895","1290.5","108.0","472.91465692998713","383.2936191134999","168.34205038012152","2.2825136323633135","363846.0","30797.0","118","61","1","0","0"
"3717","3717","345.2569405330567","2","17","1244.5931188688128","108.63023502885815","107.56184641042856","3.997187746403548","1300.0","108.0","470.43141256058277","381.9875898203348","168.81633859109888","2.2825136323633135","320204.0","27407.0","118","61","1","0","0"
"3718","3718","341.91225961488817","2","16","1239.5193742690922","108.61055372440687","114.30108007443786","4.162290607601832","1254.0","108.0","469.08979297659096","381.2816020549881","168.1744134885583","2.2825136323633135","369523.0","32058.0","118","61","1","0","0"
"3719","3719","345.1710187645583","2","15","1240.4593876917027","108.64241456944853","109.68875654775074","4.224329523286243","1260.0","108.5","466.4669425890515","380.61688831177594","167.9601484276196","2.2825136323633135","363137.0","31463.0","118","61","1","0","0"
"3720","3720","360.4933838197066","2","14","1222.7045859636594","108.79606473315019","112.54507353957982","4.1232168485841925","1239.0","109.0","464.7578316994988","379.60385417411203","167.66276707145823","2.2825136323633135","347695.0","30587.0","118","61","1","0","0"
"3721","3721","361.8461656789124","2","13","1274.7578732662303","108.41347146105024","111.41437803289594","4.663292911358764","1331.0","108.0","463.6405206144947","379.1476247199904","167.20554109295023","2.2825136323633135","321390.0","26746.0","118","61","1","0","0"
"3722","3722","382.04550521653186","2","12","1277.7719380692565","108.81973018582556","110.44247031129193","4.3219228932161196","1333.0","108.0","461.5782741309764","378.49430844022044","165.71679074591106","2.2825136323633135","325231.0","27177.0","118","61","1","0","0"
"3723","3723","381.8196186431828","2","11","1266.8589820711113","109.21326995461315","112.81186526618286","4.3116209892637025","1285.0","109.0","460.3887997225955","377.9189264537421","164.5818903364259","2.2825136323633135","357650.0","30437.0","118","61","1","0","0"
"3724","3724","340.9735348465572","2","10","1252.1873141913622","109.14147811779117","99.95317421214173","4.438265112300301","1272.0","109.0","458.375848411054","376.9951644934915","163.4448678267991","2.2825136323633135","368998.0","31863.0","118","61","1","0","0"
"3725","3725","390.2513193536281","2","9","1321.3566601782984","109.21489255273468","115.0125334625192","4.3724767295813685","1361.0","109.0","456.49205963331326","375.91028410753034","162.4600048061216","2.2825136323633135","370700.0","30175.0","118","61","1","0","0"
"3726","3726","398.03845893499494","2","8","1322.911296784215","109.18171144746213","118.53463678728934","4.52391042122266","1340.5","109.0","454.58149906673384","374.5070765128572","160.09312577277763","2.2825136323633135","374966.0","30621.0","118","61","1","0","0"
"3727","3727","425.91932173973254","2","7","1351.517080966752","109.1048913779387","131.22290967493237","4.434149555707864","1383.0","109.0","453.5491734738357","374.3037010924255","156.14728184129388","2.2825136323633135","391060.0","31295.0","118","61","1","0","0"
"3728","3728","","2","6","1336.4270470553324","109.942928780764","147.24742838636627","4.576541764886484","1354.0","110.0","450.75500145852124","374.3521395410064","151.08803008154544","2.2825136323633135","375120.0","30591.0","118","61","1","0","0"
"3729","3729","","2","5","1383.7650448101933","110.84378473963967","140.7363471915732","4.752908150289126","1448.0","110.0","447.85513054727306","374.40230375791924","143.3338833565322","2.2825136323633135","358433.0","28348.0","118","61","1","0","0"
"3730","3730","","2","4","1358.1820618718377","110.67523728974665","112.79931227475534","5.026625202665615","1383.0","111.0","445.51108738001267","374.4428852160044","137.82662184128955","2.2825136323633135","404907.0","32677.0","118","61","1","0","0"
"3731","3731","","2","3","1399.6383219663637","111.37537521864627","117.6994356322263","4.815142690723218","1415.0","111.0","444.84682741365924","374.45428913488087","134.0076006279095","2.2825136323633135","385265.0","30398.0","118","61","1","0","0"
"3732","3732","","2","2","1414.9806136370753","111.7547238539637","135.03678584368856","4.790143626964984","1455.0","111.0","443.0580653251003","374.4853069124817","130.9717761147685","2.2825136323633135","390768.0","30513.0","118","61","1","0","0"
"3733","3733","","2","1","1319.3601146012286","112.69955243690663","146.0702192945946","5.292974684858779","1349.5","113.0","441.72271207631366","374.50835322952656","126.14063109214678","2.2825136323633135","380748.0","32325.0","118","61","1","0","0"
