49,49
1500.275498,965.8135991
1392.478795,958.7377232
1295.433136,967.6485207
1296.332521,937.5809988
1431.078431,947.3082789
1521.33545,945.2761905
1611.563107,941.7354369
1495.95439,973.2850627
1330.179266,936.6447084
1270.788298,962.2489362
1429.109769,962.0757409
1519.15161,942.4579439
1532.246822,954.3538136
1471.977683,966.7778959
1373.193021,935.6379498
1300.726043,965.5129651
1340.024546,960.3351121
1577.522876,956.2363834
1674.8561,966.0417101
1623.871102,936.2692308
1531.33788,957.1437566
1409.964363,942.4848812
1340.962687,954.4573561
1443.435982,958.7472406
1758.222965,969.0992196
1861.402162,970.9567568
1847.444079,979.5723684
1643.227564,962.9668803
1553.253333,963.8277778
1391.841489,961.1095745
1351.775982,992.8371824
1560.184818,981.5247525
1928.244571,1007.866286
2202.762399,1000.707036
2144.615646,1026.261905
1981.617877,1043.960894
1781.592308,1069.906593
1594.3379,1095.582192
1414.38766,1166.223516
1329.732955,1221.576136
1256.955932,1261.892655
1250.611857,1354.759508
1240.131818,1465.929545
1214.595266,1555.080473
1213.678135,1646.789123
1202.203074,1689.901207
1179.465859,1751.355727
1202.969838,1923.648492
1202.109464,1975.220068
1203.792601,2004.423767
1223.245405,2047.768649
1216.382701,2162.478673
1201.203814,2282.513707
1189.160347,2130.466956
1203.137817,2171.822492
1197.897664,2267.955506
1183.465164,2088.303279
1206.181725,2181.73614
1190.220807,2249.271762
1215.905435,2283.276087
1186.157073,2133.08
1194.76698,2231.660397
1202.595628,2298.765027
1206.362993,2184.312437
1187.321686,2252.520041
1184.241158,2287.677385
1212.175549,2315.134796
1155.829644,2168.858518
1189.789109,2204.448515
1174.278618,2301.466523
1201.989189,2297.682162
1203.387526,2229.679959
1201.092971,2398.005669
1211.100251,2560.909774
1205.283799,2326.061453
1197.575972,2435.70318
1196.929257,2462.51199
1208.251078,2323.063578
1166.755556,2108.085024
1187.286006,2233.062308
1181.788644,2234.065195
1169.139241,2066.313743
1208.365602,2226.255407
1221.179548,2484.870392
1218.87748,2445.017503
1195.581111,2311.817778
1187.099675,2350.774648
1204.513245,2250.04415
1205.204909,2290.157951
1201.579509,2277.708645
1205.298945,2427.729191
1205.123457,2321.832772
1209.455939,2566.127714
1205.876836,2317.864407
1209.339602,2378.988938
1205.480324,2269.672454
1221.727041,2164.02551
