"Label","ID","Link displacement","Link target IDs","Link target IDs","Link velocity","TB","TB to PSM","TB to Somite","checked","other"
"",""," ","Source spot id","Target spot id"," ","Tag","Tag","Tag","Tag","Tag"
"","","(micron)","","","(micron/frame)","","","","",""
"751 ? 752","743","0.0","751.0","752.0","0.0","1","0","0","1","0"
"752 ? 753","744","1.7626765880907374","752.0","753.0","1.7626765880907374","1","0","0","1","0"
"753 ? 754","745","0.7590006417489344","753.0","754.0","0.7590006417489344","1","0","0","1","0"
"754 ? 755","746","0.511854743075308","754.0","755.0","0.511854743075308","1","0","0","1","0"
"755 ? 756","747","1.0437142589383466","755.0","756.0","1.0437142589383466","1","0","0","1","0"
"756 ? 757","748","1.5848051052933336","756.0","757.0","1.5848051052933336","1","0","0","1","0"
"757 ? 764","749","0.5753927653909717","757.0","764.0","0.5753927653909717","1","0","0","1","0"
"760 ? 761","750","0.5109220588805201","760.0","761.0","0.5109220588805201","1","0","0","1","0"
"761 ? 762","751","1.0495080565739885","761.0","762.0","1.0495080565739885","1","0","0","1","0"
"762 ? 763","752","0.5109220588805201","762.0","763.0","0.5109220588805201","1","0","0","1","0"
"764 ? 765","753","1.4187988840934982","764.0","765.0","1.4187988840934982","1","0","0","1","0"
"765 ? 766","754","0.0","765.0","766.0","0.0","1","0","0","1","0"
"766 ? 767","755","1.44510580996878","766.0","767.0","1.44510580996878","1","0","0","1","0"
"767 ? 758","756","0.9707191178620564","767.0","758.0","0.9707191178620564","1","0","0","1","0"
"758 ? 759","757","0.5585483397706995","758.0","759.0","0.5585483397706995","1","0","0","1","0"
"759 ? 760","758","0.4853595589310642","759.0","760.0","0.4853595589310642","1","0","0","1","0"
"1907 ? 1908","932","2.53974813842756","1907.0","1908.0","1.26987406921378","0","0","0","0","0"
"48 ? 49","1687","2.1462201992505507","48.0","49.0","1.0731100996252754","0","0","0","0","0"
"1814 ? 1815","1792","1.5168595777013967","1814.0","1815.0","1.5168595777013967","1","0","0","1","0"
"1815 ? 1816","1793","1.4357464773590514","1815.0","1816.0","1.4357464773590514","1","0","0","1","0"
"1816 ? 1817","1794","2.0865467959625197","1816.0","1817.0","2.0865467959625197","1","0","0","1","0"
"1817 ? 1818","1795","1.3903478117612051","1817.0","1818.0","1.3903478117612051","1","0","0","1","0"
"1818 ? 1819","1796","1.284836579722696","1818.0","1819.0","1.284836579722696","1","0","0","1","0"
"1819 ? 1820","1797","0.4980446016047224","1819.0","1820.0","0.4980446016047224","1","0","0","1","0"
"1820 ? 1821","1798","0.539273024587329","1820.0","1821.0","0.539273024587329","1","0","0","1","0"
"1821 ? 1822","1799","2.192008652414799","1821.0","1822.0","2.192008652414799","1","0","0","1","0"
"1822 ? 1823","1800","1.0340088232207467","1822.0","1823.0","1.0340088232207467","1","0","0","1","0"
"1823 ? 1824","1801","1.1136615850149936","1823.0","1824.0","1.1136615850149936","1","0","0","1","0"
"1824 ? 1825","1802","0.13079292008352494","1824.0","1825.0","0.13079292008352494","1","0","0","1","0"
"1825 ? 1826","1803","1.7789760452674015","1825.0","1826.0","1.7789760452674015","1","0","0","1","0"
"1826 ? 1827","1804","1.5749553174220976","1826.0","1827.0","1.5749553174220976","1","0","0","1","0"
"1827 ? 1828","1805","1.7789760452674244","1827.0","1828.0","1.7789760452674244","1","0","0","1","0"
"1828 ? 1829","1806","2.0336523213481508","1828.0","1829.0","2.0336523213481508","1","0","0","1","0"
"1829 ? 1830","1807","0.49804460160473935","1829.0","1830.0","0.49804460160473935","1","0","0","1","0"
"1830 ? 1831","1808","1.727754177023853","1830.0","1831.0","1.727754177023853","1","0","0","1","0"
"1831 ? 1832","1809","1.6647220930004247","1831.0","1832.0","1.6647220930004247","1","0","0","1","0"
"1832 ? 1833","1810","1.3748818377624508","1832.0","1833.0","1.3748818377624508","1","0","0","1","0"
"1833 ? 1834","1811","1.1289179340528097","1833.0","1834.0","1.1289179340528097","1","0","0","1","0"
"1834 ? 1835","1812","1.572237532278201","1834.0","1835.0","1.572237532278201","1","0","0","1","0"
"1835 ? 1836","1813","0.7955822735123411","1835.0","1836.0","0.7955822735123411","1","0","0","1","0"
"1836 ? 1837","1814","0.6539646004175848","1836.0","1837.0","0.6539646004175848","1","0","0","1","0"
"1837 ? 1838","1815","0.6732977651198461","1837.0","1838.0","0.6732977651198461","1","0","0","1","0"
"1838 ? 1839","1816","0.5849237205648933","1838.0","1839.0","0.5849237205648933","1","0","0","1","0"
"1839 ? 1840","1817","0.4715805798287669","1839.0","1840.0","0.4715805798287669","1","0","0","1","0"
"1840 ? 1841","1818","1.977094091134271","1840.0","1841.0","1.977094091134271","1","0","0","1","0"
"1841 ? 1842","1819","0.3334578258727992","1841.0","1842.0","0.3334578258727992","1","0","0","1","0"
"1842 ? 1843","1820","2.2879416755800195","1842.0","1843.0","2.2879416755800195","1","0","0","1","0"
"1843 ? 1844","1821","1.1771362807516823","1843.0","1844.0","1.1771362807516823","1","0","0","1","0"
"1844 ? 1845","1822","0.6539646004175983","1844.0","1845.0","0.6539646004175983","1","0","0","1","0"
"1845 ? 1846","1823","0.6539646004175984","1845.0","1846.0","0.6539646004175984","1","0","0","1","0"
"1846 ? 1847","1824","1.2058511414091575","1846.0","1847.0","1.2058511414091575","1","0","0","1","0"
"1847 ? 1848","1825","0.20680176464411462","1847.0","1848.0","0.20680176464411462","1","0","0","1","0"
"1848 ? 1849","1826","1.5392498595875779","1848.0","1849.0","1.5392498595875779","1","0","0","1","0"
"1849 ? 1850","1827","1.3379086661025916","1849.0","1850.0","1.3379086661025916","1","0","0","1","0"
"1850 ? 1851","1828","1.368687387973738","1850.0","1851.0","1.368687387973738","1","0","0","1","0"
"1851 ? 1852","1829","1.5624091972165166","1851.0","1852.0","1.5624091972165166","1","0","0","1","0"
"1852 ? 1853","1830","1.0937811792990113","1852.0","1853.0","1.0937811792990113","1","0","0","1","0"
"1853 ? 1854","1831","0.5198591258199071","1853.0","1854.0","0.5198591258199071","1","0","0","1","0"
"1854 ? 1855","1832","1.418582882248817","1854.0","1855.0","1.418582882248817","1","0","0","1","0"
"1855 ? 1856","1833","2.1153825893453413","1855.0","1856.0","2.1153825893453413","1","0","0","1","0"
"1856 ? 1857","1834","0.927004076715705","1856.0","1857.0","0.927004076715705","1","0","0","1","0"
"1857 ? 1858","1835","0.8781893837425858","1857.0","1858.0","0.8781893837425858","1","0","0","1","0"
"1858 ? 1859","1836","1.013512079458892","1858.0","1859.0","1.013512079458892","1","0","0","1","0"
"1859 ? 1860","1837","1.1542938130437956","1859.0","1860.0","1.1542938130437956","1","0","0","1","0"
"1860 ? 1861","1838","1.2031347581876615","1860.0","1861.0","1.2031347581876615","1","0","0","1","0"
"1861 ? 1862","1839","0.7598845428449328","1861.0","1862.0","0.7598845428449328","1","0","0","1","0"
"1862 ? 1863","1840","1.5096887827726995","1862.0","1863.0","1.5096887827726995","1","0","0","1","0"
"1863 ? 1864","1841","1.1282515731173526","1863.0","1864.0","1.1282515731173526","1","0","0","1","0"
"1864 ? 1865","1842","1.3672936897204804","1864.0","1865.0","1.3672936897204804","1","0","0","1","0"
"1865 ? 1866","1843","1.7007665506255079","1865.0","1866.0","1.7007665506255079","1","0","0","1","0"
"1866 ? 1867","1844","1.461034517720355","1866.0","1867.0","1.461034517720355","1","0","0","1","0"
"1867 ? 1868","1845","1.462546081171996","1867.0","1868.0","1.462546081171996","1","0","0","1","0"
"1868 ? 1869","1846","1.703637663590183","1868.0","1869.0","1.703637663590183","1","0","0","1","0"
"1869 ? 1870","1847","1.1238315880350496","1869.0","1870.0","1.1238315880350496","1","0","0","1","0"
"1870 ? 1871","1848","0.24975955937280048","1870.0","1871.0","0.24975955937280048","1","0","0","1","0"
"1871 ? 1872","1849","0.5956402752670645","1871.0","1872.0","0.5956402752670645","1","0","0","1","0"
"1872 ? 1873","1850","0.7725589349076263","1872.0","1873.0","0.7725589349076263","1","0","0","1","0"
"1873 ? 1874","1851","3.00088884013985","1873.0","1874.0","3.00088884013985","1","0","0","1","0"
"1874 ? 1875","1852","0.65688199401716","1874.0","1875.0","0.65688199401716","1","0","0","1","0"
"1875 ? 1876","1853","1.0594381556629717","1875.0","1876.0","1.0594381556629717","1","0","0","1","0"
"1876 ? 1877","1854","0.6168888170637594","1876.0","1877.0","0.6168888170637594","1","0","0","1","0"
"1877 ? 1878","1855","0.8388521093451218","1877.0","1878.0","0.8388521093451218","1","0","0","1","0"
"1878 ? 1879","1856","0.5159396675321779","1878.0","1879.0","0.5159396675321779","1","0","0","1","0"
"1879 ? 1880","1857","0.887622804328952","1879.0","1880.0","0.887622804328952","1","0","0","1","0"
"1880 ? 1881","1858","2.0526455043688085","1880.0","1881.0","2.0526455043688085","1","0","0","1","0"
"1881 ? 1882","1859","0.25245502399338915","1881.0","1882.0","0.25245502399338915","1","0","0","1","0"
"1882 ? 1883","1860","1.989952271340365","1882.0","1883.0","1.989952271340365","1","0","0","1","0"
"1883 ? 1884","1861","1.4978455574392793","1883.0","1884.0","1.4978455574392793","1","0","0","1","0"
"1884 ? 1885","1862","2.0438316871903854","1884.0","1885.0","2.0438316871903854","1","0","0","1","0"
"1885 ? 1886","1863","1.4266710404338243","1885.0","1886.0","1.4266710404338243","1","0","0","1","0"
"1886 ? 1887","1864","1.5426465244975947","1886.0","1887.0","1.5426465244975947","1","0","0","1","0"
"1887 ? 1888","1865","0.6441975077006384","1887.0","1888.0","0.6441975077006384","1","0","0","1","0"
"1888 ? 1889","1866","1.475509400134024","1888.0","1889.0","1.475509400134024","1","0","0","1","0"
"1889 ? 1890","1867","2.14216955251936","1889.0","1890.0","2.14216955251936","1","0","0","1","0"
"1890 ? 1891","1868","0.7337779189947837","1890.0","1891.0","0.7337779189947837","1","0","0","1","0"
"1891 ? 1892","1869","1.6517946591441952","1891.0","1892.0","1.6517946591441952","1","0","0","1","0"
"1892 ? 1893","1870","1.6737944553841202","1892.0","1893.0","1.6737944553841202","1","0","0","1","0"
"1893 ? 1894","1871","2.7306778326930203","1893.0","1894.0","2.7306778326930203","1","0","0","1","0"
"1894 ? 1895","1872","0.7195669210091","1894.0","1895.0","0.7195669210091","1","0","0","1","0"
"1895 ? 1896","1873","1.4501887471382409","1895.0","1896.0","1.4501887471382409","1","0","0","1","0"
"1896 ? 1897","1874","1.3303574569769168","1896.0","1897.0","1.3303574569769168","1","0","0","1","0"
"1897 ? 1898","1875","1.8087208788426696","1897.0","1898.0","1.8087208788426696","1","0","0","1","0"
"1898 ? 1899","1876","0.2949453218517094","1898.0","1899.0","0.2949453218517094","1","0","0","1","0"
"1899 ? 1900","1877","1.082380186568123","1899.0","1900.0","1.082380186568123","1","0","0","1","0"
"1900 ? 1901","1878","1.7574222263279868","1900.0","1901.0","1.7574222263279868","1","0","0","1","0"
"1901 ? 1902","1879","1.2824721126660386","1901.0","1902.0","1.2824721126660386","1","0","0","1","0"
"1902 ? 1903","1880","0.843252576101794","1902.0","1903.0","0.843252576101794","1","0","0","1","0"
"1903 ? 1904","1881","1.8646928356842405","1903.0","1904.0","1.8646928356842405","1","0","0","1","0"
"1904 ? 1905","1882","0.766922747398298","1904.0","1905.0","0.766922747398298","1","0","0","1","0"
"1905 ? 1906","1883","2.6495200743868916","1905.0","1906.0","2.6495200743868916","1","0","0","1","0"
"1906 ? 1907","1884","1.3524276088460065","1906.0","1907.0","1.3524276088460065","1","0","0","1","0"
"1908 ? 1909","1885","1.6162224118186164","1908.0","1909.0","1.6162224118186164","1","0","0","1","0"
"1909 ? 1910","1886","1.2906627799145771","1909.0","1910.0","1.2906627799145771","1","0","0","1","0"
"1910 ? 1911","1887","1.6307987016854597","1910.0","1911.0","1.6307987016854597","1","0","0","1","0"
"1911 ? 1912","1888","0.9343614241986532","1911.0","1912.0","0.9343614241986532","1","0","0","1","0"
"1912 ? 1913","1889","1.1367623606698334","1912.0","1913.0","1.1367623606698334","1","0","0","1","0"
"1913 ? 1914","1890","1.4711724528426577","1913.0","1914.0","1.4711724528426577","1","0","0","1","0"
"1914 ? 1915","1891","0.6611084202838153","1914.0","1915.0","0.6611084202838153","1","0","0","1","0"
"1915 ? 1916","1892","1.8324427836472401","1915.0","1916.0","1.8324427836472401","1","0","0","1","0"
"1916 ? 1917","1893","1.3629090038480398","1916.0","1917.0","1.3629090038480398","1","0","0","1","0"
"1917 ? 1918","1894","1.8048043739431432","1917.0","1918.0","1.8048043739431432","1","0","0","1","0"
"1918 ? 1919","1895","0.5909776737810386","1918.0","1919.0","0.5909776737810386","1","0","0","1","0"
"1919 ? 1920","1896","1.2911090444638675","1919.0","1920.0","1.2911090444638675","1","0","0","1","0"
"1920 ? 1921","1897","0.8451571890878106","1920.0","1921.0","0.8451571890878106","1","0","0","1","0"
"1921 ? 1922","1898","0.26257841352241895","1921.0","1922.0","0.26257841352241895","1","0","0","1","0"
"1922 ? 1923","1899","0.6021855606672294","1922.0","1923.0","0.6021855606672294","1","0","0","1","0"
"1923 ? 1924","1900","1.3526019960479763","1923.0","1924.0","1.3526019960479763","1","0","0","1","0"
"1924 ? 1925","1901","0.9038297914724122","1924.0","1925.0","0.9038297914724122","1","0","0","1","0"
"1925 ? 1926","1902","0.7252416546549126","1925.0","1926.0","0.7252416546549126","1","0","0","1","0"
