"Label","ID","Link cost","Link displacement","Link target IDs","Link target IDs","Link velocity","Checked","TBto SOM25","TBtoPSM","TBtoPSMd","TBtoSom","TBtoTB"
"",""," "," ","Source spot id","Target spot id"," ","Tag","Tag","Tag","Tag","TB","Tag"
"","","","(micron)","","","(micron/frame)","","","","","",""
"5826 ? 5827","5808","","0.0","5826.0","5827.0","0.0","1","0","0","0","0","1"
"5827 ? 5829","5810","","1.9501338631371867","5827.0","5829.0","1.9501338631371867","1","0","0","0","0","1"
"5829 ? 5831","5812","","2.999536751672053","5829.0","5831.0","2.999536751672053","1","0","0","0","0","1"
"5831 ? 5832","5813","","0.9789197434733614","5831.0","5832.0","0.9789197434733614","1","0","0","0","0","1"
"5832 ? 5833","5814","","1.052307104904062","5832.0","5833.0","1.052307104904062","1","0","0","0","0","1"
"5833 ? 5834","5815","","1.8858231582479885","5833.0","5834.0","1.8858231582479885","1","0","0","0","0","1"
"5834 ? 5835","5816","","0.0","5834.0","5835.0","0.0","1","0","0","0","0","1"
"5835 ? 5836","5817","","1.6797659360852513","5835.0","5836.0","1.6797659360852513","1","0","0","0","0","1"
"5836 ? 5837","5818","","1.10129379696887","5836.0","5837.0","1.10129379696887","1","0","0","0","0","1"
"5837 ? 5838","5819","","0.0","5837.0","5838.0","0.0","1","0","0","0","0","1"
"5838 ? 5839","5820","","1.341433615549519","5838.0","5839.0","1.341433615549519","1","0","0","0","0","1"
"5839 ? 5840","5821","","1.8459589349803875","5839.0","5840.0","1.8459589349803875","1","0","0","0","0","1"
"5840 ? 5841","5822","","1.5235407677413777","5840.0","5841.0","1.5235407677413777","1","0","0","0","0","1"
"5841 ? 5842","5823","","0.8319218123686526","5841.0","5842.0","0.8319218123686526","1","0","0","0","0","1"
"5842 ? 5843","5824","","1.2553264820841927","5842.0","5843.0","1.2553264820841927","1","0","0","0","0","1"
"5843 ? 5844","5825","","0.2307335962824758","5843.0","5844.0","0.2307335962824758","1","0","0","0","0","1"
