"Label","ID","Detection quality","Spot N links","Spot frame","Spot gaussian-filtered intensity","Spot gaussian-filtered intensity","Spot gaussian-filtered intensity","Spot gaussian-filtered intensity","Spot median intensity","Spot median intensity","Spot track ID","Track N spots","TBtoPSMd","TBtoSom","TBtoSom25","TBtoTB","checked"
"",""," "," "," ","Mean ch0","Mean ch1","Std ch0","Std ch1","Median ch0","Median ch1"," "," ","Tag","Tag","Tag","Tag","Tag"
"","","","","","(Counts)","(Counts)","(Counts)","(Counts)","(Counts)","(Counts)","","","","","","",""
"2127","2127","","2","84","121.7949500862944","2712.547190408569","6.352790791324117","136.62915570622945","103.0","3838.0","1","240","0","0","0","1","1"
"2128","2128","","2","83","121.18630830037546","2691.743121937435","5.6137162699490695","112.45320033687179","103.0","3838.0","1","240","0","0","0","1","1"
"2129","2129","","2","82","122.5690550946986","2658.00587652833","5.837137975880491","111.83821805021965","103.0","3838.0","1","240","0","0","0","1","1"
"2130","2130","","2","81","120.86625723868332","2695.033084515943","6.126172469020355","101.67970632709424","103.0","3838.0","1","240","0","0","0","1","1"
"2131","2131","","2","80","121.62950715396396","2695.418146927648","7.3902768060480355","101.58643247215028","103.0","3838.0","1","240","0","0","0","1","1"
"2132","2132","","2","79","119.63201146802622","2724.8982656310336","6.336397171482974","103.88719040433654","103.0","3838.0","1","240","0","0","0","1","1"
"2133","2133","","2","78","120.10939468187901","2633.5925456063032","6.364337308804157","99.33421861992029","103.0","3838.0","1","240","0","0","0","1","1"
"2134","2134","","2","77","121.82086170433419","2756.027450434454","5.580440121446832","146.0339428568603","103.0","3838.0","1","240","0","0","0","1","1"
"2135","2135","","2","76","120.51193615845962","2651.468299245191","6.675164082649514","185.79799698950336","103.0","3838.0","1","240","0","0","0","1","1"
"2136","2136","","2","75","121.34136966375125","2668.632668551407","6.6164827375225","152.98609648215904","103.0","3838.0","1","240","0","0","0","1","1"
"2137","2137","","2","74","120.0498691286895","2716.4721710061913","6.326579591950793","138.55459600979253","103.0","3838.0","1","240","0","0","0","1","1"
"2138","2138","","2","73","121.40552762100056","2805.892832710067","6.627968626407666","167.55222100505796","103.0","3838.0","1","240","0","0","0","1","1"
"2139","2139","","2","72","121.90680761030096","2779.144419563287","6.764781769622957","168.84494199140056","103.0","3838.0","1","240","0","0","0","1","1"
"2140","2140","","2","71","121.99334299378735","2964.617219661991","6.010609055508069","148.6133174544373","103.0","3838.0","1","240","0","0","0","1","1"
