Label,ID,Link displacement,Link target IDs,Link target IDs,Link velocity
,, ,Source spot id,Target spot id, 
,,(micron),,,(micron/frame)
4953 ? 4954,4848,1.0936839734410300,4953.0,4954.0,1.0936839734410300
4954 ? 4955,4849,0.6075866477430640,4954.0,4955.0,0.6075866477430640
4955 ? 4956,4850,0.45567844977159700,4955.0,4956.0,0.45567844977159700
4956 ? 4957,4851,0.8262581270621090,4956.0,4957.0,0.8262581270621090
4957 ? 4958,4852,0.9940069113337310,4957.0,4958.0,0.9940069113337310
4958 ? 4959,4853,0.4730910391049160,4958.0,4959.0,0.4730910391049160
4959 ? 4960,4854,1.0476366717631100,4959.0,4960.0,1.0476366717631100
4960 ? 4961,4855,0.5222717926834750,4960.0,4961.0,0.5222717926834750
4961 ? 4962,4856,0.3075486941974920,4961.0,4962.0,0.3075486941974920
4962 ? 4963,4857,0.6672817817728560,4962.0,4963.0,0.6672817817728560
4963 ? 4964,4858,0.48009105342549700,4963.0,4964.0,0.48009105342549700
4964 ? 4965,4859,0.7834916408773330,4964.0,4965.0,0.7834916408773330
4965 ? 4966,4860,1.4131534305238400,4965.0,4966.0,1.4131534305238400
4966 ? 4967,4861,0.6997185301360180,4966.0,4967.0,0.6997185301360180
4967 ? 4968,4862,0.9891324300461300,4967.0,4968.0,0.9891324300461300
4968 ? 4969,4863,0.6434518203394990,4968.0,4969.0,0.6434518203394990
4969 ? 4970,4864,0.0,4969.0,4970.0,0.0
4970 ? 4971,4865,1.157389044184860,4970.0,4971.0,1.157389044184860
1976 ? 1977,4961,0.0,1976.0,1977.0,0.0
1977 ? 5068,4962,1.18239047448446,1977.0,5068.0,1.18239047448446
5068 ? 5069,4963,0.0,5068.0,5069.0,0.0
5069 ? 5070,4964,1.1324733516333700,5069.0,5070.0,1.1324733516333700
5070 ? 5071,4965,0.0,5070.0,5071.0,0.0
5071 ? 5072,4966,0.49515960882024500,5071.0,5072.0,0.49515960882024500
5072 ? 5073,4967,0.0,5072.0,5073.0,0.0
5073 ? 5074,4968,0.3070849532965710,5073.0,5074.0,0.3070849532965710
5074 ? 5075,4969,0.0,5074.0,5075.0,0.0
5075 ? 5076,4970,0.30708495329654700,5075.0,5076.0,0.30708495329654700
5076 ? 5077,4971,0.0,5076.0,5077.0,0.0
5077 ? 5078,4972,0.0,5077.0,5078.0,0.0
5078 ? 5079,4973,0.498237919714066,5078.0,5079.0,0.498237919714066
5079 ? 5080,4974,0.26886795610606700,5079.0,5080.0,0.26886795610606700
5080 ? 5081,4975,0.40946182413360600,5080.0,5081.0,0.40946182413360600
5081 ? 5082,4976,0.6044587391542970,5081.0,5082.0,0.6044587391542970
5082 ? 5083,4977,0.4269134875670520,5082.0,5083.0,0.4269134875670520
5083 ? 5084,4978,0.44072180078473100,5083.0,5084.0,0.44072180078473100
5084 ? 5085,4979,1.1499120929268200,5084.0,5085.0,1.1499120929268200
5085 ? 5086,4980,0.5514119414017700,5085.0,5086.0,0.5514119414017700
5086 ? 5087,4981,1.6457976624448600,5086.0,5087.0,1.6457976624448600
5087 ? 5088,4982,0.7585632648305240,5087.0,5088.0,0.7585632648305240
5088 ? 5089,4983,0.41385973443746800,5088.0,5089.0,0.41385973443746800
5089 ? 5090,4984,0.5458936772199230,5089.0,5090.0,0.5458936772199230
5090 ? 5091,4985,1.1111047333560000,5090.0,5091.0,1.1111047333560000
5091 ? 5092,4986,0.5506464990382360,5091.0,5092.0,0.5506464990382360
5092 ? 5093,4987,0.0,5092.0,5093.0,0.0
5093 ? 5094,4988,0.0,5093.0,5094.0,0.0
5094 ? 5095,4989,1.0759086762136000,5094.0,5095.0,1.0759086762136000
5095 ? 5096,4990,0.0,5095.0,5096.0,0.0
5096 ? 5097,4991,1.6336257730408700,5096.0,5097.0,1.6336257730408700
5097 ? 5098,4992,0.8133311629066810,5097.0,5098.0,0.8133311629066810
5098 ? 5099,4993,0.6866628304384580,5098.0,5099.0,0.6866628304384580
5099 ? 5100,4994,0.8007795864529630,5099.0,5100.0,0.8007795864529630
5100 ? 5101,4995,0.6122225619187890,5100.0,5101.0,0.6122225619187890
5101 ? 5102,4996,0.4950367283822700,5101.0,5102.0,0.4950367283822700
5102 ? 5103,4997,0.4963696536889500,5102.0,5103.0,0.4963696536889500
5103 ? 5104,4998,0.3471622006439560,5103.0,5104.0,0.3471622006439560
5104 ? 5105,4999,1.3910190664374700,5104.0,5105.0,1.3910190664374700
5105 ? 5106,5000,0.2755885435472080,5105.0,5106.0,0.2755885435472080
5106 ? 5107,5001,0.3360316973972990,5106.0,5107.0,0.3360316973972990
5107 ? 5108,5002,0.5976266564380160,5107.0,5108.0,0.5976266564380160
5108 ? 5109,5003,0.29133632884539100,5108.0,5109.0,0.29133632884539100
5109 ? 5110,5004,0.8045804275187550,5109.0,5110.0,0.8045804275187550
5110 ? 5111,5005,0.2416451795756120,5110.0,5111.0,0.2416451795756120
5111 ? 5112,5006,0.507749127959164,5111.0,5112.0,0.507749127959164
5112 ? 5113,5007,0.23244527959930700,5112.0,5113.0,0.23244527959930700
5113 ? 5114,5008,2.3536257342577500,5113.0,5114.0,2.3536257342577500
5114 ? 5115,5009,0.2684440985073060,5114.0,5115.0,0.2684440985073060
5115 ? 5116,5010,1.6382184516087500,5115.0,5116.0,1.6382184516087500
5116 ? 5117,5011,0.8757305009791420,5116.0,5117.0,0.8757305009791420
5117 ? 5118,5012,1.0899891955853500,5117.0,5118.0,1.0899891955853500
5118 ? 5119,5013,0.3506935919945960,5118.0,5119.0,0.3506935919945960
5119 ? 5120,5014,0.5679134576352610,5119.0,5120.0,0.5679134576352610
5120 ? 5121,5015,0.27266220364837600,5120.0,5121.0,0.27266220364837600
5121 ? 5122,5016,0.8305496146546680,5121.0,5122.0,0.8305496146546680
5122 ? 5123,5017,0.5316755575121130,5122.0,5123.0,0.5316755575121130
5123 ? 5124,5018,1.011365300510060,5123.0,5124.0,1.011365300510060
5124 ? 5125,5019,0.9366445747516760,5124.0,5125.0,0.9366445747516760
5125 ? 5126,5020,0.5425158694591930,5125.0,5126.0,0.5425158694591930
5126 ? 5127,5021,0.4025035722362700,5126.0,5127.0,0.4025035722362700
5127 ? 5128,5022,0.48486491841201200,5127.0,5128.0,0.48486491841201200
5128 ? 5129,5023,1.0630732596725700,5128.0,5129.0,1.0630732596725700
5129 ? 5130,5024,0.8608021920917380,5129.0,5130.0,0.8608021920917380
5130 ? 5131,5025,0.3554921637928770,5130.0,5131.0,0.3554921637928770
5131 ? 5132,5026,0.6214562548939150,5131.0,5132.0,0.6214562548939150
5132 ? 5133,5027,1.527218939890520,5132.0,5133.0,1.527218939890520
5133 ? 5134,5028,0.6555385395694000,5133.0,5134.0,0.6555385395694000
5134 ? 5135,5029,1.2441013237567200,5134.0,5135.0,1.2441013237567200
5135 ? 5136,5030,0.9494859357709660,5135.0,5136.0,0.9494859357709660
5136 ? 5137,5031,0.39984493612736100,5136.0,5137.0,0.39984493612736100
5137 ? 5138,5032,0.34410300041578500,5137.0,5138.0,0.34410300041578500
5138 ? 5139,5033,0.4116614106493020,5138.0,5139.0,0.4116614106493020
5139 ? 5140,5034,0.43638983302175800,5139.0,5140.0,0.43638983302175800
5140 ? 5141,5035,1.0844172083126000,5140.0,5141.0,1.0844172083126000
5141 ? 5142,5036,0.26719883155675900,5141.0,5142.0,0.26719883155675900
5142 ? 5143,5037,0.9746300235545360,5142.0,5143.0,0.9746300235545360
5143 ? 5144,5038,1.1383363463427500,5143.0,5144.0,1.1383363463427500
5144 ? 5145,5039,1.2197208006559600,5144.0,5145.0,1.2197208006559600
5145 ? 5146,5040,0.8088572723507080,5145.0,5146.0,0.8088572723507080
5146 ? 5147,5041,0.7117021220506090,5146.0,5147.0,0.7117021220506090
5147 ? 5148,5042,1.3899704594347000,5147.0,5148.0,1.3899704594347000
5148 ? 5149,5043,0.7653662395344560,5148.0,5149.0,0.7653662395344560
5149 ? 5150,5044,1.3271376259254400,5149.0,5150.0,1.3271376259254400
5150 ? 5151,5045,1.0503921514993900,5150.0,5151.0,1.0503921514993900
5151 ? 5152,5046,0.9710878875836150,5151.0,5152.0,0.9710878875836150
5152 ? 5153,5047,0.0,5152.0,5153.0,0.0
5153 ? 5154,5048,0.5906897016220090,5153.0,5154.0,0.5906897016220090
5154 ? 5155,5049,1.1022803703887800,5154.0,5155.0,1.1022803703887800
5155 ? 5156,5050,0.5988533039663210,5155.0,5156.0,0.5988533039663210
5156 ? 5157,5051,1.1662197578618600,5156.0,5157.0,1.1662197578618600
5157 ? 5158,5052,1.6367952832282900,5157.0,5158.0,1.6367952832282900
5158 ? 5159,5053,0.0,5158.0,5159.0,0.0
5159 ? 5160,5054,2.0423653215798100,5159.0,5160.0,2.0423653215798100
5160 ? 5161,5055,0.0,5160.0,5161.0,0.0
5161 ? 5162,5056,0.4342837057527010,5161.0,5162.0,0.4342837057527010
5162 ? 5163,5057,1.5688404950549300,5162.0,5163.0,1.5688404950549300
5163 ? 5164,5058,0.5662366758166760,5163.0,5164.0,0.5662366758166760
5164 ? 5165,5059,0.7133401887707260,5164.0,5165.0,0.7133401887707260
5165 ? 5166,5060,0.4855439437917890,5165.0,5166.0,0.4855439437917890
5166 ? 5167,5061,1.1733699590073100,5166.0,5167.0,1.1733699590073100
2641 ? 2642,5062,0.0,2641.0,2642.0,0.0
5239 ? 5238,5063,0.7278966143948590,5239.0,5238.0,0.7278966143948590
5240 ? 5239,5064,0.832381623887281,5240.0,5239.0,0.832381623887281
5241 ? 5240,5065,1.53748900965069,5241.0,5240.0,1.53748900965069
4594 ? 5241,5066,1.8718514786134500,4594.0,5241.0,1.8718514786134500
5238 ? 5242,5067,0.4514223168742630,5238.0,5242.0,0.4514223168742630
5242 ? 5243,5068,1.4273767077395800,5242.0,5243.0,1.4273767077395800
5243 ? 5244,5069,0.0,5243.0,5244.0,0.0
5244 ? 5245,5070,1.8965662964100500,5244.0,5245.0,1.8965662964100500
5245 ? 5246,5071,2.7749107928229900,5245.0,5246.0,2.7749107928229900
5246 ? 5247,5072,1.037527635315070,5246.0,5247.0,1.037527635315070
5247 ? 5248,5073,2.635510883094460,5247.0,5248.0,2.635510883094460
5248 ? 5249,5074,1.4347154538395800,5248.0,5249.0,1.4347154538395800
5249 ? 5250,5075,0.5275464167961030,5249.0,5250.0,0.5275464167961030
5250 ? 5251,5076,1.4131753819278300,5250.0,5251.0,1.4131753819278300
5251 ? 5252,5077,0.7278966143948590,5251.0,5252.0,0.7278966143948590
5252 ? 5253,5078,0.8653818174018250,5252.0,5253.0,0.8653818174018250
5253 ? 5254,5079,1.7088732137049000,5253.0,5254.0,1.7088732137049000
5254 ? 5255,5080,1.7248822508545000,5254.0,5255.0,1.7248822508545000
5255 ? 5256,5081,0.881563499970061,5255.0,5256.0,0.881563499970061
5256 ? 5257,5082,0.9667913229566100,5256.0,5257.0,0.9667913229566100
5257 ? 5258,5083,1.5681807161225100,5257.0,5258.0,1.5681807161225100
5258 ? 5259,5084,1.2348698434106100,5258.0,5259.0,1.2348698434106100
5259 ? 5260,5085,2.6687040892047300,5259.0,5260.0,2.6687040892047300
5260 ? 5261,5086,0.7720613601411220,5260.0,5261.0,0.7720613601411220
5261 ? 5262,5087,0.7864603501562360,5261.0,5262.0,0.7864603501562360
5262 ? 5263,5088,1.1359734077284100,5262.0,5263.0,1.1359734077284100
5263 ? 5264,5089,1.1876941613896200,5263.0,5264.0,1.1876941613896200
5264 ? 5265,5090,0.8660033773769230,5264.0,5265.0,0.8660033773769230
5265 ? 5266,5091,0.5266895144748030,5265.0,5266.0,0.5266895144748030
5266 ? 5267,5092,1.9130003560328900,5266.0,5267.0,1.9130003560328900
5267 ? 5268,5093,1.3121140229631900,5267.0,5268.0,1.3121140229631900
5268 ? 5269,5094,0.8396655367455590,5268.0,5269.0,0.8396655367455590
5269 ? 5270,5095,2.2057534416682200,5269.0,5270.0,2.2057534416682200
5270 ? 5271,5096,1.5972244479932400,5270.0,5271.0,1.5972244479932400
5271 ? 5272,5097,0.5524749521425570,5271.0,5272.0,0.5524749521425570
5272 ? 5273,5098,0.861454340437062,5272.0,5273.0,0.861454340437062
5273 ? 5274,5099,0.7008078420148430,5273.0,5274.0,0.7008078420148430
5274 ? 5275,5100,0.5292149710624330,5274.0,5275.0,0.5292149710624330
5275 ? 5276,5101,0.6400957004033730,5275.0,5276.0,0.6400957004033730
5276 ? 5277,5102,1.0923877841976900,5276.0,5277.0,1.0923877841976900
5277 ? 5278,5103,0.14827521371435800,5277.0,5278.0,0.14827521371435800
5278 ? 992,5104,0.6735568062879720,5278.0,992.0,0.6735568062879720
992 ? 5168,5105,1.3736529933422700,992.0,5168.0,1.3736529933422700
5168 ? 5169,5106,1.3477107320021300,5168.0,5169.0,1.3477107320021300
5169 ? 5170,5107,0.4610732942606120,5169.0,5170.0,0.4610732942606120
5170 ? 5171,5108,0.8350241167682780,5170.0,5171.0,0.8350241167682780
5171 ? 5172,5109,1.068920331759600,5171.0,5172.0,1.068920331759600
5172 ? 5173,5110,0.7633953539137170,5172.0,5173.0,0.7633953539137170
5173 ? 5174,5111,1.118753471223650,5173.0,5174.0,1.118753471223650
5174 ? 5175,5112,0.6150731134753790,5174.0,5175.0,0.6150731134753790
5175 ? 5176,5113,0.1820376246227150,5175.0,5176.0,0.1820376246227150
5176 ? 5177,5114,0.9518705187144050,5176.0,5177.0,0.9518705187144050
5177 ? 5178,5115,0.6991489672462690,5177.0,5178.0,0.6991489672462690
5178 ? 5179,5116,1.4477641435077700,5178.0,5179.0,1.4477641435077700
5179 ? 5180,5117,0.8863764057391460,5179.0,5180.0,0.8863764057391460
5180 ? 5181,5118,0.7606660683840570,5180.0,5181.0,0.7606660683840570
5181 ? 5182,5119,0.5673494273091380,5181.0,5182.0,0.5673494273091380
5182 ? 5183,5120,0.3309878241624270,5182.0,5183.0,0.3309878241624270
5183 ? 5184,5121,0.4696769288707010,5183.0,5184.0,0.4696769288707010
5184 ? 5185,5122,0.21588706628005800,5184.0,5185.0,0.21588706628005800
5185 ? 5186,5123,1.0892287504470300,5185.0,5186.0,1.0892287504470300
5186 ? 5187,5124,0.7024406468615850,5186.0,5187.0,0.7024406468615850
5187 ? 5188,5125,0.8832465500558810,5187.0,5188.0,0.8832465500558810
5188 ? 5189,5126,0.9131393688445880,5188.0,5189.0,0.9131393688445880
5189 ? 5190,5127,1.791143229152360,5189.0,5190.0,1.791143229152360
5190 ? 5191,5128,0.38050583681355200,5190.0,5191.0,0.38050583681355200
5191 ? 5192,5129,0.31410483455198200,5191.0,5192.0,0.31410483455198200
5192 ? 5193,5130,0.39353960910732,5192.0,5193.0,0.39353960910732
5193 ? 5194,5131,0.8147554194665740,5193.0,5194.0,0.8147554194665740
5194 ? 5195,5132,0.2696820044551630,5194.0,5195.0,0.2696820044551630
5195 ? 5196,5133,0.0,5195.0,5196.0,0.0
5196 ? 5197,5134,0.7460632974143530,5196.0,5197.0,0.7460632974143530
5197 ? 5198,5135,1.2770822456522700,5197.0,5198.0,1.2770822456522700
5198 ? 5199,5136,0.7640283885961980,5198.0,5199.0,0.7640283885961980
5199 ? 5200,5137,0.5620778079319620,5199.0,5200.0,0.5620778079319620
5200 ? 5201,5138,0.856472977723345,5200.0,5201.0,0.856472977723345
5201 ? 5202,5139,2.138571768675210,5201.0,5202.0,2.138571768675210
5202 ? 5203,5140,0.9630089785935110,5202.0,5203.0,0.9630089785935110
5203 ? 5204,5141,0.9604391972102970,5203.0,5204.0,0.9604391972102970
5204 ? 5205,5142,2.2890501626213000,5204.0,5205.0,2.2890501626213000
5205 ? 5206,5143,0.3453441978529390,5205.0,5206.0,0.3453441978529390
5206 ? 5207,5144,0.2172139065433260,5206.0,5207.0,0.2172139065433260
5207 ? 5208,5145,0.7538953638100940,5207.0,5208.0,0.7538953638100940
5208 ? 5209,5146,0.1960884556552430,5208.0,5209.0,0.1960884556552430
5209 ? 5210,5147,0.14475244883844100,5209.0,5210.0,0.14475244883844100
5210 ? 5211,5148,0.2832454183373690,5210.0,5211.0,0.2832454183373690
5211 ? 5212,5149,0.43322528886248900,5211.0,5212.0,0.43322528886248900
5212 ? 5213,5150,0.2950618804438970,5212.0,5213.0,0.2950618804438970
5213 ? 5214,5151,0.7715223899825780,5213.0,5214.0,0.7715223899825780
5214 ? 5215,5152,0.5204284416634240,5214.0,5215.0,0.5204284416634240
5215 ? 5216,5153,0.09297860276794180,5215.0,5216.0,0.09297860276794180
5216 ? 5217,5154,0.5756429852971780,5216.0,5217.0,0.5756429852971780
5217 ? 5218,5155,0.6070832328709620,5217.0,5218.0,0.6070832328709620
5218 ? 5219,5156,0.7281295068960880,5218.0,5219.0,0.7281295068960880
5219 ? 5220,5157,0.41083761072014000,5219.0,5220.0,0.41083761072014000
5220 ? 5221,5158,0.5990871665545570,5220.0,5221.0,0.5990871665545570
5221 ? 5222,5159,2.0683861409294600,5221.0,5222.0,2.0683861409294600
5222 ? 5223,5160,2.120350955289250,5222.0,5223.0,2.120350955289250
5223 ? 5224,5161,0.37564455785922800,5223.0,5224.0,0.37564455785922800
5224 ? 5225,5162,0.5088950973423570,5224.0,5225.0,0.5088950973423570
5225 ? 5226,5163,1.1685194421931400,5225.0,5226.0,1.1685194421931400
5226 ? 5227,5164,0.5827924360825600,5226.0,5227.0,0.5827924360825600
5227 ? 5228,5165,0.41424482789743400,5227.0,5228.0,0.41424482789743400
5228 ? 5229,5166,2.5893895294865100,5228.0,5229.0,2.5893895294865100
5229 ? 11442,5167,1.446113951079150,5229.0,11442.0,1.446113951079150
11442 ? 11443,5168,0.6095772000136590,11442.0,11443.0,0.6095772000136590
11443 ? 11444,5169,1.516617344103180,11443.0,11444.0,1.516617344103180
11444 ? 11445,5170,0.8135351549952690,11444.0,11445.0,0.8135351549952690
11445 ? 11446,5171,1.6198771272276200,11445.0,11446.0,1.6198771272276200
11446 ? 11447,5172,2.5398107490439300,11446.0,11447.0,2.5398107490439300
1144 ? 5279,5173,0.3825869140791860,1144.0,5279.0,0.3825869140791860
5279 ? 5280,5174,0.6539243186408260,5279.0,5280.0,0.6539243186408260
5280 ? 5281,5175,1.0761434143190700,5280.0,5281.0,1.0761434143190700
5281 ? 5282,5176,1.3343902258223500,5281.0,5282.0,1.3343902258223500
5282 ? 5283,5177,0.7522882740327120,5282.0,5283.0,0.7522882740327120
5283 ? 5284,5178,0.32588273159471400,5283.0,5284.0,0.32588273159471400
5284 ? 5285,5179,1.2728029821987200,5284.0,5285.0,1.2728029821987200
5285 ? 5286,5180,0.519541233271191,5285.0,5286.0,0.519541233271191
5286 ? 5287,5181,0.9191943388543520,5286.0,5287.0,0.9191943388543520
5287 ? 5288,5182,1.0121877137953000,5287.0,5288.0,1.0121877137953000
5288 ? 5289,5183,1.5184731599708800,5288.0,5289.0,1.5184731599708800
5289 ? 5290,5184,1.0138864664338800,5289.0,5290.0,1.0138864664338800
5290 ? 5291,5185,0.5445701740051650,5290.0,5291.0,0.5445701740051650
5291 ? 5292,5186,0.8171319515965540,5291.0,5292.0,0.8171319515965540
5292 ? 5293,5187,1.1681575330352800,5292.0,5293.0,1.1681575330352800
5293 ? 5294,5188,1.3371849228353700,5293.0,5294.0,1.3371849228353700
5294 ? 5295,5189,1.4283012854805900,5294.0,5295.0,1.4283012854805900
5295 ? 5296,5190,1.671824669790630,5295.0,5296.0,1.671824669790630
5296 ? 5297,5191,1.4215933028614100,5296.0,5297.0,1.4215933028614100
5297 ? 5298,5192,0.5649645435817850,5297.0,5298.0,0.5649645435817850
5298 ? 5299,5193,0.5174580942651940,5298.0,5299.0,0.5174580942651940
5299 ? 5300,5194,0.8609391558617140,5299.0,5300.0,0.8609391558617140
5300 ? 5301,5195,0.8039583957775920,5300.0,5301.0,0.8039583957775920
5301 ? 5302,5196,0.39572945510143000,5301.0,5302.0,0.39572945510143000
5302 ? 5303,5197,0.696537416201083,5302.0,5303.0,0.696537416201083
5303 ? 5304,5198,0.5510081395063870,5303.0,5304.0,0.5510081395063870
5304 ? 5305,5199,0.7560882275908400,5304.0,5305.0,0.7560882275908400
5305 ? 5306,5200,0.5868064686942990,5305.0,5306.0,0.5868064686942990
5306 ? 5307,5201,0.24806731000763400,5306.0,5307.0,0.24806731000763400
5307 ? 5308,5202,0.6226154857529620,5307.0,5308.0,0.6226154857529620
5308 ? 5309,5203,1.1000864257162900,5308.0,5309.0,1.1000864257162900
5309 ? 5310,5204,0.9220258111399040,5309.0,5310.0,0.9220258111399040
5310 ? 5311,5205,0.5304552864810220,5310.0,5311.0,0.5304552864810220
5311 ? 5312,5206,0.3233922014845050,5311.0,5312.0,0.3233922014845050
5312 ? 5313,5207,0.5723190960023760,5312.0,5313.0,0.5723190960023760
5313 ? 5314,5208,0.31153120454405900,5313.0,5314.0,0.31153120454405900
5314 ? 5315,5209,0.3446222455112420,5314.0,5315.0,0.3446222455112420
5315 ? 5316,5210,0.81833610559688,5315.0,5316.0,0.81833610559688
5316 ? 5317,5211,0.6999977702179260,5316.0,5317.0,0.6999977702179260
5317 ? 5318,5212,0.6079587908766460,5317.0,5318.0,0.6079587908766460
5318 ? 5319,5213,0.47566357622278100,5318.0,5319.0,0.47566357622278100
5319 ? 5320,5214,0.42935708616318900,5319.0,5320.0,0.42935708616318900
5320 ? 5321,5215,0.5203217905021720,5320.0,5321.0,0.5203217905021720
5321 ? 5322,5216,1.2641394155094400,5321.0,5322.0,1.2641394155094400
5322 ? 5323,5217,0.3515950396572250,5322.0,5323.0,0.3515950396572250
5323 ? 5324,5218,0.5693400618462880,5323.0,5324.0,0.5693400618462880
5324 ? 5325,5219,0.6431456466873390,5324.0,5325.0,0.6431456466873390
5325 ? 5326,5220,0.9619115935727140,5325.0,5326.0,0.9619115935727140
5326 ? 5327,5221,1.9583096477677000,5326.0,5327.0,1.9583096477677000
5327 ? 5328,5222,1.0042197372339100,5327.0,5328.0,1.0042197372339100
5328 ? 5329,5223,0.0,5328.0,5329.0,0.0
5329 ? 5330,5224,1.220699625900280,5329.0,5330.0,1.220699625900280
5330 ? 5331,5225,0.0,5330.0,5331.0,0.0
5331 ? 5332,5226,0.0,5331.0,5332.0,0.0
5332 ? 5333,5227,0.9635619564547950,5332.0,5333.0,0.9635619564547950
5333 ? 5334,5228,0.0,5333.0,5334.0,0.0
5334 ? 5335,5229,0.0,5334.0,5335.0,0.0
5335 ? 5336,5230,0.0,5335.0,5336.0,0.0
5336 ? 5337,5231,0.0,5336.0,5337.0,0.0
5337 ? 5338,5232,1.4275227079529000,5337.0,5338.0,1.4275227079529000
5338 ? 5339,5233,1.4826250602873300,5338.0,5339.0,1.4826250602873300
18309 ? 18310,5234,0.7733927611718430,18309.0,18310.0,0.25779758705728100
5340 ? 5341,5235,0.31800285932784600,5340.0,5341.0,0.31800285932784600
5341 ? 5342,5236,0.7862729951519020,5341.0,5342.0,0.7862729951519020
5342 ? 5343,5237,0.6062925004020010,5342.0,5343.0,0.6062925004020010
5343 ? 5344,5238,0.5258728292174170,5343.0,5344.0,0.5258728292174170
5344 ? 5345,5239,1.1186404050441600,5344.0,5345.0,1.1186404050441600
5345 ? 5346,5240,0.7380190232706250,5345.0,5346.0,0.7380190232706250
5346 ? 5347,5241,0.4735660261371830,5346.0,5347.0,0.4735660261371830
5347 ? 5348,5242,0.5386600230875390,5347.0,5348.0,0.5386600230875390
5348 ? 5349,5243,0.24046198773128100,5348.0,5349.0,0.24046198773128100
5349 ? 5350,5244,0.3990091799849050,5349.0,5350.0,0.3990091799849050
5350 ? 5351,5245,0.187100972239217,5350.0,5351.0,0.187100972239217
5351 ? 5352,5246,0.6396864479621650,5351.0,5352.0,0.6396864479621650
5352 ? 5353,5247,0.7487935770508720,5352.0,5353.0,0.7487935770508720
5353 ? 5354,5248,1.4468271238724900,5353.0,5354.0,1.4468271238724900
5354 ? 5355,5249,0.5882015173006940,5354.0,5355.0,0.5882015173006940
5355 ? 5356,5250,0.5927660193800000,5355.0,5356.0,0.5927660193800000
5356 ? 5357,5251,0.8909958309569700,5356.0,5357.0,0.8909958309569700
5357 ? 5358,5252,0.49021557317298400,5357.0,5358.0,0.49021557317298400
5358 ? 5359,5253,0.37786896010279300,5358.0,5359.0,0.37786896010279300
5359 ? 5360,5254,0.6843824491380000,5359.0,5360.0,0.6843824491380000
5360 ? 5361,5255,0.4587664562444410,5360.0,5361.0,0.4587664562444410
5361 ? 5362,5256,0.6597718030759110,5361.0,5362.0,0.6597718030759110
5362 ? 5363,5257,0.17074456899848600,5362.0,5363.0,0.17074456899848600
5363 ? 5364,5258,0.5455095038550330,5363.0,5364.0,0.5455095038550330
5364 ? 5365,5259,1.0047562070202100,5364.0,5365.0,1.0047562070202100
5365 ? 5366,5260,0.6732514474817250,5365.0,5366.0,0.6732514474817250
5366 ? 5367,5261,0.8703051983548030,5366.0,5367.0,0.8703051983548030
5367 ? 5368,5262,1.24844223131892,5367.0,5368.0,1.24844223131892
5368 ? 5369,5263,0.9068702577108770,5368.0,5369.0,0.9068702577108770
5369 ? 5370,5264,1.1960449887308500,5369.0,5370.0,1.1960449887308500
5370 ? 5371,5265,0.8389486876066590,5370.0,5371.0,0.8389486876066590
5371 ? 5372,5266,2.9272279109124000,5371.0,5372.0,2.9272279109124000
5372 ? 5373,5267,0.5683753918767030,5372.0,5373.0,0.5683753918767030
5373 ? 5374,5268,0.6119556323043240,5373.0,5374.0,0.6119556323043240
5374 ? 5375,5269,0.6411725213423260,5374.0,5375.0,0.6411725213423260
5375 ? 5376,5270,1.6966385055528900,5375.0,5376.0,1.6966385055528900
5376 ? 5377,5271,0.4546583892561300,5376.0,5377.0,0.4546583892561300
5377 ? 5378,5272,0.9780503242084290,5377.0,5378.0,0.9780503242084290
5378 ? 5379,5273,2.418504618290690,5378.0,5379.0,2.418504618290690
5379 ? 5380,5274,1.0610724375553700,5379.0,5380.0,1.0610724375553700
5380 ? 5381,5275,1.4956173256511300,5380.0,5381.0,1.4956173256511300
5381 ? 5382,5276,0.7161823705075560,5381.0,5382.0,0.7161823705075560
5382 ? 5383,5277,0.19890118692806900,5382.0,5383.0,0.19890118692806900
5383 ? 5384,5278,0.39369808413173400,5383.0,5384.0,0.39369808413173400
5384 ? 5385,5279,0.2677282965131550,5384.0,5385.0,0.2677282965131550
5385 ? 5386,5280,0.31712216683898900,5385.0,5386.0,0.31712216683898900
5386 ? 5387,5281,0.4748401800424940,5386.0,5387.0,0.4748401800424940
5387 ? 5388,5282,0.0,5387.0,5388.0,0.0
5388 ? 5389,5283,0.0,5388.0,5389.0,0.0
5389 ? 5390,5284,0.0,5389.0,5390.0,0.0
5390 ? 5391,5285,0.6242759350878990,5390.0,5391.0,0.6242759350878990
5391 ? 5392,5286,0.0,5391.0,5392.0,0.0
5392 ? 5393,5287,0.815363248200263,5392.0,5393.0,0.815363248200263
5393 ? 5394,5288,0.4414297470322030,5393.0,5394.0,0.4414297470322030
5394 ? 5395,5289,0.0,5394.0,5395.0,0.0
1146 ? 5531,5425,0.8231599971734430,1146.0,5531.0,0.8231599971734430
5531 ? 5532,5426,1.3484146460284500,5531.0,5532.0,1.3484146460284500
5532 ? 5533,5427,1.2278861531040600,5532.0,5533.0,1.2278861531040600
5533 ? 5534,5428,2.6542147962215100,5533.0,5534.0,2.6542147962215100
5534 ? 5535,5429,0.0,5534.0,5535.0,0.0
5535 ? 5536,5430,0.0,5535.0,5536.0,0.0
5536 ? 5537,5431,1.525856408685740,5536.0,5537.0,1.525856408685740
5537 ? 5538,5432,0.0,5537.0,5538.0,0.0
5538 ? 5539,5433,1.430159062999820,5538.0,5539.0,1.430159062999820
5539 ? 5540,5434,1.3489867390367400,5539.0,5540.0,1.3489867390367400
5540 ? 5541,5435,0.36622620846849200,5540.0,5541.0,0.36622620846849200
