"Label","ID","Detection quality","Spot N links","Spot frame","Spot gaussian-filtered intensity","Spot gaussian-filtered intensity","Spot gaussian-filtered intensity","Spot gaussian-filtered intensity","Spot median intensity","Spot median intensity","Spot position","Spot position","Spot position","Spot radius","Spot track ID","Track N spots","PSMdtoSom","PSMdtoSomDiv","TBto Som"
"",""," "," "," ","Mean ch0","Mean ch1","Std ch0","Std ch1","Median ch0","Median ch1","X","Y","Z"," "," "," ","Tag","Tag","Tag"
"","","","","","(Counts)","(Counts)","(Counts)","(Counts)","(Counts)","(Counts)","(micron)","(micron)","(micron)","(micron)","","","","",""
"865","865","632.5099914607307","2","100","196.57547096108723","2561.2472662112864","18.044506813287306","279.1437799542397","197.0","2399.0","389.50789479428227","382.17117310749705","108.3749266074671","2.393920493691635","1","123","1","0","0"
"866","866","","2","102","187.81051806747064","2663.609556087162","19.45783932825661","209.62672137930204","189.0","2623.0","389.36442088569146","379.5890360847444","108.3298552380814","1.886374902779598","1","123","1","0","0"
"867","867","","2","103","197.00368289112774","2599.8682790839102","22.504534232612215","250.05586724130853","196.0","2555.0","388.9339991599191","380.0193922552032","108.33736713297901","1.886374902779598","1","123","1","0","0"
"868","868","","2","104","199.78901475831228","2570.6479890427427","23.422848762957027","296.9469870785797","208.0","2498.0","388.9339991599191","380.0193922552032","108.33736713297901","1.886374902779598","1","123","1","0","0"
"869","869","538.4317733403923","2","105","204.8918034866859","2710.404315208007","27.305780467381116","247.4427759077409","208.0","2750.0","388.3845283162585","379.3765599706009","108.75424056756407","1.886374902779598","1","123","1","0","0"
"870","870","636.9526752647694","2","106","198.4432370979029","2889.4773171940665","26.346382709744027","271.72054711091397","201.0","2919.0","388.48691152046183","379.1890211327182","108.61060247432171","1.886374902779598","1","123","1","0","0"
"871","871","597.8060667611973","2","107","193.86169972322872","2763.9195530452307","22.413161982547688","280.02232022850444","196.0","2749.0","388.40638070474915","379.2053222493207","108.85589463694808","1.886374902779598","1","123","1","0","0"
"872","872","508.49836138398297","2","108","195.75811333918367","2768.249108343981","28.368392871040264","236.70955382177834","195.0","2789.0","388.51711423713834","378.86102620156487","108.36870202056843","1.886374902779598","1","123","1","0","0"
"873","873","474.657215052102","2","109","197.65979710214518","2798.9859701640553","30.061279861929364","253.03853624093668","197.0","2749.0","388.1853960008965","378.818677317892","108.86486365508166","1.886374902779598","1","123","1","0","0"
"874","874","546.2052396606516","2","110","186.74974294287276","2721.585742987522","21.5271706015162","283.1651976882195","187.0","2656.0","388.1703688286233","378.4977215435314","109.7283880407737","1.886374902779598","1","123","1","0","0"
"875","875","","2","111","178.61169706087347","2785.8039050544608","23.415600518116754","272.76707813396223","189.0","2767.0","388.6007905543957","377.63700920261385","109.71336425097846","1.886374902779598","1","123","1","0","0"
"876","876","","2","112","186.54348138129276","2858.5317968608388","26.92005814658389","256.8626345382606","189.0","2821.0","388.4573166458049","376.7762968616963","109.69834046118322","1.886374902779598","1","123","1","0","0"
"877","877","560.0420479799315","2","113","167.30980333376266","2844.420019191388","22.79678904479513","243.34505135368605","165.0","2805.0","388.33030605814963","376.5449166611734","109.33301504628338","1.886374902779598","1","123","1","0","0"
"878","878","521.9089062134562","2","114","186.57066456380593","2876.393325255892","28.540836456074462","220.80277296521228","198.0","2857.0","387.95169606194577","376.5459679972213","108.56102043401484","1.886374902779598","1","123","1","0","0"
"879","879","","2","115","182.1240103648207","2819.1697083207764","28.948768494461888","216.02757779014635","188.0","2848.0","388.0951699705366","375.68525565630375","108.5459966442196","1.886374902779598","1","123","1","0","0"
"880","880","","2","116","173.88398936364803","2824.0004715873965","24.508786930705718","191.4133231296637","176.0","2840.0","387.80822215335496","375.11144742902536","108.53598078435611","1.886374902779598","1","123","1","0","0"
"881","881","","2","117","166.37482785337926","2737.836064261023","24.10372381956681","170.82089276563244","168.0","2788.0","387.80822215335496","375.11144742902536","108.53598078435611","1.886374902779598","1","123","1","0","0"
"882","882","","2","118","156.83717560742477","2767.676191152838","20.38912233972937","277.1126553687863","159.0","2877.0","387.80822215335496","375.11144742902536","108.53598078435611","1.886374902779598","1","123","1","0","0"
"883","883","","2","119","160.16648760457952","2755.461858023133","22.750240409715236","208.9170413267181","157.0","2808.0","387.2343265189918","374.3941871449274","108.52346095952676","1.886374902779598","1","123","1","0","0"
"884","884","","2","120","147.76369753053947","2603.386670628686","16.572994550080782","251.8519635706069","146.0","2705.0","387.80822215335496","374.53763920174697","108.52596492449263","1.886374902779598","1","123","1","0","0"
"885","885","","2","121","141.61950761261204","2673.3225397899055","13.358384266699497","278.9644989972044","142.0","2709.0","387.80822215335496","374.53763920174697","108.52596492449263","1.886374902779598","1","123","1","0","0"
"886","886","","2","122","143.6596871319932","2687.2329928767917","13.940674255985876","250.64421986925018","145.0","2773.0","387.66474824476416","373.67692686082944","108.51094113469739","1.886374902779598","1","123","1","0","0"
"887","887","","2","123","141.00226743148727","2608.2336709259926","12.620528773024581","254.09834074923955","141.0","2741.0","387.66474824476416","372.9596665767315","108.49842130986804","1.886374902779598","1","123","1","0","0"
"888","888","465.73983596945476","2","124","141.19722192896256","2671.8815363140575","14.248184782925875","217.75962250399226","142.0","2702.0","386.9622564765056","372.87532567978997","107.75994176662591","1.886374902779598","1","123","1","0","0"
"889","889","","2","125","136.50402410407406","2661.221572893968","11.697302851734111","238.7384446017561","136.0","2610.0","387.53615211086884","371.4408051115941","107.73490211696719","1.886374902779598","1","123","1","0","0"
"890","890","","2","126","137.46141184726167","2734.867711568363","12.811372716231489","257.0668743251453","137.0","2781.0","387.53615211086884","371.4408051115941","107.73490211696719","1.886374902779598","1","123","1","0","0"
"891","891","","2","127","134.65084701740594","2579.7638670581837","10.50041381841686","293.20422385780216","135.0","2665.0","387.53615211086884","371.4408051115941","107.73490211696719","1.886374902779598","1","123","1","0","0"
"892","892","","2","128","132.9412277554672","2463.2163494538468","9.601816222308335","276.178442917342","134.0","2585.0","387.53615211086884","371.4408051115941","107.73490211696719","1.886374902779598","1","123","1","0","0"
"893","893","","2","129","134.6846955679793","2614.4581984405118","10.25390818274531","285.23677990622394","134.0","2622.0","386.675308659324","370.436640713857","107.71737436220609","1.886374902779598","1","123","1","0","0"
"894","894","","2","130","135.85783318454222","2797.7893886190623","9.99329908868577","286.42291160791433","135.0","2754.0","386.24488693355164","369.5759283729395","107.70235057241085","1.886374902779598","1","123","1","0","0"
"895","895","","2","131","134.1963063458864","2835.899804685355","8.844862134939856","319.373020725495","134.0","2809.0","386.24488693355164","369.5759283729395","107.70235057241085","1.886374902779598","1","123","1","0","0"
"896","896","","1","132","128.7941384090533","2700.8495262288507","8.260596732471164","382.0832103794461","129.0","2800.0","386.10141302496083","369.43247631611985","107.69984660744498","1.886374902779598","1","123","1","0","0"
"897","897","663.5447377558143","2","71","324.18601917518805","2749.1309187561765","32.14697874436876","280.5384081981102","308.0","2568.0","394.7487230021393","384.1410309248805","108.79920467678122","2.393920493691635","14","122","1","0","0"
"898","898","639.4769429756801","2","72","314.6664190782849","2672.9131725361813","32.83011728909164","272.24848551495467","297.0","2483.0","395.409229928114","384.6536982731306","108.76105659884772","2.393920493691635","14","122","1","0","0"
"899","899","650.4631780324189","2","73","304.6830953816912","2661.731752410603","30.215021298201314","261.45430448205116","293.0","2547.0","395.60646244518443","384.4542473046547","109.30866046344318","2.393920493691635","14","122","1","0","0"
"900","900","666.1039395039904","2","74","294.3722169236146","2615.1106207733324","32.917933130400556","276.3504588025189","281.0","2471.0","395.4019960123874","383.96316760265825","109.2082326097592","2.393920493691635","14","122","1","0","0"
"901","901","676.2382809703081","2","75","290.64122148254614","2633.3467569820023","28.892252755617786","287.5254771132765","281.0","2494.0","396.93355262704745","384.21535642221755","109.51380928835917","2.393920493691635","14","122","1","0","0"
"902","902","763.5482733411664","2","76","276.5397929084878","2675.8429190175375","28.448931640234747","329.38698065816516","263.0","2448.0","397.1700682013799","384.0465179703823","109.36739330419545","2.393920493691635","14","122","1","0","0"
"903","903","675.4001914593833","2","77","274.4850079995674","2640.350026847104","27.3879933768227","286.6624459947828","264.0","2463.0","397.35095767983603","383.8575014155011","109.65447973237286","2.393920493691635","14","122","1","0","0"
"904","904","921.736681059237","2","65","386.45775525506514","3097.3392274201938","58.03416742455886","380.77340852440324","358.0","2938.0","396.12458610847386","385.2915768551254","109.24968800522973","2.393920493691635","14","122","1","0","0"
"905","905","872.9981668171034","2","66","363.4741885661579","3008.4540040937522","57.70851383427409","374.79269516338803","316.0","2712.0","395.34264258221026","384.46430590612846","108.78035259364901","2.393920493691635","14","122","1","0","0"
"906","906","851.5169919273484","2","67","368.2961157917069","2967.1722076419614","48.655186498441914","370.39784293991033","352.0","2838.0","395.09724016807326","385.12060991461146","108.88171722050994","2.393920493691635","14","122","1","0","0"
"907","907","840.8912271102511","2","68","367.2287988257208","3023.791037161788","48.91922631589163","368.3140622894772","352.0","2856.0","395.01277539787804","385.1231866634051","108.56642320070738","2.393920493691635","14","122","1","0","0"
"908","908","780.2701642263613","2","69","354.16275426058655","2929.947854575155","49.737975782001435","347.53725473605226","335.0","2781.0","394.98549696041925","384.55016278286047","108.83527128129643","2.393920493691635","14","122","1","0","0"
"909","909","784.191385428892","2","70","339.0048765754061","2795.8074888927235","39.40520964838459","334.52934603269097","311.0","2596.0","394.9892912557135","384.49046829132635","109.19301978025044","2.393920493691635","14","122","1","0","0"
"910","910","983.5399270289768","2","61","400.3912846325822","3114.0638339396774","73.64195142620335","419.0997569455166","367.0","2963.0","396.46320366086377","384.7891064524536","109.74302649218578","2.393920493691635","14","122","1","0","0"
"911","911","880.6733319403962","2","62","400.51207049075623","3074.9384388456056","60.888949789878794","399.46290391243394","379.0","2896.0","395.6530381627131","384.73982390026845","109.83204088766306","2.393920493691635","14","122","1","0","0"
"912","912","947.4788805617612","2","63","392.32205147800266","3083.321947352603","54.88998635805742","396.0492587008011","380.0","2989.0","396.2612503400938","385.14575015479954","109.62155167718649","2.393920493691635","14","122","1","0","0"
"913","913","911.0643619536564","2","64","389.8398946570196","3093.683362890857","58.686923295663526","379.2887905262329","361.0","2895.0","395.4955644337713","384.76385727588195","109.18875435705502","2.393920493691635","14","122","1","0","0"
"914","914","936.0283167718826","1","10","240.5718477943105","4481.475754988232","20.24598849761525","272.1925213918878","233.0","4359.0","398.56264541141405","400.92792581024895","105.56911703852836","1.886374902779598","15","125","1","0","0"
"915","915","836.0739493192008","2","11","221.4265323388057","4187.475428032129","19.496946250038953","250.3452294969119","214.0","4143.0","397.3213553619512","401.19611095011373","105.60347367243509","1.886374902779598","15","125","1","0","0"
"916","916","682.7856309280554","2","12","211.8764387826814","4062.756646278729","16.27383182521989","204.3334400506048","206.0","3997.0","397.11315872882074","400.9733228627362","105.54731668917753","1.886374902779598","15","125","1","0","0"
"917","917","698.1438262041423","2","13","204.2439224293973","4092.542682007042","15.286665002932477","230.89096077134425","204.0","4106.0","397.307484164396","400.6238927973669","105.52734711978934","1.886374902779598","15","125","1","0","0"
"918","918","929.216091631097","2","14","209.81627106575803","4344.5351332932","16.778463641770166","357.13167715286215","205.0","4173.0","397.36545574543146","401.854696585942","103.70341399531748","1.886374902779598","15","125","1","0","0"
"919","919","927.6889405290103","2","15","198.37444691716126","4241.1688574683985","18.68622794143648","320.192207266635","195.0","4177.0","397.04406906094584","401.8407276214098","103.8154812179524","1.886374902779598","15","125","1","0","0"
"920","920","865.6793412975904","2","16","185.704585866831","4170.681802844899","13.633443793774429","204.126531644947","184.0","4144.0","397.5123356204697","401.6264524456971","104.82890377129169","1.886374902779598","15","125","1","0","0"
"921","921","682.8278045903885","2","17","178.45539405004135","3992.025138850569","13.501938226636991","158.3311984806004","178.0","3950.0","397.29036662689606","401.80179728323316","105.042828045774","1.886374902779598","15","125","1","0","0"
"922","922","593.4206308509201","2","18","173.7853385473737","3856.501617449183","12.81857374679393","155.88589120189047","172.0","3776.0","396.7519358777483","401.92523911257973","105.4019634033191","1.886374902779598","15","125","1","0","0"
"923","923","791.4371082566626","2","19","175.6033668489281","3985.6541167010655","12.37081956178369","227.24751103314904","172.0","3907.0","395.8041269167281","401.3135348316251","106.19850612825418","1.886374902779598","15","125","1","0","0"
"924","924","941.2342820563168","2","20","177.11730082848263","4198.802418251293","14.04439292485619","256.72870521727594","171.0","4072.0","394.96440730403015","401.5015039949502","105.91948083368426","1.886374902779598","15","125","1","0","0"
"925","925","1015.6475740579928","2","21","182.49398748935874","4171.338456558062","14.415403337947343","289.56248187104114","176.0","3960.0","394.2831178212664","401.3081154447721","106.25868308883176","1.886374902779598","15","125","1","0","0"
"926","926","867.1735105364567","2","22","186.28227937763097","3976.300333722764","14.041515124782917","240.2360920721228","183.0","3878.0","393.6332681932904","401.898480074627","106.04533536254624","1.886374902779598","15","125","1","0","0"
"927","927","783.9084675813251","2","23","192.75695084777192","3831.7410904084577","14.239260874102756","199.68976705712316","190.0","3796.0","393.56616721189744","401.2417970910896","106.98918792805951","1.886374902779598","15","125","1","0","0"
"928","928","889.2241986567793","2","24","201.76728514647672","3961.6017612413875","17.868835092974916","236.82631629545108","196.0","3843.0","393.3498154365937","401.4000949071574","106.6526995092525","1.886374902779598","15","125","1","0","0"
"929","929","895.1178817989206","2","25","224.4976576096164","4054.518522150891","17.252411223821962","220.62501740474065","217.0","3965.0","392.96543967440766","400.96722729187763","107.02799570743724","1.886374902779598","15","125","1","0","0"
"930","930","773.760221295763","2","26","223.56059939739703","3916.795347820306","16.652671897942138","199.5796238163805","221.0","3903.0","392.7795923193694","400.82504903884796","107.174391984755","1.886374902779598","15","125","1","0","0"
"931","931","1026.9529208226352","2","27","246.53843532706998","4112.0142122288025","20.996256781906304","299.9923334313741","239.0","4041.0","392.4602135693334","401.31557522745305","106.92286780590871","1.886374902779598","15","125","1","0","0"
"932","932","1149.0659564410937","2","28","259.4654379413295","4345.010267173699","23.40714990845985","345.1671287635585","241.0","3997.0","392.76223206907514","401.3796895226802","106.89114871927603","1.886374902779598","15","125","1","0","0"
"933","933","1313.333274842663","2","29","268.7698566952335","4545.889398250345","27.527274394370902","377.98182811186695","250.0","4356.0","392.5858061414599","401.56310352611644","106.5216227005091","1.886374902779598","15","125","1","0","0"
"934","934","1213.8720354113277","2","30","266.719818348894","4431.573804004717","23.481793964358918","380.8681399755373","265.0","4392.0","392.89732737255736","402.1148726460819","106.87800284887007","1.886374902779598","15","125","1","0","0"
"935","935","1086.6476103678863","2","31","271.18230851038965","4314.884586731737","27.606766993926218","331.36771359218534","262.0","4208.0","392.80924810622093","402.50250870115946","106.6310526923979","1.886374902779598","15","125","1","0","0"
"936","936","1154.7256112699527","2","32","271.9959301380905","4320.74773603415","27.495635178336588","378.1727265807421","271.0","4340.0","392.1485825563561","402.3773564062782","107.10631854549924","1.886374902779598","15","125","1","0","0"
"937","937","1154.746579040644","2","33","269.516524600524","4264.916158239204","30.45280869789897","377.00153153700916","258.0","4161.0","392.17482972559026","402.68825984214277","108.11319867443919","1.886374902779598","15","125","1","0","0"
"938","938","1013.1202376183322","2","34","251.20170427124785","4097.456851369611","24.19615857010066","299.2329275798787","250.0","4110.0","392.16969269319003","402.422847543381","109.26778546091887","1.886374902779598","15","125","1","0","0"
"939","939","833.9912337802115","2","35","234.20724028375426","3726.2769391946917","17.364072571822557","217.0996420886874","230.0","3619.0","392.03614304820593","402.65335347637455","109.72454424602415","1.886374902779598","15","125","1","0","0"
"940","940","812.2671637872164","2","36","219.003845901194","3657.6159279141443","20.288357713689958","223.79460969831453","217.0","3651.0","392.89321198969424","403.0566651368747","110.51837487567246","1.886374902779598","15","125","1","0","0"
"941","941","924.8999015432352","2","37","219.2796780799627","3758.3016157500933","20.0875730579385","243.68063784738385","216.0","3733.0","393.11055637487937","402.9216138002375","111.14499744445227","1.886374902779598","15","125","1","0","0"
"942","942","937.052053791323","2","38","207.63585031763358","3751.108166687853","16.923342582600803","239.54439706444472","201.0","3654.0","393.6203650890814","403.1948841496392","111.31622557411539","1.886374902779598","15","125","1","0","0"
"943","943","939.342702316715","2","39","204.14758253770788","3735.778924125547","17.352615858714195","237.93528086088233","202.0","3733.0","392.99934170757746","403.3313399551799","111.40054040470191","1.886374902779598","15","125","1","0","0"
"944","944","973.38379333385","2","40","199.48149474854358","3659.2045661562233","13.893869217097436","272.33764531847737","198.0","3581.0","393.5034716994753","403.0302531189441","112.20654612129701","1.886374902779598","15","125","1","0","0"
"945","945","815.3386808137346","2","41","190.27821807062094","3518.858405267443","14.799161116265173","230.814548130877","184.0","3315.0","393.6995476142067","402.5630547204021","112.87521326486088","1.886374902779598","15","125","1","0","0"
"946","946","734.2223595864779","2","42","186.9333154258207","3391.2066317416593","12.642705991384021","216.67951949696217","181.0","3235.0","393.38611062921126","402.6349808022849","113.26723114660892","1.886374902779598","15","125","1","0","0"
"947","947","703.7640660910997","2","43","179.76614162908615","3368.549067376112","12.721049011647258","211.89209783633052","178.0","3213.0","393.2752839389076","402.7947393796103","113.06877924684802","1.886374902779598","15","125","1","0","0"
"948","948","750.3040709695174","2","44","183.53990641295678","3426.800946238036","14.010536783001022","204.78910790579647","180.0","3353.0","393.4060842452475","403.0605724174121","113.34678515712231","1.886374902779598","15","125","1","0","0"
"949","949","683.8647470092711","2","45","180.0789786639749","3367.7017308560316","14.056906966148029","202.95257901314213","176.0","3267.0","392.88965434289275","403.126587099211","112.96064007429993","1.886374902779598","15","125","1","0","0"
"950","950","646.1750661824252","2","46","179.21955832629288","3286.0272887476426","13.654093544953758","187.7712430862738","177.0","3220.0","393.32467408366716","402.92527650029626","112.2392515762339","1.886374902779598","15","125","1","0","0"
"951","951","730.5447226563326","2","47","193.53509003245068","3446.789553612261","15.341572850813026","230.04264911020633","187.0","3276.0","393.2696335208901","403.42672697975354","112.4404219884244","1.886374902779598","15","125","1","0","0"
"952","952","789.0559184275796","2","48","197.8728861669704","3481.3107464419086","16.582789034186003","248.396346898786","195.0","3430.0","393.4800272639466","403.5105599012301","112.70272828887082","1.886374902779598","15","125","1","0","0"
"953","953","882.739141470144","2","49","218.60193283600645","3594.623338120287","18.13863140371233","294.518200625093","216.0","3553.0","393.9518979007472","403.0878305831648","113.0929041733048","1.886374902779598","15","125","1","0","0"
"954","954","1017.9590462031939","2","50","234.44376369931868","3809.438743055356","23.984831070578572","303.5705053913524","221.0","3658.0","393.8668856220827","403.5197089566739","112.45128420229351","1.886374902779598","15","125","1","0","0"
"955","955","","2","51","252.94610326100627","3722.900007104124","29.741625427240205","298.82272341074537","228.0","3433.0","393.8668856220827","403.5197089566739","112.45128420229351","1.886374902779598","15","125","1","0","0"
"956","956","","2","52","282.1179035312057","3835.15667371484","31.977097339287784","290.9196656706112","264.0","3747.0","393.8668856220827","403.5197089566739","112.45128420229351","1.886374902779598","15","125","1","0","0"
"957","957","","2","53","300.6239025301087","3821.1156064105007","29.79508289555245","321.0299087822894","295.0","3766.0","393.8668856220827","403.5197089566739","112.45128420229351","1.886374902779598","15","125","1","0","0"
"958","958","1067.6410772179024","2","54","307.6981644344727","3664.7767178985773","44.20197320277435","351.1837430903591","272.0","3462.0","393.9491937498285","403.52870997464936","111.86866394171832","1.886374902779598","15","125","1","0","0"
"959","959","880.6810030858848","2","55","301.7909243087328","3415.5087835880886","29.39787570786628","263.8662986756749","294.0","3323.0","392.30429067508226","403.1713178495394","112.05737645988309","1.886374902779598","15","125","1","0","0"
"960","960","","2","56","300.59711496699015","3309.1967986628933","29.603475138670436","216.72495066521122","300.0","3299.0","391.58703039098424","402.4539483065854","112.04485663505373","1.886374902779598","15","125","1","0","0"
"961","961","","2","57","313.90362384260976","3334.1288244400566","33.99742157670317","337.4570445052392","300.0","3271.0","390.58286599324714","402.4539483065854","112.02732888029263","1.886374902779598","15","125","1","0","0"
"962","962","","2","58","354.140553893171","3761.9416163248493","45.20384512153026","437.8530399310999","342.0","3733.0","389.72202254170236","401.8800526722222","112.02732888029263","1.886374902779598","15","125","1","0","0"
"963","963","1292.2386565663517","2","59","346.37605542169274","3844.031597524483","43.19609674202402","486.60638026678214","322.0","3669.0","389.1460408606375","401.6397227405844","111.08440952722071","1.886374902779598","15","125","1","0","0"
"964","964","1109.68353756361","2","60","350.5872452042878","3763.899295671761","43.14026379049388","392.57557344646375","324.0","3663.0","389.5570057825151","402.2569323539031","111.5147201980462","1.886374902779598","15","125","1","0","0"
"965","965","996.501791524987","2","61","367.07039084718696","3677.0342446837326","38.48740176742759","328.19546993936024","348.0","3591.0","389.97944231267104","401.824818490898","111.84028768772936","1.886374902779598","15","125","1","0","0"
"966","966","881.5169115352471","2","62","341.6678983023163","3548.2284427185764","31.56327068569155","284.5010532559664","329.0","3476.0","390.71251416532556","402.340014127066","111.84193833419818","1.886374902779598","15","125","1","0","0"
"967","967","901.5389549543952","2","63","322.26952047471536","3524.3599545012667","31.350054184950423","325.2760188226822","321.0","3548.0","392.84781477492334","402.7432855266192","113.24709297757781","1.886374902779598","15","125","1","0","0"
"968","968","939.8088269921741","2","64","325.11491417143264","3601.8723296037288","27.700152026269304","295.71510607550346","321.0","3596.0","392.8438315103723","402.3528280694563","113.77932126354338","1.886374902779598","15","125","1","0","0"
"969","969","834.1788273993129","2","65","316.1734371779337","3327.8893504098432","28.724612753796382","286.8094010247329","306.0","3292.0","393.2741861383553","402.926265024293","113.22559386254378","1.886374902779598","15","125","1","0","0"
"970","970","979.3815010287317","2","66","304.4468069468214","3510.250281347668","26.284022546713004","283.84849954403273","291.0","3361.0","393.20822326326356","402.69222591413666","112.64742938123084","1.886374902779598","15","125","1","0","0"
"971","971","961.0303235993613","2","67","298.9429210859351","3547.1241209446785","24.34207248346542","267.1223182481914","289.0","3442.0","392.9337064019186","403.17914936225037","112.3175550275041","1.886374902779598","15","125","1","0","0"
"972","972","1064.4162107867883","2","68","291.0665772277707","3629.5277453855847","26.417330458604475","286.6499281674975","284.0","3594.0","393.5488649443163","403.2091681074063","111.79777537836809","1.886374902779598","15","125","1","0","0"
"973","973","898.9137093778971","2","69","265.5409320507601","3280.0481011672446","23.630234701442376","340.9103755112951","255.0","3168.0","391.8396304698118","402.41533273999113","111.95294546312147","1.886374902779598","15","125","1","0","0"
"974","974","965.7960375303533","2","70","265.3381895853797","3382.4968928234357","20.998031655038382","347.2786783405606","260.0","3366.0","391.4928236425261","402.0749856522323","112.11888427411918","1.886374902779598","15","125","1","0","0"
"975","975","1019.3434924449896","2","71","254.00204837125204","3388.4270444665035","21.16506194810381","353.5284467941394","244.0","3283.0","391.406361232894","402.3359965942196","111.85987689937332","1.886374902779598","15","125","1","0","0"
"976","976","1025.7013193069265","2","72","242.01669932108186","3368.4238454102024","20.766303174872746","318.88800432879896","231.0","3236.0","391.5993164064064","402.04821788533667","111.5719681704652","1.886374902779598","15","125","1","0","0"
"977","977","984.482994962387","2","73","232.7768802127895","3282.923161682802","16.61637080335885","269.28578792531033","229.0","3187.0","391.79766316844314","401.881274923605","111.87145817615638","1.886374902779598","15","125","1","0","0"
"978","978","1007.0421695673106","2","74","224.96947047192464","3265.4121485820247","16.22780595769549","303.0960158218797","220.0","3225.0","391.77229234103766","401.5307129948631","112.21669372896949","1.886374902779598","15","125","1","0","0"
"979","979","1054.6394237822435","2","75","219.97982825216235","3348.5954345025","16.54986848174204","317.6640537343898","218.0","3289.0","391.86958235349636","401.63235339509606","112.37050007303887","1.886374902779598","15","125","1","0","0"
"980","980","1052.1906518364347","2","76","220.35771854077402","3354.9540262410783","17.44354433199215","328.3609217092469","219.0","3349.0","392.1338809779186","401.49245942950813","112.79628660325426","1.886374902779598","15","125","1","0","0"
"981","981","987.1639225727133","2","77","214.23579305233017","3305.6622819303448","16.11082282699975","312.4144890602284","209.0","3172.0","392.43571068350724","402.1750540403109","112.78220821877466","1.886374902779598","15","125","1","0","0"
"982","982","875.5509971956316","2","78","208.84533671599934","3139.8694217713664","15.988146360828372","278.1909164695021","205.0","3141.0","391.83422096078044","401.81699826751486","112.47089872561709","1.886374902779598","15","125","1","0","0"
"983","983","855.1137482108052","2","79","201.10081959393256","3112.486625699967","14.149167208938849","265.24597145455175","202.0","3086.0","391.8994927925913","402.0012147590544","112.37789477094874","1.886374902779598","15","125","1","0","0"
"984","984","873.2068232800797","2","80","201.9134567338293","3140.5692200269245","14.023697286530796","293.9997680971008","196.0","2976.0","391.15129017140544","401.5878407787489","111.11144894273832","1.886374902779598","15","125","1","0","0"
"985","985","908.2048180937196","2","81","201.16890635632583","3137.3545723934426","14.931811338587602","281.5864062460076","198.0","3109.0","392.0514545110457","402.11505404173295","112.36235327326446","1.886374902779598","15","125","1","0","0"
"986","986","879.2702575269458","2","82","199.40886508341922","3123.736184808816","14.603347753120033","274.24047854529323","198.0","3100.0","391.89474829055837","401.90991512001904","111.91628035484061","1.886374902779598","15","125","1","0","0"
"987","987","967.5811056279532","2","83","202.86486851523347","3231.2288008487976","14.508634998010042","314.3131726893897","201.0","3205.0","392.32510408898537","402.251733486577","112.25525629137458","1.886374902779598","15","125","1","0","0"
"988","988","921.6036097485924","2","84","205.90270136154334","3198.139621213183","14.651333922245994","294.81041742216854","201.0","3114.0","392.8564359359362","402.78025789567744","112.39948726831219","1.886374902779598","15","125","1","0","0"
"989","989","939.470235167413","2","85","207.26421577150856","3183.2121592296826","14.780069365370592","308.61662749438085","204.0","3122.0","392.6325317440986","402.96789630638125","112.71539949235097","1.886374902779598","15","125","1","0","0"
"990","990","1014.7705456209169","2","86","208.8916491725036","3197.0628756059873","14.649662751196608","327.5334331908436","208.0","3046.0","393.1077580757517","403.34260712144373","112.42555736674589","1.886374902779598","15","125","1","0","0"
"991","991","925.2309098643858","2","87","209.49362456418007","3110.069331496468","13.410902400421048","308.89314526253344","206.0","2970.0","393.0086883278591","403.3614291144316","112.3980673903139","1.886374902779598","15","125","1","0","0"
"992","992","821.2480378038792","2","88","211.16922025734723","3024.916039940425","15.241854123350679","289.78326250256345","210.0","2917.0","392.90481074346536","403.2254304402339","112.22911249897646","1.886374902779598","15","125","1","0","0"
"993","993","858.4683679685103","2","89","207.67052412627976","3051.183284870234","15.734604292146411","339.62514080619906","209.0","2883.0","393.1246134610584","403.72017643418565","112.4861176460326","1.886374902779598","15","125","1","0","0"
"994","994","800.1075015016958","2","90","215.5566937491691","3085.6218502642137","17.060140462519534","229.81373467766386","216.0","3090.0","391.30403394944943","402.875754014229","111.51788019453981","1.886374902779598","15","125","1","0","0"
"995","995","850.2842845217109","2","91","205.87245552291964","3062.5437040936863","15.497557344125143","258.60648376628546","208.0","2996.0","392.8532382268573","402.60892163068814","111.81857221791586","1.886374902779598","15","125","1","0","0"
"996","996","864.0546956552994","2","92","202.73103412642283","2995.1873722220616","13.515015779407635","290.66670485874886","206.0","2871.0","392.82890839676736","402.80946466252425","112.08527163333645","1.886374902779598","15","125","1","0","0"
"997","997","797.2129287115573","2","93","203.59766665748083","2990.907741706006","14.636686084859567","264.1149149023615","204.0","2975.0","393.22541754394257","402.7831942344796","111.7846964837627","1.886374902779598","15","125","1","0","0"
"998","998","926.3528083019256","2","94","201.01996617616788","3077.130499065706","12.7410565266756","300.0001360971675","201.0","2999.0","393.66546236684815","403.14428462770394","111.95682061539117","1.886374902779598","15","125","1","0","0"
"999","999","842.700487120163","2","95","198.20562349525318","2929.3948629294055","13.961541600136602","285.69850185842074","198.0","2878.0","393.24686469842027","403.54096303962626","112.0733070557436","1.886374902779598","15","125","1","0","0"
"1000","1000","853.0083136850865","2","96","193.66498922107587","2976.8313344487206","13.409410565971154","306.6182912476613","194.0","2863.0","394.2498405408855","403.81414897466374","112.41532092713193","1.886374902779598","15","125","1","0","0"
