"Label","ID","Link displacement","Link target IDs","Link target IDs","Link velocity","H","HtoL","adaxials","checked"
"",""," ","Source spot id","Target spot id"," ","Tag","Tag","Tag","Tag"
"","","(micron)","","","(micron/frame)","","","",""
"142 ? 141","221","1.8676291485919887","142.0","141.0","1.8676291485919887","0","1","0","1"
"143 ? 142","222","1.8844254661730313","143.0","142.0","1.8844254661730313","0","1","0","1"
"144 ? 143","223","1.8844254661730313","144.0","143.0","1.8844254661730313","0","1","0","1"
"145 ? 144","224","7.715974977541057","145.0","144.0","7.715974977541057","0","1","0","1"
"87 ? 145","225","5.659536755152476","87.0","145.0","5.659536755152476","0","1","0","1"
"88 ? 87","226","2.404429480373492","88.0","87.0","2.404429480373492","0","1","0","1"
"231 ? 232","227","5.472258317496006","231.0","232.0","5.472258317496006","0","1","0","1"
"232 ? 233","228","4.126739274982488","232.0","233.0","4.126739274982488","0","1","0","1"
"233 ? 234","229","3.272520183637685","233.0","234.0","3.272520183637685","0","1","0","1"
"234 ? 235","230","2.389283919853194","234.0","235.0","2.389283919853194","0","1","0","1"
"235 ? 236","231","1.7724746372815985","235.0","236.0","1.7724746372815985","0","1","0","1"
"236 ? 237","232","3.637223948665442","236.0","237.0","3.637223948665442","0","1","0","1"
"237 ? 238","233","2.1920085448922233","237.0","238.0","2.1920085448922233","0","1","0","1"
"238 ? 239","234","0.640839557562381","238.0","239.0","0.640839557562381","0","1","0","1"
"239 ? 240","235","6.751714034104929","239.0","240.0","6.751714034104929","0","1","0","1"
"240 ? 241","236","1.6732693910102598","240.0","241.0","1.6732693910102598","0","1","0","1"
"241 ? 242","237","5.573830761721085","241.0","242.0","5.573830761721085","0","1","0","1"
"242 ? 243","238","10.391055836640893","242.0","243.0","10.391055836640893","0","1","0","1"
"244 ? 77","239","6.810330193185338","244.0","77.0","6.810330193185338","0","1","0","1"
"245 ? 244","240","8.444519382473535","245.0","244.0","8.444519382473535","0","1","0","1"
"246 ? 245","241","5.362496639398645","246.0","245.0","5.362496639398645","0","1","0","1"
"247 ? 246","242","9.495533747567602","247.0","246.0","9.495533747567602","0","1","0","1"
"248 ? 247","243","7.803038404206717","248.0","247.0","7.803038404206717","0","1","0","1"
"249 ? 248","244","5.673399003236097","249.0","248.0","5.673399003236097","0","1","0","1"
"250 ? 249","245","8.096948122388966","250.0","249.0","8.096948122388966","0","1","0","1"
"251 ? 250","246","5.431881225854254","251.0","250.0","5.431881225854254","0","1","0","1"
"252 ? 251","247","6.651026654774065","252.0","251.0","6.651026654774065","0","1","0","1"
"253 ? 252","248","5.373513500866311","253.0","252.0","5.373513500866311","0","1","0","1"
"254 ? 253","249","6.3485729853048705","254.0","253.0","6.3485729853048705","0","1","0","1"
"255 ? 254","250","4.603753262598021","255.0","254.0","4.603753262598021","0","1","0","1"
"256 ? 255","251","5.4687718692127465","256.0","255.0","5.4687718692127465","0","1","0","1"
"257 ? 256","252","4.774182778147986","257.0","256.0","4.774182778147986","0","1","0","1"
"258 ? 257","253","9.853701701991948","258.0","257.0","9.853701701991948","0","1","0","1"
"259 ? 258","254","5.023043975053701","259.0","258.0","5.023043975053701","0","1","0","1"
"260 ? 259","255","6.342606820165974","260.0","259.0","6.342606820165974","0","1","0","1"
"276 ? 261","256","1.4863399193600502","276.0","261.0","1.4863399193600502","0","1","0","1"
"261 ? 262","257","1.8628490573945702","261.0","262.0","1.8628490573945702","0","1","0","1"
"262 ? 263","258","6.587224455681782","262.0","263.0","6.587224455681782","0","1","0","1"
"265 ? 266","259","6.482091769046032","265.0","266.0","6.482091769046032","0","1","0","1"
"266 ? 267","260","6.86014058796199","266.0","267.0","6.86014058796199","0","1","0","1"
"267 ? 268","261","7.6807234282201415","267.0","268.0","7.6807234282201415","0","1","0","1"
"268 ? 269","262","5.297805002579168","268.0","269.0","5.297805002579168","0","1","0","1"
"269 ? 270","263","7.181976437008669","269.0","270.0","7.181976437008669","0","1","0","1"
"270 ? 271","264","6.58490770203176","270.0","271.0","6.58490770203176","0","1","0","1"
"271 ? 272","265","3.2514513656700226","271.0","272.0","3.2514513656700226","0","1","0","1"
"272 ? 273","266","2.966606525441202","272.0","273.0","2.966606525441202","0","1","0","1"
"273 ? 274","267","3.075992766191612","273.0","274.0","3.075992766191612","0","1","0","1"
"274 ? 275","268","2.2650758767960637","274.0","275.0","2.2650758767960637","0","1","0","1"
"275 ? 276","269","4.245038867340074","275.0","276.0","4.245038867340074","0","1","0","1"
"263 ? 264","270","1.3518525276407605","263.0","264.0","1.3518525276407605","0","1","0","1"
"264 ? 277","271","5.769335853320296","264.0","277.0","5.769335853320296","0","1","0","1"
"277 ? 278","272","10.830946886262291","277.0","278.0","10.830946886262291","0","1","0","1"
"278 ? 279","273","6.748621714374693","278.0","279.0","6.748621714374693","0","1","0","1"
"279 ? 280","274","6.429347918431471","279.0","280.0","6.429347918431471","0","1","0","1"
"280 ? 281","275","4.125832374485159","280.0","281.0","4.125832374485159","0","1","0","1"
"281 ? 282","276","2.88021558888275","281.0","282.0","2.88021558888275","0","1","0","1"
"282 ? 283","277","1.5725486438074492","282.0","283.0","1.5725486438074492","0","1","0","1"
"283 ? 284","278","1.921167152433733","283.0","284.0","1.921167152433733","0","1","0","1"
"284 ? 285","279","2.9308209971664816","284.0","285.0","2.9308209971664816","0","1","0","1"
"285 ? 286","280","3.332981834246953","285.0","286.0","3.332981834246953","0","1","0","1"
"286 ? 287","281","2.922678059856257","286.0","287.0","2.922678059856257","0","1","0","1"
"287 ? 288","282","0.9175426115448194","287.0","288.0","0.9175426115448194","0","1","0","1"
"288 ? 289","283","3.4061089697284164","288.0","289.0","3.4061089697284164","0","1","0","1"
"289 ? 290","284","1.9559915102643073","289.0","290.0","1.9559915102643073","0","1","0","1"
"290 ? 291","285","6.626965712016314","290.0","291.0","6.626965712016314","0","1","0","1"
"291 ? 292","286","4.818110942641307","291.0","292.0","4.818110942641307","0","1","0","1"
"292 ? 293","287","5.371214251192133","292.0","293.0","5.371214251192133","0","1","0","1"
"293 ? 294","288","6.736440076799855","293.0","294.0","6.736440076799855","0","1","0","1"
"295 ? 265","289","2.43603338274676","295.0","265.0","2.43603338274676","0","1","0","1"
"296 ? 295","290","4.329532917183636","296.0","295.0","4.329532917183636","0","1","0","1"
"297 ? 296","291","4.4243838873982","297.0","296.0","4.4243838873982","0","1","0","1"
"298 ? 297","292","2.7218169929134732","298.0","297.0","2.7218169929134732","0","1","0","1"
"299 ? 298","293","1.4113027286530258","299.0","298.0","1.4113027286530258","0","1","0","1"
"300 ? 299","294","0.8355525570019419","300.0","299.0","0.8355525570019419","0","1","0","1"
"301 ? 300","295","6.7364400767998625","301.0","300.0","6.7364400767998625","0","1","0","1"
"302 ? 301","296","5.039082569083373","302.0","301.0","5.039082569083373","0","1","0","1"
"303 ? 302","297","0.4531419968049814","303.0","302.0","0.4531419968049814","0","1","0","1"
"304 ? 303","298","4.29215552845028","304.0","303.0","4.29215552845028","0","1","0","1"
"305 ? 304","299","7.241770552230108","305.0","304.0","7.241770552230108","0","1","0","1"
"306 ? 305","300","7.280942698255856","306.0","305.0","7.280942698255856","0","1","0","1"
"307 ? 306","301","9.480805464446806","307.0","306.0","9.480805464446806","0","1","0","1"
"308 ? 307","302","8.208001540384881","308.0","307.0","8.208001540384881","0","1","0","1"
"309 ? 308","303","7.7414186101441045","309.0","308.0","7.7414186101441045","0","1","0","1"
"310 ? 309","304","8.607132092182502","310.0","309.0","8.607132092182502","0","1","0","1"
"311 ? 310","305","6.416401069783067","311.0","310.0","6.416401069783067","0","1","0","1"
