"Label","ID","Link displacement","Link target IDs","Link target IDs","Link velocity","H","HtoL","adaxials","checked"
"",""," ","Source spot id","Target spot id"," ","Tag","Tag","Tag","Tag"
"","","(micron)","","","(micron/frame)","","","",""
"312 ? 311","306","6.854162619533636","312.0","311.0","6.854162619533636","0","1","0","1"
"313 ? 312","307","6.510572120233263","313.0","312.0","6.510572120233263","0","1","0","1"
"314 ? 313","308","6.8444275982609275","314.0","313.0","6.8444275982609275","0","1","0","1"
"315 ? 316","309","3.2048781071173673","315.0","316.0","3.2048781071173673","0","1","0","1"
"316 ? 317","310","3.2722546319686505","316.0","317.0","3.2722546319686505","0","1","0","1"
"318 ? 315","311","6.1405972760614365","318.0","315.0","6.1405972760614365","0","1","0","1"
"319 ? 318","312","5.918665928838019","319.0","318.0","5.918665928838019","0","1","0","1"
"350 ? 320","313","5.178522917440052","350.0","320.0","5.178522917440052","0","1","0","1"
"317 ? 321","314","1.749151586369587","317.0","321.0","1.749151586369587","0","1","0","1"
"321 ? 322","315","4.231422070993042","321.0","322.0","4.231422070993042","0","1","0","1"
"322 ? 323","316","2.154212460614217","322.0","323.0","2.154212460614217","0","1","0","1"
"323 ? 324","317","3.2676534090929104","323.0","324.0","3.2676534090929104","0","1","0","1"
"324 ? 325","318","4.930926203853549","324.0","325.0","4.930926203853549","0","1","0","1"
"325 ? 326","319","1.7255133162023568","325.0","326.0","1.7255133162023568","0","1","0","1"
"326 ? 327","320","5.721085952979789","326.0","327.0","5.721085952979789","0","1","0","1"
"327 ? 328","321","10.682982808594712","327.0","328.0","10.682982808594712","0","1","0","1"
"328 ? 329","322","6.7975340815495775","328.0","329.0","6.7975340815495775","0","1","0","1"
"329 ? 330","323","6.308158458727187","329.0","330.0","6.308158458727187","0","1","0","1"
"330 ? 331","324","4.5543804715950085","330.0","331.0","4.5543804715950085","0","1","0","1"
"331 ? 332","325","4.280361593292972","331.0","332.0","4.280361593292972","0","1","0","1"
"332 ? 333","326","0.8106050466527183","332.0","333.0","0.8106050466527183","0","1","0","1"
"333 ? 334","327","2.967552519557318","333.0","334.0","2.967552519557318","0","1","0","1"
"334 ? 335","328","4.214464187974083","334.0","335.0","4.214464187974083","0","1","0","1"
"335 ? 336","329","2.0464892955535814","335.0","336.0","2.0464892955535814","0","1","0","1"
"336 ? 337","330","0.7476002065273889","336.0","337.0","0.7476002065273889","0","1","0","1"
"337 ? 338","331","4.022512689644254","337.0","338.0","4.022512689644254","0","1","0","1"
"338 ? 339","332","3.3970541669045695","338.0","339.0","3.3970541669045695","0","1","0","1"
"339 ? 340","333","2.91259581192435","339.0","340.0","2.91259581192435","0","1","0","1"
"340 ? 341","334","7.397465029321005","340.0","341.0","7.397465029321005","0","1","0","1"
"320 ? 319","335","7.905958475979013","320.0","319.0","7.905958475979013","0","1","0","1"
"344 ? 773","336","6.6220305218799025","344.0","773.0","6.6220305218799025","0","1","0","1"
"416 ? 342","337","2.136131858541412","416.0","342.0","2.136131858541412","0","1","0","1"
"345 ? 344","338","6.2214267380635695","345.0","344.0","6.2214267380635695","0","1","0","1"
"346 ? 345","339","4.022472533926028","346.0","345.0","4.022472533926028","0","1","0","1"
"347 ? 346","340","3.7885082915782173","347.0","346.0","3.7885082915782173","0","1","0","1"
"348 ? 347","341","3.179748966643438","348.0","347.0","3.179748966643438","0","1","0","1"
"349 ? 348","342","1.1458759645514756","349.0","348.0","1.1458759645514756","0","1","0","1"
"351 ? 350","343","7.25653203925049","351.0","350.0","7.25653203925049","0","1","0","1"
"352 ? 351","344","7.723156435612057","352.0","351.0","7.723156435612057","0","1","0","1"
"353 ? 352","345","6.047366277703142","353.0","352.0","6.047366277703142","0","1","0","1"
"354 ? 353","346","3.2690095634957297","354.0","353.0","3.2690095634957297","0","1","0","1"
"355 ? 356","347","6.762911951108338","355.0","356.0","6.762911951108338","0","1","0","1"
"356 ? 357","348","1.9338282719208688","356.0","357.0","1.9338282719208688","0","1","0","1"
"357 ? 358","349","5.908248790938566","357.0","358.0","5.908248790938566","0","1","0","1"
"358 ? 359","350","10.133609848970393","358.0","359.0","10.133609848970393","0","1","0","1"
"359 ? 360","351","7.724867076323282","359.0","360.0","7.724867076323282","0","1","0","1"
"360 ? 361","352","3.6166295818616883","360.0","361.0","3.6166295818616883","0","1","0","1"
"361 ? 362","353","4.018134356239397","361.0","362.0","4.018134356239397","0","1","0","1"
"362 ? 363","354","4.040524789675506","362.0","363.0","4.040524789675506","0","1","0","1"
"363 ? 364","355","0.0","363.0","364.0","0.0","0","1","0","1"
"364 ? 365","356","3.1136987263182374","364.0","365.0","3.1136987263182374","0","1","0","1"
"365 ? 366","357","2.1684631945795716","365.0","366.0","2.1684631945795716","0","1","0","1"
"366 ? 367","358","2.6027344013195406","366.0","367.0","2.6027344013195406","0","1","0","1"
"367 ? 368","359","1.6338267045464594","367.0","368.0","1.6338267045464594","0","1","0","1"
"368 ? 369","360","1.8860787185061534","368.0","369.0","1.8860787185061534","0","1","0","1"
"369 ? 370","361","2.424048814321906","369.0","370.0","2.424048814321906","0","1","0","1"
"370 ? 371","362","3.1557688380990645","370.0","371.0","3.1557688380990645","0","1","0","1"
"371 ? 372","363","4.641112098005664","371.0","372.0","4.641112098005664","0","1","0","1"
"372 ? 373","364","2.7376677899804625","372.0","373.0","2.7376677899804625","0","1","0","1"
"373 ? 374","365","4.804160074952506","373.0","374.0","4.804160074952506","0","1","0","1"
"374 ? 375","366","8.166738576673051","374.0","375.0","8.166738576673051","0","1","0","1"
"376 ? 57","367","4.247222592107501","376.0","57.0","4.247222592107501","0","1","0","1"
"57 ? 377","368","1.2326795011624523","57.0","377.0","1.2326795011624523","0","1","0","1"
"378 ? 376","369","1.5231156572266","378.0","376.0","1.5231156572266","0","1","0","1"
"379 ? 378","370","2.0864224376884937","379.0","378.0","2.0864224376884937","0","1","0","1"
"380 ? 379","371","2.8632848405622453","380.0","379.0","2.8632848405622453","0","1","0","1"
"381 ? 380","372","5.06628154157951","381.0","380.0","5.06628154157951","0","1","0","1"
"382 ? 381","373","5.103854834588643","382.0","381.0","5.103854834588643","0","1","0","1"
"383 ? 382","374","9.390945223742383","383.0","382.0","9.390945223742383","0","1","0","1"
"384 ? 383","375","4.924467356029217","384.0","383.0","4.924467356029217","0","1","0","1"
"385 ? 384","376","4.587713057723922","385.0","384.0","4.587713057723922","0","1","0","1"
"386 ? 385","377","6.398037752938835","386.0","385.0","6.398037752938835","0","1","0","1"
"387 ? 388","378","1.440107794441406","387.0","388.0","1.440107794441406","0","0","0","1"
"388 ? 389","379","5.80730475056675","388.0","389.0","5.80730475056675","0","0","0","1"
"389 ? 390","380","8.865552067711983","389.0","390.0","8.865552067711983","0","0","0","1"
"390 ? 391","381","8.321880940043838","390.0","391.0","8.321880940043838","0","0","0","1"
"391 ? 392","382","4.5246177325890296","391.0","392.0","4.5246177325890296","0","0","0","1"
"392 ? 393","383","3.7150938599834253","392.0","393.0","3.7150938599834253","0","0","0","1"
"393 ? 394","384","6.51773083728995","393.0","394.0","6.51773083728995","0","0","0","1"
"394 ? 395","385","1.3518525276407185","394.0","395.0","1.3518525276407185","0","0","0","1"
"395 ? 396","386","4.847453197188734","395.0","396.0","4.847453197188734","0","0","0","1"
"396 ? 397","387","2.452833812055763","396.0","397.0","2.452833812055763","0","0","0","1"
"397 ? 398","388","2.463342030665261","397.0","398.0","2.463342030665261","0","0","0","1"
"398 ? 399","389","1.9987880893297567","398.0","399.0","1.9987880893297567","0","0","0","1"
"399 ? 400","390","1.4113027286529842","399.0","400.0","1.4113027286529842","0","0","0","1"
"400 ? 401","391","0.9062839936099224","400.0","401.0","0.9062839936099224","0","0","0","1"
"401 ? 402","392","2.6263736562198905","401.0","402.0","2.6263736562198905","0","0","0","1"
"402 ? 403","393","8.815912194327218","402.0","403.0","8.815912194327218","0","0","0","1"
"403 ? 404","394","4.806456561030907","403.0","404.0","4.806456561030907","0","0","0","1"
"404 ? 405","395","5.30969509393435","404.0","405.0","5.30969509393435","0","0","0","1"
"405 ? 406","396","8.072998450743956","405.0","406.0","8.072998450743956","0","0","0","1"
"407 ? 387","397","4.1875073889413","407.0","387.0","4.1875073889413","0","0","0","1"
"408 ? 407","398","1.6076456848054088","408.0","407.0","1.6076456848054088","0","0","0","1"
"409 ? 408","399","2.6116488194439103","409.0","408.0","2.6116488194439103","0","0","0","1"
"410 ? 409","400","5.861659188943478","410.0","409.0","5.861659188943478","0","0","0","1"
"411 ? 410","401","2.731686096121537","411.0","410.0","2.731686096121537","0","0","0","1"
"421 ? 412","402","3.7806123352233776","421.0","412.0","3.7806123352233776","0","0","0","1"
"412 ? 411","403","3.868714008534729","412.0","411.0","3.868714008534729","0","0","0","1"
"423 ? 424","404","1.1002761353033206","423.0","424.0","1.1002761353033206","0","1","0","1"
"424 ? 425","405","1.3647245841718412","424.0","425.0","1.3647245841718412","0","1","0","1"
"425 ? 426","406","6.267270079656257","425.0","426.0","6.267270079656257","0","1","0","1"
"426 ? 427","407","0.0","426.0","427.0","0.0","0","1","0","1"
"427 ? 428","408","7.6610133162583205","427.0","428.0","7.6610133162583205","0","1","0","1"
"428 ? 429","409","8.912808145686043","428.0","429.0","8.912808145686043","0","1","0","1"
"429 ? 430","410","7.3897032382670185","429.0","430.0","7.3897032382670185","0","1","0","1"
"430 ? 431","411","4.175254371223284","430.0","431.0","4.175254371223284","0","1","0","1"
"431 ? 432","412","2.813451805208833","431.0","432.0","2.813451805208833","0","1","0","1"
"432 ? 433","413","0.0","432.0","433.0","0.0","0","1","0","1"
"433 ? 434","414","0.9935344941373522","433.0","434.0","0.9935344941373522","0","1","0","1"
"434 ? 435","415","3.267653409092893","434.0","435.0","3.267653409092893","0","1","0","1"
"435 ? 436","416","2.3320423916982596","435.0","436.0","2.3320423916982596","0","1","0","1"
"436 ? 437","417","4.165457124155681","436.0","437.0","4.165457124155681","0","1","0","1"
"437 ? 438","418","2.3849221032844214","437.0","438.0","2.3849221032844214","0","1","0","1"
"438 ? 439","419","1.5560254329014107","438.0","439.0","1.5560254329014107","0","1","0","1"
"439 ? 440","420","2.350230478765814","439.0","440.0","2.350230478765814","0","1","0","1"
"441 ? 423","421","4.006733118301828","441.0","423.0","4.006733118301828","0","1","0","1"
"442 ? 441","422","2.7388561486818324","442.0","441.0","2.7388561486818324","0","1","0","1"
"443 ? 442","423","3.4250266348747767","443.0","442.0","3.4250266348747767","0","1","0","1"
"444 ? 443","424","3.1171510776059006","444.0","443.0","3.1171510776059006","0","1","0","1"
"445 ? 444","425","5.3038910895464815","445.0","444.0","5.3038910895464815","0","1","0","1"
"446 ? 445","426","7.27994865628684","446.0","445.0","7.27994865628684","0","1","0","1"
"447 ? 446","427","6.3883032002391005","447.0","446.0","6.3883032002391005","0","1","0","1"
"448 ? 447","428","5.522667509527933","448.0","447.0","5.522667509527933","0","1","0","1"
"449 ? 448","429","6.408395575624111","449.0","448.0","6.408395575624111","0","1","0","1"
"450 ? 449","430","7.12577449507366","450.0","449.0","7.12577449507366","0","1","0","1"
"451 ? 450","431","7.198161078415973","451.0","450.0","7.198161078415973","0","1","0","1"
"452 ? 451","432","3.3326541227306614","452.0","451.0","3.3326541227306614","0","1","0","1"
"453 ? 452","433","6.249587235805659","453.0","452.0","6.249587235805659","0","1","0","1"
"454 ? 453","434","3.986671367685546","454.0","453.0","3.986671367685546","0","1","0","1"
"455 ? 454","435","2.0864224376885057","455.0","454.0","2.0864224376885057","0","1","0","1"
"456 ? 455","436","1.7954947528505367","456.0","455.0","1.7954947528505367","0","1","0","1"
"457 ? 456","437","1.868352316230188","457.0","456.0","1.868352316230188","0","1","0","1"
"458 ? 457","438","8.64311307659959","458.0","457.0","8.64311307659959","0","1","0","1"
"459 ? 458","439","8.497773732569254","459.0","458.0","8.497773732569254","0","1","0","1"
"460 ? 459","440","5.0647172930119195","460.0","459.0","5.0647172930119195","0","1","0","1"
"461 ? 460","441","3.9630390305357133","461.0","460.0","3.9630390305357133","0","1","0","1"
"440 ? 462","442","1.5011970425890537","440.0","462.0","1.5011970425890537","0","1","0","1"
"462 ? 463","443","4.384017089784404","462.0","463.0","4.384017089784404","0","1","0","1"
"463 ? 464","444","4.328293940537142","463.0","464.0","4.328293940537142","0","1","0","1"
"464 ? 465","445","3.5599190542575134","464.0","465.0","3.5599190542575134","0","1","0","1"
"465 ? 466","446","8.729511485905363","465.0","466.0","8.729511485905363","0","1","0","1"
"422 ? 467","447","0.8684433574536351","422.0","467.0","0.8684433574536351","0","1","0","1"
"467 ? 468","448","2.3240422226940782","467.0","468.0","2.3240422226940782","0","1","0","1"
"468 ? 469","449","5.736312975475309","468.0","469.0","5.736312975475309","0","1","0","1"
"469 ? 470","450","2.91548185519373","469.0","470.0","2.91548185519373","0","1","0","1"
"470 ? 471","451","5.006865741582636","470.0","471.0","5.006865741582636","0","1","0","1"
"471 ? 472","452","9.393244886392331","471.0","472.0","9.393244886392331","0","1","0","1"
"472 ? 473","453","7.68619864479164","472.0","473.0","7.68619864479164","0","1","0","1"
"473 ? 474","454","5.494605574590736","473.0","474.0","5.494605574590736","0","1","0","1"
"474 ? 475","455","2.2097743512452155","474.0","475.0","2.2097743512452155","0","1","0","1"
"475 ? 476","456","3.063320336753193","475.0","476.0","3.063320336753193","0","1","0","1"
"476 ? 477","457","1.2440192587767005","476.0","477.0","1.2440192587767005","0","1","0","1"
"477 ? 478","458","3.723837374770648","477.0","478.0","3.723837374770648","0","1","0","1"
"478 ? 479","459","2.946035483220892","478.0","479.0","2.946035483220892","0","1","0","1"
"479 ? 480","460","3.1850672737174","479.0","480.0","3.1850672737174","0","1","0","1"
"480 ? 481","461","1.8023301480950211","480.0","481.0","1.8023301480950211","0","1","0","1"
"481 ? 482","462","2.392589689528194","481.0","482.0","2.392589689528194","0","1","0","1"
"482 ? 483","463","4.255994804379837","482.0","483.0","4.255994804379837","0","1","0","1"
"483 ? 484","464","3.652587512217584","483.0","484.0","3.652587512217584","0","1","0","1"
"484 ? 485","465","2.8788896641520765","484.0","485.0","2.8788896641520765","0","1","0","1"
"485 ? 486","466","3.6262257547249983","485.0","486.0","3.6262257547249983","0","1","0","1"
"487 ? 422","467","2.9706394034514836","487.0","422.0","2.9706394034514836","0","1","0","1"
"488 ? 487","468","2.3040591734396387","488.0","487.0","2.3040591734396387","0","1","0","1"
"489 ? 488","469","1.7254668440533836","489.0","488.0","1.7254668440533836","0","1","0","1"
"490 ? 489","470","4.014848320617997","490.0","489.0","4.014848320617997","0","1","0","1"
"491 ? 490","471","2.3200317930921615","491.0","490.0","2.3200317930921615","0","1","0","1"
"492 ? 491","472","6.096402064954297","492.0","491.0","6.096402064954297","0","1","0","1"
"493 ? 492","473","8.581732940303327","493.0","492.0","8.581732940303327","0","1","0","1"
"494 ? 493","474","5.48103024668469","494.0","493.0","5.48103024668469","0","1","0","1"
"495 ? 494","475","6.3309101290919205","495.0","494.0","6.3309101290919205","0","1","0","1"
"496 ? 495","476","7.680723428220143","496.0","495.0","7.680723428220143","0","1","0","1"
"497 ? 496","477","7.594692310916353","497.0","496.0","7.594692310916353","0","1","0","1"
"498 ? 497","478","2.0068040471877704","498.0","497.0","2.0068040471877704","0","1","0","1"
"499 ? 498","479","6.160690909277851","499.0","498.0","6.160690909277851","0","1","0","1"
"500 ? 499","480","2.596730629075077","500.0","499.0","2.596730629075077","0","1","0","1"
"501 ? 500","481","2.1302493963927125","501.0","500.0","2.1302493963927125","0","1","0","1"
"502 ? 501","482","1.8683523162301785","502.0","501.0","1.8683523162301785","0","1","0","1"
"503 ? 502","483","1.990732783896432","503.0","502.0","1.990732783896432","0","1","0","1"
"504 ? 503","484","8.068573072894225","504.0","503.0","8.068573072894225","0","1","0","1"
"505 ? 421","485","3.7746416927198916","505.0","421.0","3.7746416927198916","0","0","0","1"
"420 ? 506","486","1.6880710831253172","420.0","506.0","1.6880710831253172","0","1","0","1"
"506 ? 507","487","1.7099950027147515","506.0","507.0","1.7099950027147515","0","1","0","1"
"507 ? 508","488","4.91125896859601","507.0","508.0","4.91125896859601","0","1","0","1"
"508 ? 509","489","1.294691419442774","508.0","509.0","1.294691419442774","0","1","0","1"
"509 ? 510","490","6.165870720868848","509.0","510.0","6.165870720868848","0","1","0","1"
"510 ? 511","491","8.619309765278436","510.0","511.0","8.619309765278436","0","1","0","1"
"511 ? 512","492","8.054699592167534","511.0","512.0","8.054699592167534","0","1","0","1"
"512 ? 513","493","5.066574392544432","512.0","513.0","5.066574392544432","0","1","0","1"
"513 ? 514","494","4.105530705684673","513.0","514.0","4.105530705684673","0","1","0","1"
"514 ? 515","495","2.7820242720043318","514.0","515.0","2.7820242720043318","0","1","0","1"
"515 ? 516","496","2.70514572617392","515.0","516.0","2.70514572617392","0","1","0","1"
"516 ? 517","497","1.949037424336754","516.0","517.0","1.949037424336754","0","1","0","1"
"517 ? 518","498","3.076697345088229","517.0","518.0","3.076697345088229","0","1","0","1"
"518 ? 519","499","2.9430116053802284","518.0","519.0","2.9430116053802284","0","1","0","1"
"519 ? 520","500","1.8683523162301887","519.0","520.0","1.8683523162301887","0","1","0","1"
"520 ? 521","501","2.6922889379066124","520.0","521.0","2.6922889379066124","0","1","0","1"
"521 ? 522","502","4.578752672104376","521.0","522.0","4.578752672104376","0","1","0","1"
"522 ? 523","503","3.9425957900369846","522.0","523.0","3.9425957900369846","0","1","0","1"
"523 ? 524","504","6.5053895837387055","523.0","524.0","6.5053895837387055","0","1","0","1"
"524 ? 525","505","4.118630448529188","524.0","525.0","4.118630448529188","0","1","0","1"
"525 ? 526","506","4.634038831096953","525.0","526.0","4.634038831096953","0","1","0","1"
"526 ? 527","507","8.667881431499863","526.0","527.0","8.667881431499863","0","1","0","1"
"527 ? 528","508","4.7086049070843305","527.0","528.0","4.7086049070843305","0","1","0","1"
"529 ? 420","509","3.894367903189542","529.0","420.0","3.894367903189542","0","1","0","1"
"530 ? 529","510","1.7477002124662415","530.0","529.0","1.7477002124662415","0","1","0","1"
"531 ? 530","511","1.3647245841718647","531.0","530.0","1.3647245841718647","0","1","0","1"
"532 ? 531","512","3.2768679115684236","532.0","531.0","3.2768679115684236","0","1","0","1"
"533 ? 532","513","4.559017595065726","533.0","532.0","4.559017595065726","0","1","0","1"
"534 ? 533","514","5.4715840649058665","534.0","533.0","5.4715840649058665","0","1","0","1"
"535 ? 534","515","7.546932807678851","535.0","534.0","7.546932807678851","0","1","0","1"
"536 ? 535","516","5.299631658417127","536.0","535.0","5.299631658417127","0","1","0","1"
"537 ? 536","517","6.648187527520149","537.0","536.0","6.648187527520149","0","1","0","1"
"538 ? 537","518","6.293258700170934","538.0","537.0","6.293258700170934","0","1","0","1"
"539 ? 538","519","7.29585387659169","539.0","538.0","7.29585387659169","0","1","0","1"
"540 ? 539","520","4.880488667657553","540.0","539.0","4.880488667657553","0","1","0","1"
"541 ? 540","521","5.223207311744431","541.0","540.0","5.223207311744431","0","1","0","1"
"542 ? 541","522","2.348777988825016","542.0","541.0","2.348777988825016","0","1","0","1"
"543 ? 542","523","1.2358106717161","543.0","542.0","1.2358106717161","0","1","0","1"
"544 ? 545","524","3.027672107720743","544.0","545.0","3.027672107720743","0","1","0","1"
"545 ? 546","525","7.3005673588635","545.0","546.0","7.3005673588635","0","1","0","1"
"546 ? 547","526","5.925168321965334","546.0","547.0","5.925168321965334","0","1","0","1"
"547 ? 548","527","9.208604908995584","547.0","548.0","9.208604908995584","0","1","0","1"
"548 ? 549","528","0.984116893023591","548.0","549.0","0.984116893023591","0","1","0","1"
"549 ? 550","529","2.993074681158652","549.0","550.0","2.993074681158652","0","1","0","1"
"550 ? 551","530","10.388055480495723","550.0","551.0","10.388055480495723","0","1","0","1"
"551 ? 552","531","4.103261829741411","551.0","552.0","4.103261829741411","0","1","0","1"
"552 ? 553","532","1.8360491483246966","552.0","553.0","1.8360491483246966","0","1","0","1"
"553 ? 554","533","1.5915286800037867","553.0","554.0","1.5915286800037867","0","1","0","1"
"555 ? 544","534","3.4954004249324933","555.0","544.0","3.4954004249324933","0","1","0","1"
"556 ? 555","535","4.97425262193644","556.0","555.0","4.97425262193644","0","1","0","1"
"557 ? 556","536","5.2752315463015735","557.0","556.0","5.2752315463015735","0","1","0","1"
"558 ? 557","537","4.214464187974082","558.0","557.0","4.214464187974082","0","1","0","1"
"559 ? 558","538","3.893352807953709","559.0","558.0","3.893352807953709","0","1","0","1"
"560 ? 559","539","3.322841055469175","560.0","559.0","3.322841055469175","0","1","0","1"
"561 ? 560","540","3.0999992738320405","561.0","560.0","3.0999992738320405","0","1","0","1"
"562 ? 561","541","4.240057557163754","562.0","561.0","4.240057557163754","0","1","0","1"
"563 ? 562","542","7.566250206808434","563.0","562.0","7.566250206808434","0","1","0","1"
"564 ? 563","543","10.684667616838066","564.0","563.0","10.684667616838066","0","1","0","1"
"565 ? 564","544","4.892114113526315","565.0","564.0","4.892114113526315","0","1","0","1"
"566 ? 565","545","8.348149792001411","566.0","565.0","8.348149792001411","0","1","0","1"
"567 ? 566","546","4.529828719691035","567.0","566.0","4.529828719691035","0","1","0","1"
"568 ? 567","547","1.6602591129554873","568.0","567.0","1.6602591129554873","0","1","0","1"
"569 ? 568","548","3.823616357835846","569.0","568.0","3.823616357835846","0","1","0","1"
"570 ? 569","549","2.259021146948811","570.0","569.0","2.259021146948811","0","1","0","1"
"571 ? 570","550","2.115741286181051","571.0","570.0","2.115741286181051","0","1","0","1"
"572 ? 573","551","2.9667908893467567","572.0","573.0","2.9667908893467567","0","1","0","1"
"573 ? 574","552","3.4700480096533424","573.0","574.0","3.4700480096533424","0","1","0","1"
"574 ? 575","553","3.4398412840391592","574.0","575.0","3.4398412840391592","0","1","0","1"
"575 ? 576","554","6.363426540812967","575.0","576.0","6.363426540812967","0","1","0","1"
"580 ? 577","555","5.654968141673414","580.0","577.0","5.654968141673414","0","1","0","1"
"579 ? 580","556","3.8236650672552206","579.0","580.0","3.8236650672552206","0","1","0","1"
"576 ? 578","557","3.8624357932593294","576.0","578.0","3.8624357932593294","0","1","0","1"
"578 ? 579","558","1.5973691718513068","578.0","579.0","1.5973691718513068","0","1","0","1"
"577 ? 581","559","7.978679944463154","577.0","581.0","7.978679944463154","0","1","0","1"
"581 ? 582","560","0.6823622920859859","581.0","582.0","0.6823622920859859","0","1","0","1"
"582 ? 583","561","3.479378642686019","582.0","583.0","3.479378642686019","0","1","0","1"
"583 ? 584","562","9.47476689892653","583.0","584.0","9.47476689892653","0","1","0","1"
"584 ? 585","563","3.9951714911641556","584.0","585.0","3.9951714911641556","0","1","0","1"
"585 ? 586","564","3.334323402524733","585.0","586.0","3.334323402524733","0","1","0","1"
"586 ? 587","565","2.6357209641953063","586.0","587.0","2.6357209641953063","0","1","0","1"
"588 ? 572","566","2.3200317930921437","588.0","572.0","2.3200317930921437","0","1","0","1"
"589 ? 588","567","2.2047800406340494","589.0","588.0","2.2047800406340494","0","1","0","1"
"590 ? 589","568","4.747924449776919","590.0","589.0","4.747924449776919","0","1","0","1"
"591 ? 590","569","7.126895895705873","591.0","590.0","7.126895895705873","0","1","0","1"
"592 ? 591","570","8.865927765544777","592.0","591.0","8.865927765544777","0","1","0","1"
"593 ? 592","571","5.455208300543504","593.0","592.0","5.455208300543504","0","1","0","1"
"594 ? 593","572","5.399882113849861","594.0","593.0","5.399882113849861","0","1","0","1"
"595 ? 594","573","5.275565027622528","595.0","594.0","5.275565027622528","0","1","0","1"
"596 ? 595","574","2.3512130052037317","596.0","595.0","2.3512130052037317","0","1","0","1"
"597 ? 596","575","5.010602619432919","597.0","596.0","5.010602619432919","0","1","0","1"
"598 ? 597","576","2.342085435845401","598.0","597.0","2.342085435845401","0","1","0","1"
"599 ? 598","577","2.3420854358453713","599.0","598.0","2.3420854358453713","0","1","0","1"
"600 ? 599","578","2.4126843504132034","600.0","599.0","2.4126843504132034","0","1","0","1"
"601 ? 600","579","2.2324099197010723","601.0","600.0","2.2324099197010723","0","1","0","1"
"602 ? 601","580","2.377519905673205","602.0","601.0","2.377519905673205","0","1","0","1"
"603 ? 602","581","3.503619268677561","603.0","602.0","3.503619268677561","0","1","0","1"
"604 ? 603","582","3.4159373956138306","604.0","603.0","3.4159373956138306","0","1","0","1"
"605 ? 604","583","1.5351059190383631","605.0","604.0","1.5351059190383631","0","1","0","1"
"606 ? 605","584","3.3120368596271454","606.0","605.0","3.3120368596271454","0","1","0","1"
"607 ? 606","585","2.0288089489454864","607.0","606.0","2.0288089489454864","0","1","0","1"
"608 ? 607","586","5.9470160854539165","608.0","607.0","5.9470160854539165","0","1","0","1"
"609 ? 608","587","7.456338516171372","609.0","608.0","7.456338516171372","0","1","0","1"
"610 ? 609","588","9.392696913636138","610.0","609.0","9.392696913636138","0","1","0","1"
"611 ? 610","589","6.7332430223864765","611.0","610.0","6.7332430223864765","0","1","0","1"
"612 ? 611","590","0.8631276129618303","612.0","611.0","0.8631276129618303","0","1","0","1"
"613 ? 612","591","4.015173612716038","613.0","612.0","4.015173612716038","0","1","0","1"
"614 ? 613","592","1.9396380706458518","614.0","613.0","1.9396380706458518","0","1","0","1"
"615 ? 614","593","0.9650060079199074","615.0","614.0","0.9650060079199074","0","1","0","1"
"616 ? 615","594","3.5946721213075556","616.0","615.0","3.5946721213075556","0","1","0","1"
"617 ? 616","595","2.6573705720919034","617.0","616.0","2.6573705720919034","0","1","0","1"
"618 ? 617","596","2.4875205293035028","618.0","617.0","2.4875205293035028","0","1","0","1"
"619 ? 618","597","1.8288614659024531","619.0","618.0","1.8288614659024531","0","1","0","1"
"620 ? 619","598","3.3205182259109227","620.0","619.0","3.3205182259109227","0","1","0","1"
"621 ? 620","599","6.321093125170445","621.0","620.0","6.321093125170445","0","1","0","1"
"622 ? 621","600","7.025842689565045","622.0","621.0","7.025842689565045","0","1","0","1"
"623 ? 622","601","4.699886385970063","623.0","622.0","4.699886385970063","0","1","0","1"
"624 ? 623","602","6.2288777025215625","624.0","623.0","6.2288777025215625","0","1","0","1"
"625 ? 624","603","5.966080423971988","625.0","624.0","5.966080423971988","0","1","0","1"
"413 ? 626","604","1.5258084703866932","413.0","626.0","1.5258084703866932","0","1","0","1"
"626 ? 627","605","1.5022689590576077","626.0","627.0","1.5022689590576077","0","1","0","1"
"627 ? 628","606","5.747292072970669","627.0","628.0","5.747292072970669","0","1","0","1"
"628 ? 629","607","1.6490029891843523","628.0","629.0","1.6490029891843523","0","1","0","1"
"629 ? 630","608","6.024915143438363","629.0","630.0","6.024915143438363","0","1","0","1"
"630 ? 631","609","8.7512797692247","630.0","631.0","8.7512797692247","0","1","0","1"
"631 ? 632","610","7.234327657569115","631.0","632.0","7.234327657569115","0","1","0","1"
"632 ? 633","611","5.530082258914288","632.0","633.0","5.530082258914288","0","1","0","1"
"633 ? 634","612","2.3160144190077845","633.0","634.0","2.3160144190077845","0","1","0","1"
"634 ? 635","613","1.8146877895417257","634.0","635.0","1.8146877895417257","0","1","0","1"
"635 ? 636","614","1.9627791845150808","635.0","636.0","1.9627791845150808","0","1","0","1"
"636 ? 637","615","4.343285697856366","636.0","637.0","4.343285697856366","0","1","0","1"
"637 ? 638","616","4.009620636739252","637.0","638.0","4.009620636739252","0","1","0","1"
"638 ? 639","617","2.197999867506318","638.0","639.0","2.197999867506318","0","1","0","1"
"639 ? 640","618","0.0","639.0","640.0","0.0","0","1","0","1"
"640 ? 641","619","2.468519042798586","640.0","641.0","2.468519042798586","0","1","0","1"
"641 ? 642","620","3.905198570595437","641.0","642.0","3.905198570595437","0","1","0","1"
"642 ? 643","621","3.3137668039217174","642.0","643.0","3.3137668039217174","0","1","0","1"
"643 ? 644","622","4.06073144999916","643.0","644.0","4.06073144999916","0","1","0","1"
