"Label","ID","Spot N links","Spot frame","Spot gaussian-filtered intensity","Spot gaussian-filtered intensity","Spot gaussian-filtered intensity","Spot gaussian-filtered intensity","Spot gaussian-filtered intensity","Spot gaussian-filtered intensity","Spot median intensity","Spot median intensity","Spot median intensity","Spot position","Spot position","Spot position","Spot radius","Spot track ID","Track N spots","H","HtoL","adaxials","checked"
"",""," "," ","Mean ch0","Mean ch1","Mean ch2","Std ch0","Std ch1","Std ch2","Median ch0","Median ch1","Median ch2","X","Y","Z"," "," "," ","Tag","Tag","Tag","Tag"
"","","","","(Counts)","(Counts)","(Counts)","(Counts)","(Counts)","(Counts)","(Counts)","(Counts)","(Counts)","(micron)","(micron)","(micron)","(micron)","","","","","",""
"194","194","2","11","442.9003342073671","106.7600237193065","7430.072869280491","46.741016970415615","3.2295395523711616","2900.027887755051","431.0","107.0","5985.0","373.1665171626861","401.37536842305957","96.19686952853472","2.7618414951596093","18","58","0","1","0","1"
"195","195","2","10","416.04268176875195","106.81809500051739","6472.672534204489","48.301584560600816","3.584018604072268","2489.488919538326","420.0","107.0","5601.0","373.10756117312746","398.0812106443453","103.34237467768725","2.7618414951596093","18","58","0","1","0","1"
"196","196","2","9","362.077468204179","106.4615670598327","5746.2299715076115","34.219660123703775","3.4828253538699294","2066.946748416239","373.0","106.0","4966.0","373.35640954622545","395.3430150453822","107.17855631186055","2.7618414951596093","18","58","0","1","0","1"
"197","197","1","8","344.70442017965706","106.29378759478092","6022.889691218574","31.376985582962423","3.3965083359485018","3019.165297179703","346.0","106.0","4882.0","373.6690181732398","393.3380343494125","112.47560000154053","2.7618414951596093","18","58","0","1","0","1"
"198","198","2","56","127.73152044700471","213.87964120009298","5680.578640459196","7.66996941405162","31.299898117330255","1257.7540340878575","127.0","220.0","5363.0","381.1362152601747","276.56580548655603","40.55237966962461","2.7618414951596093","18","58","0","1","0","1"
"199","199","2","55","130.98943222881798","211.81166049785134","6346.998784532767","8.577463421625877","27.722301536763496","2127.045771610755","130.0","207.0","5669.0","380.9766941122017","277.2945651967716","36.71455504322473","2.7618414951596093","18","58","0","1","0","1"
"200","200","2","54","131.24490080941575","214.5484667184944","7028.217402623795","8.3958810101352","33.52221645863744","1845.7499207571695","131.0","216.0","6488.0","379.4512726170439","277.83851553689476","34.52135296390637","2.7618414951596093","18","58","0","1","0","1"
"201","201","2","53","134.72764458870512","211.64244953619811","8098.237774434394","9.12672226025408","27.774898682077687","2510.549936567403","135.0","207.0","6928.0","379.5916497498839","277.47519390893063","38.17662560374312","2.7618414951596093","18","58","0","1","0","1"
"202","202","2","52","133.8657170403649","201.70178428061877","10420.037485363133","9.375429313989223","28.1565750992501","3555.9267637344283","133.0","203.0","9404.0","381.69389867894165","280.3042115922204","37.16525556116474","2.7618414951596093","18","58","0","1","0","1"
"203","203","2","51","138.23508952426022","203.8556830725989","9522.821014933734","9.414523803095275","27.23483077706291","2432.216409547236","136.0","209.0","8856.0","380.12398859206587","285.0631282231697","37.834193130257","2.7618414951596093","18","58","0","1","0","1"
"204","204","2","50","138.2995893655445","195.62195597126248","7650.545898089488","9.415634071702565","24.491851289871562","1827.0301456876941","137.0","195.0","7422.0","380.82500803505116","292.63229629336035","35.49892349790302","2.7618414951596093","18","58","0","1","0","1"
"205","205","2","49","138.34389837100963","187.3632770112583","6833.1233554360415","9.565312268137422","23.890785290402153","1367.240649606624","138.0","182.0","6506.0","380.3910754054384","301.2203697070959","31.665888741732218","2.7618414951596093","18","58","0","1","0","1"
"206","206","2","48","139.5357692032671","186.96774381390887","7395.871263208231","9.020105434658417","21.50546659288785","2729.2021763512926","138.0","182.0","5621.0","379.7835848672626","306.5207868010075","30.55808311744253","2.7618414951596093","18","58","0","1","0","1"
"207","207","2","47","141.74494488574908","181.1085512936031","6621.290544364139","9.665654624017371","24.520358649218913","1776.5500935907833","140.0","175.0","6106.0","379.66234105801675","308.530417772563","29.097110263283092","2.7618414951596093","18","58","0","1","0","1"
"208","208","2","46","146.48989569009913","173.48421193387824","5995.999208601469","10.477376451755052","24.34704391406245","1659.380229592892","147.0","169.0","5838.0","379.7644155812193","311.6412642534327","35.130571383331194","2.7618414951596093","18","58","0","1","0","1"
"209","209","2","45","153.8390359463217","175.04470595048673","7806.142928783206","11.747479989995822","23.359934160299606","2211.1666704975346","152.0","173.0","7375.0","381.11754871584424","312.9231676165958","34.21771627513483","2.7618414951596093","18","58","0","1","0","1"
"210","210","2","44","160.57608427781832","173.20935237390302","9074.262767325337","12.527068305775394","25.733705729022155","3572.028866999518","160.0","175.0","8433.0","381.5248307502514","315.7567985540681","32.36357253296629","2.7618414951596093","18","58","0","1","0","1"
"211","211","2","43","165.44579249518557","163.70434120929855","8556.268262804888","13.610484040481566","20.55619570859146","2712.0373600248754","162.0","162.0","8351.0","379.81422034874885","316.41325878585747","36.33973565887304","2.7618414951596093","18","58","0","1","0","1"
"212","212","2","42","169.59758984781084","152.19985446606822","10041.528419079963","14.50393840261573","15.941304548700693","3062.057146224531","167.0","154.0","9552.0","379.82059617936403","317.32780082629876","37.43694124787716","2.7618414951596093","18","58","0","1","0","1"
"213","213","2","41","176.66971621800116","150.2324069479883","10476.966622231055","15.983801739698828","17.51736272184421","4405.6627474521465","174.0","147.0","9213.0","381.3251592748593","317.3750723050543","34.57855119857432","2.7618414951596093","18","58","0","1","0","1"
"214","214","2","40","188.45158365484937","147.10924215248463","7232.590455835239","16.223666037193126","16.3170142365178","3777.321647971269","187.0","145.0","5935.0","381.8819865410514","318.83811081414524","36.65355828023581","2.7618414951596093","18","58","0","1","0","1"
"215","215","2","39","202.5062719864513","140.66948309907647","6048.989713898318","20.49536816195767","14.463288691248902","1545.477784047476","198.0","136.0","5899.0","382.12688271287715","324.686876460492","34.45628168918682","2.7618414951596093","18","58","0","1","0","1"
"216","216","2","38","220.9789559731071","135.3688130649739","4552.2557557819455","23.110091604244104","14.211260542770699","1031.204544371779","209.0","131.0","4181.0","381.61645469411025","329.3543286960126","38.1379106752861","2.7618414951596093","18","58","0","1","0","1"
"217","217","2","37","241.87432790842678","131.36286796965135","4459.633550417394","25.72703597225425","12.573387908277585","859.5972296712295","241.0","130.0","4402.0","379.21801058352986","334.8568887413051","43.113297996210136","2.7618414951596093","18","58","0","1","0","1"
"218","218","2","36","258.18154749883956","126.86526905920412","4874.040558787583","27.525300350328664","9.741082070482559","849.8940113274699","251.0","126.0","4830.0","376.1167808122867","339.79468804758596","42.10110950997423","2.7618414951596093","18","58","0","1","0","1"
"219","219","2","35","283.3399137883856","123.96893540734652","4613.681026942798","33.977778009079785","8.98134767786295","736.2576572156065","276.0","124.0","4394.0","375.97445077487447","345.51543029169335","43.317018542143806","2.7618414951596093","18","58","0","1","0","1"
"220","220","2","34","306.72463283869433","119.90388463349937","4170.982046645884","41.97978536642815","7.976379669132656","565.2792886274841","309.0","119.0","4060.0","375.00710778430283","351.9689179450916","47.33598391193301","2.7618414951596093","18","58","0","1","0","1"
"221","221","2","33","316.89917047685026","117.1834499646614","4068.48136213249","42.15458988441557","6.844605052512319","612.6944849258448","312.0","117.0","3902.0","374.7901507028024","357.0857195863216","46.60856059583976","2.7618414951596093","18","58","0","1","0","1"
"222","222","2","32","326.8406532851563","115.29452349727761","4280.952419102133","48.33618611278395","7.151440824470321","814.90076643244","330.0","114.0","4148.0","374.3733348679337","359.6762151990516","49.581996723476756","2.7618414951596093","18","58","0","1","0","1"
"223","223","2","31","367.71939056226546","113.12213218829851","4357.437154859326","61.5994390887377","6.294787650330139","800.2323403131147","336.0","113.0","4205.0","373.3032427703352","358.581260731936","53.233822602092104","2.7618414951596093","18","58","0","1","0","1"
"224","224","2","30","370.9631720665639","112.07282131289894","4045.2944833717597","51.817036166134336","5.691666353946922","621.6424158408701","358.0","111.0","3874.0","371.937331766754","357.90910856997857","49.91322799626806","2.7618414951596093","18","58","0","1","0","1"
"225","225","2","29","400.10575771527834","112.04380704674587","3947.8106606039923","63.952708389059026","5.464644599887056","604.8141344220575","397.0","111.0","3920.0","369.7962477085361","357.72587456199926","51.841137291516965","2.7618414951596093","18","58","0","1","0","1"
"226","226","2","28","422.946827805429","109.43970815316892","4091.4996638136763","75.16859435450691","4.905482393524451","764.3259220135344","421.0","109.0","4047.0","369.56654444707056","358.69113898826345","49.57533071250499","2.7618414951596093","18","58","0","1","0","1"
"227","227","2","27","441.7119168537204","109.47614875065594","4606.967416929194","84.86748273343191","4.786047462550461","1326.8920200423006","417.0","109.0","4429.0","369.56654444707056","358.69113898826345","49.57533071250499","2.7618414951596093","18","58","0","1","0","1"
"228","228","2","26","476.31082870262605","108.03605760992947","7278.257897687351","84.5309997900874","3.914532032313374","3641.8616390899774","452.0","108.0","5524.0","370.7615481416298","357.53356448360375","56.82628576186012","2.7618414951596093","18","58","0","1","0","1"
"229","229","2","25","542.5859031405506","107.99273532471186","10225.678078793233","97.66608721032703","4.281429733957053","4207.106078112783","538.0","108.0","8845.0","371.1410762693231","357.1765353135243","63.94918447371272","2.7618414951596093","18","58","0","1","0","1"
"230","230","2","24","545.0841089634206","107.54155848343188","8840.26449456163","93.86469981692247","3.835680007015633","3908.0253665237715","537.0","107.0","7576.0","371.0485771565029","357.5402470055228","62.30535302205031","2.7618414951596093","18","58","0","1","0","1"
"231","231","2","38","176.0077212306722","136.66390578272544","4561.497585599943","13.981453929114673","12.038078973431977","740.0105780599773","173.0","135.0","4415.0","362.84240447290006","323.272787633875","28.257703576702504","2.7618414951596093","5","47","0","1","0","1"
"232","232","2","39","173.32705949639677","141.51301445606055","4556.052713793471","13.675442922714627","12.983628148590105","803.1173939214524","171.0","139.0","4502.0","363.4577091166624","318.8430726255034","25.10419184636502","2.7618414951596093","5","47","0","1","0","1"
"233","233","2","40","163.84462411989338","147.10363665787267","4821.622697957639","12.754658850983882","16.062696992986908","758.2766608290312","162.0","144.0","4816.0","363.47203872479616","314.97466769593217","26.54127744120019","2.7618414951596093","5","47","0","1","0","1"
"234","234","2","41","156.79700301681754","145.95039264154656","5316.781660283449","11.738120120173209","13.570303179779657","1243.9992449190036","154.0","144.0","5053.0","362.0749019317502","313.8284736427259","23.8129746122921","2.7618414951596093","5","47","0","1","0","1"
"235","235","2","42","148.18055420021662","151.13446099949007","4616.5190572824185","11.166000346436356","15.39685710436853","883.8653853695549","145.0","148.0","4598.0","363.2499297987222","312.53900533286884","25.445536598675083","2.7618414951596093","5","47","0","1","0","1"
"236","236","2","43","147.68642631242074","159.64596111079325","4188.243898701904","11.566083692413043","17.14829121642168","618.765823869159","147.0","158.0","4164.0","362.82004155470804","310.8197142530594","25.415526261246505","2.7618414951596093","5","47","0","1","0","1"
"237","237","2","44","145.10034506193318","166.7114146703991","4530.923092823785","9.895702689620736","17.23731955106902","922.6882806487095","144.0","165.0","4366.0","364.25997074997014","309.673345602355","22.278355420814066","2.7618414951596093","5","47","0","1","0","1"
"238","238","2","45","141.4757984696776","171.52757461945689","6318.211919841879","9.52065220062098","20.28446954311955","2083.2997018262436","140.0","172.0","5966.0","362.1108569002083","309.2434573583409","22.240842499028343","2.7618414951596093","5","47","0","1","0","1"
"239","239","2","46","137.94730992861818","180.25974691061276","7382.998601228458","9.180800090595138","22.278396103458256","2637.442339745005","137.0","181.0","7066.0","362.3974054135099","308.67027303298875","22.245844221933105","2.7618414951596093","5","47","0","1","0","1"
"240","240","2","47","135.57042135721898","192.33719773216166","8413.271587808113","8.94503531704618","28.45808076925513","3087.354895916638","135.0","193.0","7702.0","361.81381833930266","305.8506676143621","16.13888967744867","2.7618414951596093","5","47","0","1","0","1"
"241","241","2","48","135.75418986977982","190.10911638524175","11377.821036139021","8.981559302048405","25.59046132847147","5153.683906918487","135.0","191.0","9369.0","361.66335745389773","305.1341872076719","17.643498531498135","2.7618414951596093","5","47","0","1","0","1"
"242","242","2","49","130.84537784215118","187.8043056523276","12622.30664902222","9.037708025859814","24.429520123646142","3771.479035855685","130.0","186.0","11746.0","363.3826485337072","299.83223219816426","17.673508868926714","2.7618414951596093","5","47","0","1","0","1"
"243","243","1","50","130.5458339599348","199.65833018757326","11823.723347367144","7.937427159395323","27.59554705686693","3904.8714457446276","130.0","196.0","10530.0","363.7621317661136","290.39440503412044","22.004496319629805","2.7618414951596093","5","47","0","1","0","1"
"244","244","2","20","417.1117170946677","107.30131974991613","6209.306407672941","50.04682558442754","3.5671660065904227","1836.3356776482108","422.0","107.0","5525.0","353.4600261091919","375.00303275655267","42.2311339754472","2.7618414951596093","5","47","0","1","0","1"
"245","245","2","19","465.7779328571975","106.63587243901286","6333.490843922807","77.74849291358805","3.527819085054022","1545.9841958286597","445.0","106.0","6047.0","352.6628343750735","383.3813682231128","42.9224282324788","2.7618414951596093","5","47","0","1","0","1"
"246","246","2","18","506.960781443944","106.9865752012462","7062.435573861109","58.63367278558679","3.531000940733238","2239.08361657868","498.0","107.0","6129.0","353.31275877419193","388.68820710666273","42.50838771871839","2.7618414951596093","5","47","0","1","0","1"
"247","247","2","17","526.908648020846","107.24463223803593","6114.569954824252","57.37339375753308","3.7218222706481545","1585.1470975198963","527.0","107.0","5785.0","354.87080903694056","395.5574605681945","48.87635422390498","2.7618414951596093","5","47","0","1","0","1"
"248","248","2","16","557.8719011239988","106.85313569961723","7618.812559482655","77.14141188740156","3.478906342404135","3216.5154849923165","533.0","107.0","6791.0","355.4771644000244","399.0835778183059","55.81077839968562","2.7618414951596093","5","47","0","1","0","1"
"249","249","2","15","554.1491152754153","106.90170919454229","6346.953176064294","74.24906560600424","3.5838046758276256","1474.2189947899","531.0","107.0","6210.0","356.90184974893714","401.7451492972073","60.61429431713736","2.7618414951596093","5","47","0","1","0","1"
"250","250","2","14","565.4639723054424","106.8702041806116","7154.296091809324","68.24345519774458","3.7411631524797015","2538.1988965778455","551.0","107.0","6781.0","357.11931474424216","405.00964695674566","68.02080043698523","2.7618414951596093","5","47","0","1","0","1"
"251","251","2","13","568.680149547539","106.90592837436473","6619.381489280386","75.9892743146351","3.539929971903495","2576.599918955634","546.0","107.0","5588.0","356.5889060226585","405.26317334127594","73.42077493805492","2.7618414951596093","5","47","0","1","0","1"
"252","252","2","12","569.1446363537472","106.84467762077284","7140.667005299683","85.3982923682548","3.675884801219709","1968.2560056835407","544.0","107.0","7050.0","355.3927263431507","402.6524656904926","79.41990114934511","2.7618414951596093","5","47","0","1","0","1"
"253","253","2","11","548.1492607782075","107.06775824579616","7313.453491183285","78.97267843405069","3.633606160087438","1929.391054306408","532.0","107.0","7142.0","355.3270889044435","398.96536276075915","83.32830377141254","2.7618414951596093","5","47","0","1","0","1"
"254","254","2","10","534.7279997053355","107.03828981362619","8139.523553899029","68.5318165551399","3.444552708295484","2466.3486163881944","504.0","107.0","7391.0","355.8815865850836","396.59896052100004","89.19320374597055","2.7618414951596093","5","47","0","1","0","1"
"255","255","2","9","528.3957198668141","106.99259503482098","7363.784113707686","66.54906823804326","3.4746895942631686","2733.682574036867","513.0","107.0","6240.0","356.24082873809397","393.6467856174681","92.70748212386529","2.7618414951596093","5","47","0","1","0","1"
"256","256","2","8","533.6768314741798","107.25417653713731","7275.288083327718","73.88527667101259","3.836979727425114","2471.2484585316975","511.0","107.0","6854.0","356.015426835173","391.8295902333876","97.86058416785092","2.7618414951596093","5","47","0","1","0","1"
"257","257","2","7","502.3559194928145","107.0359051313428","6926.589896542063","82.74712471878163","3.6899276501701053","2242.0741375375574","472.0","107.0","6637.0","356.43439489910935","390.17257070591006","102.31833845068486","2.7618414951596093","5","47","0","1","0","1"
"258","258","2","6","492.03628726651783","107.21006699562457","7628.290739406109","65.33253808480279","3.387607626410724","2406.4520042373465","493.0","107.0","7048.0","359.525667629069","386.16688368387304","110.77374746635826","2.7618414951596093","5","47","0","1","0","1"
"259","259","2","5","486.56337535055286","107.52949845489991","6026.843132224134","88.4069906742458","3.6184508746061406","1951.5414088409848","453.0","107.0","5432.0","362.490848289727","384.3822145272171","114.4143010542435","2.7618414951596093","5","47","0","1","0","1"
"260","260","1","4","431.01914769859246","107.47277127573695","8307.586556914051","47.44486732215093","3.6734456368968385","2665.6449531401126","429.0","108.0","7889.0","366.19448503617036","379.240563216882","114.14015159037493","2.7618414951596093","5","47","0","1","0","1"
"261","261","2","45","163.96324169083346","127.00621663258813","5399.371853886049","13.706979750033515","8.96716509125785","1560.2193779595743","160.0","125.0","5063.0","367.55180342523397","287.9227742431212","33.497120416453946","2.896643797366879","9","54","0","1","0","1"
"262","262","2","46","156.80517984772126","128.6085656461234","5460.546912832776","12.205316141667504","8.587281777388055","1427.809727015756","153.0","128.0","5421.0","368.2623528066143","286.2091527438199","33.66690717797668","2.7618414951596093","9","54","0","1","0","1"
"263","263","2","47","151.20330556374986","132.88962254252655","9382.397532322297","11.86977510132145","9.725302012433302","3500.014125900118","149.0","133.0","8772.0","365.37248237721366","282.81312336676376","28.818488940965807","2.7618414951596093","9","54","0","1","0","1"
"264","264","2","48","148.84239223111746","134.94163945626494","9218.25209834185","11.40003700931431","11.096316145807295","2716.4310415540745","147.0","133.0","8910.0","366.0844272627191","281.67129058246707","28.948325874065084","2.7618414951596093","9","54","0","1","0","1"
"265","265","2","33","308.19650197021883","110.67397546871042","8770.893954036754","38.803896912417066","4.805195163929932","4432.145164719882","293.0","110.0","5844.0","360.48693958431767","334.6620523907022","48.78046613357935","2.896643797366879","9","54","0","1","0","1"
"266","266","2","34","297.4524887047769","113.14672425499181","5923.8416055937505","42.07887939423235","5.2858983227655205","2316.1332215431107","282.0","112.0","4940.0","359.82472653013684","328.21985564009185","48.50281779551007","2.896643797366879","9","54","0","1","0","1"
"267","267","2","35","280.3705695785703","113.32254269371674","7167.099258427342","36.99518309169146","5.602732034887144","2926.9517578505665","276.0","113.0","5351.0","362.01179613907675","322.3320019240933","45.743935044964715","2.896643797366879","9","54","0","1","0","1"
"268","268","2","36","266.2310974117095","113.09601426287799","5868.045393694882","36.268413048751334","5.556346370070954","2486.1685062484803","253.0","112.0","5127.0","363.14612412912606","314.75050860365053","46.22118909039804","2.896643797366879","9","54","0","1","0","1"
"269","269","2","37","256.71280975566367","114.49261846534893","6215.650989574649","29.783235348839366","5.637864576091791","2432.1353804695827","246.0","114.0","5440.0","364.5732106695779","309.69295113949113","45.54941952563677","2.896643797366879","9","54","0","1","0","1"
"270","270","2","38","235.71690309841733","114.34431930154624","7964.563561407077","32.06250721995402","6.098540000688884","3050.5824341987823","224.0","113.0","6808.0","367.57177433245084","304.5599617716038","41.51930517854914","2.896643797366879","9","54","0","1","0","1"
"271","271","2","39","220.36176643903036","115.94311154603699","6120.28401603947","25.017091396342114","5.812288475114215","2851.979888668921","219.0","116.0","5368.0","368.80134903163184","298.99165617308364","38.22641461478907","2.896643797366879","9","54","0","1","0","1"
"272","272","2","40","213.38723852124377","118.18509578703497","6182.932103948287","21.225566528853324","6.478775491748528","2659.9166066190055","211.0","117.0","5084.0","368.0981865506678","295.9955819538491","37.17711114032603","2.896643797366879","9","54","0","1","0","1"
"273","273","2","41","197.22866189521807","117.39606490111477","5489.715727640473","19.149811705716807","6.775768563054485","1438.3367081588058","193.0","116.0","5301.0","367.4621833452702","293.71583381666517","35.38853555329578","2.896643797366879","9","54","0","1","0","1"
"274","274","2","42","181.9988314387437","119.95868128551535","5015.629512243976","16.379170388206962","7.055107782493963","1541.0484311670486","181.0","121.0","4735.0","368.1884977495083","291.5719953628137","37.47135949392234","2.896643797366879","9","54","0","1","0","1"
"275","275","2","43","173.85041286737126","121.46973722743273","4784.800604094875","15.577278514168466","7.76795362206232","1296.1014483946014","173.0","121.0","4672.0","366.61581856769385","291.1020849639589","35.91045170171329","2.896643797366879","9","54","0","1","0","1"
"276","276","2","44","166.25401947888804","124.1247669340071","5120.9171887736275","13.687550296964694","7.9437846100969445","1515.5582974215552","162.0","124.0","4843.0","368.56293348101906","288.83236632441833","32.897566739279995","2.896643797366879","9","54","0","1","0","1"
"277","277","2","49","144.98413116113798","136.4993211409359","8902.261445187147","9.931663615461659","10.881957834816921","3614.9321296389608","144.0","134.0","8249.0","367.5002928850103","276.09983990259724","29.43771125369852","2.7618414951596093","9","54","0","1","0","1"
"278","278","2","50","142.45901041112407","138.82147202278685","10585.804198857468","10.486802428977372","11.01036107031102","4077.041095772308","142.0","140.0","9524.0","368.4192831488152","266.35904192949005","34.08332447427311","2.7618414951596093","9","54","0","1","0","1"
"279","279","2","51","141.7228820369279","139.9981999685493","11487.042016938418","10.332501417820856","10.570630686993633","4463.446099194494","141.0","140.0","9566.0","367.9740444390913","259.6394777407586","34.52277259249732","2.7618414951596093","9","54","0","1","0","1"
"280","280","2","52","139.36956697426066","142.1662602676394","12029.696232640228","9.4666562535153","11.044471785469558","4470.379093651156","140.0","142.0","10694.0","369.94408982383663","254.04788327507717","37.01064460882846","2.7618414951596093","9","54","0","1","0","1"
"281","281","2","53","137.0006938094247","144.01015314731916","13079.559630888009","10.01683440908462","11.434631547891646","4321.568087797743","137.0","145.0","11419.0","368.5051983834804","250.18482015737118","37.180431398182066","2.7618414951596093","9","54","0","1","0","1"
"282","282","2","54","135.41969158760926","146.04257904843365","13132.100683389275","9.10927357523335","11.775218797441012","4406.90242790704","134.0","146.0","11987.0","368.2703006514489","249.90472638625462","34.323507812695155","2.7618414951596093","9","54","0","1","0","1"
"283","283","2","55","132.290327246204","146.19552994335353","11277.193700580536","8.208583523410034","12.05118746121961","3191.6831122239964","132.0","143.0","10854.0","369.62810220834166","249.76167259319206","35.103776857019405","2.7618414951596093","9","54","0","1","0","1"
"284","284","2","56","130.1512333440761","143.29705884423524","13726.542752300344","8.36764990492375","11.611029798785951","4985.8139491329075","129.0","140.0","12939.0","368.53323170855873","248.89800071932135","36.42522027638327","2.7618414951596093","9","54","0","1","0","1"
"285","285","2","57","130.57443735362486","145.65100584519806","9823.325353834922","8.030159155343302","12.07630000743625","4928.96122790426","131.0","145.0","8288.0","368.34437658761897","247.17937649459586","38.79173168242244","2.7618414951596093","9","54","0","1","0","1"
"286","286","2","58","129.78890274562937","147.3062270252265","12069.58246974829","7.951227291271746","13.100198857881738","3993.8023411552126","129.0","147.0","12209.0","368.70607032191674","245.74350639319445","41.777736136855054","2.7618414951596093","9","54","0","1","0","1"
"287","287","2","59","129.297500055913","145.95633731696796","11328.74247944626","7.829228061890732","10.579351128568355","3225.800593967205","128.0","147.0","10677.0","368.9956341446307","245.16561799757125","44.62804223205684","2.7618414951596093","9","54","0","1","0","1"
"288","288","2","60","129.5216701359441","148.0316943685616","13040.239472984777","7.604454383886453","12.483595002116608","5113.958667204837","129.0","146.0","11715.0","369.7125282105765","245.73827956692884","44.625578658832325","2.7618414951596093","9","54","0","1","0","1"
"289","289","2","61","129.47195624070332","150.25009817942254","13659.028914061233","7.425990851259829","11.59349954797812","3248.632641872081","129.0","149.0","12926.0","368.8459057876721","242.44944703042884","44.810306666028474","2.7618414951596093","9","54","0","1","0","1"
"290","290","2","62","128.9040966831561","147.6222129050734","15326.954355266831","7.7310565565267355","10.78327513439524","5232.883725522061","129.0","148.0","14194.0","369.595348138945","242.2789807022032","46.60896732921258","2.7618414951596093","9","54","0","1","0","1"
"291","291","2","63","128.65524122914638","154.16178976277536","17143.434316789655","8.01972822521176","12.377551755081004","5584.907054354989","129.0","155.0","16362.0","368.2809799150875","241.31093673196577","40.18619521804122","2.7618414951596093","9","54","0","1","0","1"
"292","292","2","64","126.08143792707804","149.48221759963315","17943.77519122193","8.246084919294896","12.823729288850652","6164.535777936095","125.0","149.0","15890.0","368.0011739225536","237.73340189465603","43.401338473010924","2.7618414951596093","9","54","0","1","0","1"
"293","293","2","65","126.82804081448263","150.89161928407887","12933.238083852602","7.698551665734524","11.833285301473529","5457.067735244671","127.0","151.0","11551.0","368.8411139681214","232.45396872211865","43.92290211128809","2.7618414951596093","9","54","0","1","0","1"
"294","294","1","66","126.12444025360212","153.96585708532987","10339.787483597574","7.996808082699112","12.322910564846158","3395.9890276329593","126.0","154.0","9752.0","371.5364916073535","226.32313116623033","44.649121880746435","2.7618414951596093","9","54","0","1","0","1"
"295","295","2","32","349.82275458576436","110.39863745318868","9625.208778141905","39.974581379332264","4.8809925629415","3899.4883733115694","345.0","111.0","8479.0","360.49495240759944","336.8071431738358","49.93492703314884","2.896643797366879","9","54","0","1","0","1"
"296","296","2","31","382.7781998626228","110.22195499984133","10212.12341749959","47.85999443322081","4.7936249554249635","3454.2940582470037","379.0","110.0","8682.0","359.5432976608751","336.66787436206374","54.156279034828074","2.896643797366879","9","54","0","1","0","1"
"297","297","2","30","413.7999983467437","109.83603304861057","9213.511558385493","44.8553010407775","4.645686771342316","3533.03571052754","399.0","110.0","8240.0","357.2915980417576","336.9641731250337","50.35927644707582","2.896643797366879","9","54","0","1","0","1"
"298","298","2","29","437.6699378286561","109.2768695718261","10145.402820229094","55.53870049060918","4.193604369890481","3948.934057989911","429.0","109.0","8555.0","358.7949214054819","336.67889337589446","52.61025891518264","2.896643797366879","9","54","0","1","0","1"
"299","299","2","28","465.2721281351761","109.44559037841427","8748.272172315475","57.80177051065664","4.339791846663699","2775.775739940604","450.0","110.0","7967.0","357.50891951970726","337.2477598721211","52.49040295513717","2.896643797366879","9","54","0","1","0","1"
"300","300","2","27","512.1022196504184","109.02156509593986","8264.92271650918","68.92921972206476","4.114419708337724","3153.227976558254","485.0","109.0","7383.0","356.79457588899726","337.67509651842516","52.41798304418637","2.896643797366879","9","54","0","1","0","1"
"301","301","2","26","557.0535647946683","108.388461138114","7919.530903300368","75.20204704783987","3.8839945661653235","2874.9571440952013","526.0","108.0","7328.0","357.5083951100093","337.52396690501865","59.11479175192028","2.896643797366879","9","54","0","1","0","1"
"302","302","2","25","565.0716016581243","108.4969846395899","7229.319924677714","68.70273923664435","3.9483745745980032","3295.021480663407","547.0","108.0","6931.0","356.8091061568923","338.22900242215854","64.05506229285827","2.896643797366879","9","54","0","1","0","1"
"303","303","2","24","563.6096758515472","107.6456293493668","7607.083430216856","76.43716612447992","3.7948554993927774","3208.451918718618","532.0","107.0","7359.0","356.380395206754","338.37092471444345","64.01761027752548","2.896643797366879","9","54","0","1","0","1"
"304","304","2","23","610.7830193032121","107.99357172930837","12013.717773678154","76.03298568146104","3.8386084311018944","5961.25671452274","595.0","108.0","9529.0","358.0949833956432","339.80010987442876","67.68370032025568","2.896643797366879","9","54","0","1","0","1"
"305","305","2","22","584.4333305958787","107.47708286244873","10855.315249323474","65.48471318682871","3.866586721966281","4864.172558194778","564.0","107.0","9726.0","357.30342020743757","346.2366851016621","64.46078738404549","2.896643797366879","9","54","0","1","0","1"
"306","306","2","21","609.6521566933922","107.66162131669886","11951.639521712226","63.93831918453482","3.8024037572876273","5778.358480183724","579.0","107.0","9268.0","357.8059915826786","351.5355729986981","59.49275601913657","2.896643797366879","9","54","0","1","0","1"
"307","307","2","20","581.966260772559","107.49032118980081","12862.441525165936","59.210595512312636","3.547957004195864","6720.831683262596","566.0","107.0","8746.0","358.4382962155606","358.82981297856","53.46947400497648","2.896643797366879","9","54","0","1","0","1"
"308","308","2","19","551.2059199014335","107.35307931812658","10310.624385109784","51.90292841670679","3.836742342458434","3557.3687377567494","530.0","107.0","8600.0","358.13144884519056","366.6890576647083","55.81668659473224","2.896643797366879","9","54","0","1","0","1"
"309","309","2","18","542.1481099677773","107.07791892888606","9369.58535822788","69.1181151149266","3.765818522233601","4763.302206023478","518.0","107.0","7230.0","356.49358264637266","373.98436109739146","53.81032066665819","2.896643797366879","9","54","0","1","0","1"
"310","310","2","17","571.5107644421369","107.2173192200644","8682.54876484716","64.39583318640622","3.7049694646664935","4065.0226824977076","548.0","107.0","7310.0","357.81767197340713","380.98696249933255","58.63661157291778","2.896643797366879","9","54","0","1","0","1"
