"Label","ID","Spot N links","Spot frame","Spot gaussian-filtered intensity","Spot gaussian-filtered intensity","Spot gaussian-filtered intensity","Spot gaussian-filtered intensity","Spot gaussian-filtered intensity","Spot gaussian-filtered intensity","Spot median intensity","Spot median intensity","Spot median intensity","Spot position","Spot position","Spot position","Spot radius","Spot track ID","Track N spots","H","HtoL","adaxials","checked"
"",""," "," ","Mean ch0","Mean ch1","Mean ch2","Std ch0","Std ch1","Std ch2","Median ch0","Median ch1","Median ch2","X","Y","Z"," "," "," ","Tag","Tag","Tag","Tag"
"","","","","(Counts)","(Counts)","(Counts)","(Counts)","(Counts)","(Counts)","(Counts)","(Counts)","(Counts)","(micron)","(micron)","(micron)","(micron)","","","","","",""
"418","418","2","43","178.3124037951214","119.30144787015226","7750.708157783332","17.684565994984514","7.515578345389106","2891.5410813133212","169.0","117.0","7385.0","331.1187037535903","320.4643041539263","27.496071129268064","3.03802564467557","15","36","0","1","0","1"
"419","419","2","44","217.97590593478927","116.6674796296729","10440.891546956696","22.633841733864124","6.066896455043437","4867.907802573211","217.0","117.0","8661.0","333.4164787321863","324.7952035635762","26.933584895068847","2.7618414951596093","8","38","0","1","0","1"
"420","420","2","44","353.3741350829516","156.31581836670097","5159.3218141435245","56.1633438350098","14.488584336729573","1390.8777957672526","357.0","155.0","4851.0","393.7745631064699","305.0161957600958","30.779387477250935","2.7618414951596093","10","39","0","1","0","1"
"421","421","2","40","188.87281895400062","117.8290758227101","8871.815858201713","18.45992593979682","8.496912437454796","2330.3181126058853","191.0","117.0","8536.0","396.3803685821158","328.33040297912066","43.45212626393234","2.7618414951596093","6","28","0","0","0","1"
"422","422","2","44","252.41992158166082","126.28533315895915","10722.143053499534","31.53733542162661","8.783268857038406","2924.1189651180634","248.0","127.0","9653.0","397.8918913334968","309.13752536058695","37.18342648924682","2.7618414951596093","7","39","0","1","0","1"
"423","423","2","44","147.93607346805973","124.49419843810406","11120.674874319595","11.381511822474595","8.120587419951045","4092.5763447824197","149.0","124.0","11383.0","389.37969210215283","284.7269735936002","48.88406322948221","2.7618414951596093","4","44","0","1","0","1"
"424","424","2","45","145.7645832630414","128.97218448637017","13655.286807692733","10.595322748054945","9.250240759490778","5027.618760655606","145.0","128.0","12042.0","388.83650224342006","283.77015622179164","48.89133428808998","2.7618414951596093","4","44","0","1","0","1"
"425","425","2","46","141.86966623742114","130.62617465515123","14118.845264936224","9.763392338070487","9.685047170301539","5466.041279265818","141.0","129.0","12196.0","389.6581968055911","282.68104106512055","48.92479191279431","2.7618414951596093","4","44","0","1","0","1"
"426","426","2","47","137.35582658211672","131.16368598750782","13817.61529394013","8.922518205777429","9.276151972514183","5184.07942786122","138.0","131.0","12586.0","388.1752937178535","279.3586361626859","43.821724369834385","2.7618414951596093","4","44","0","1","0","1"
"427","427","2","48","136.7101765714481","131.8284114535848","12741.735049223958","9.319751333657695","9.17758941274799","4676.640806384608","137.0","130.0","12952.0","388.1752937178535","279.3586361626859","43.821724369834385","2.7618414951596093","4","44","0","1","0","1"
"428","428","2","49","133.16847154976801","134.37440861629827","13894.611995862364","8.529667911445266","9.925162226794042","5198.476538710581","133.0","134.0","13090.0","390.1862143882829","272.241583519948","45.82044515314161","2.7618414951596093","4","44","0","1","0","1"
"429","429","2","50","131.01492958552703","138.91135430841692","12809.46511091186","8.306976702588555","11.298109843601821","2962.532101011699","131.0","138.0","12431.0","391.9787504365396","264.5560376132185","49.96258803733349","2.7618414951596093","4","44","0","1","0","1"
"430","430","2","51","129.59569384796794","140.0133691219892","12710.585794407354","8.211474468160127","11.761911920286057","6518.94869160737","130.0","138.0","10115.0","391.4531151389624","257.1860290481104","50.08256817664132","2.7618414951596093","4","44","0","1","0","1"
"431","431","2","52","128.64832829460968","138.34274634832175","9538.970870047437","7.9671502415186275","10.502004592433687","1759.3383612693024","128.0","135.0","9520.0","392.28302672975946","253.09499460946927","50.168783243375465","2.7618414951596093","4","44","0","1","0","1"
"432","432","2","53","128.99625814980948","139.16377002019607","9466.624698582875","8.128498937771568","11.105988909808264","2593.326251568434","129.0","136.0","8990.0","391.1985145187998","250.49910548358633","50.195315688325046","2.7618414951596093","4","44","0","1","0","1"
"433","433","2","54","126.74688186353634","137.88053421920432","9497.158844999303","7.735242573064518","9.797933605866179","1966.738711599844","127.0","139.0","9014.0","391.1985145187998","250.49910548358633","50.195315688325046","2.7618414951596093","4","44","0","1","0","1"
"434","434","2","55","126.64896015951466","145.25471950755178","11114.735459018686","7.551166852652206","11.172722356566938","3128.5429362085574","127.0","146.0","9844.0","392.1529251599193","250.77491440060612","50.20717150761625","2.7618414951596093","4","44","0","1","0","1"
"435","435","2","56","125.12621886237146","148.80406527196334","9494.336066397887","7.599789152099937","12.403872335607966","2538.7560068642147","125.0","148.0","9611.0","392.26831116750543","251.58743300652586","53.37009078990026","2.7618414951596093","4","44","0","1","0","1"
"436","436","2","57","124.60832023534965","148.29128410185496","9026.735825182104","6.846025636843068","12.260086795702954","2514.225033539245","125.0","145.0","8581.0","393.09299374008594","249.4067108382293","53.42273293897907","2.7618414951596093","4","44","0","1","0","1"
"437","437","2","58","123.81514778724323","151.89218985869735","9652.615597368804","7.144783797703226","12.073658502965568","2751.3759552034116","124.0","149.0","9248.0","393.40514134600835","249.6465759514113","57.569546372541566","2.7618414951596093","4","44","0","1","0","1"
"438","438","2","59","126.07265391934715","147.48359607277678","9626.627261690672","7.2729441631268354","11.626333505026714","1944.614537971059","126.0","148.0","10006.0","393.82574956660625","248.3606073729999","59.5335288008842","2.7618414951596093","4","44","0","1","0","1"
"439","439","2","60","123.98016332267608","149.22829522791568","9639.224785302695","7.21951921105019","12.098899431786462","2084.4837357765937","124.0","148.0","9625.0","395.0511948851404","249.31950129060374","59.538151992551306","2.7618414951596093","4","44","0","1","0","1"
"440","440","2","61","122.73631472020966","150.5669753067567","10650.664319772372","6.493401224847006","11.215563423153702","1587.8765472394114","121.0","150.0","10802.0","395.1578337623576","247.9314700145194","57.644589046727404","2.7618414951596093","4","44","0","1","0","1"
"441","441","2","43","151.03901690082395","119.94404184064948","9805.345924340281","10.682337428050417","7.334146333025306","3356.671388936472","150.0","117.0","10054.0","387.3301161635512","287.9503958371517","50.09348366629456","2.7618414951596093","4","44","0","1","0","1"
"442","442","2","42","159.43128361541375","120.23486399397406","8009.767343895179","11.897223850750919","7.18273589478692","3335.6349614641085","160.0","121.0","8028.0","388.7530166454776","288.810359401304","52.26998312414801","2.7618414951596093","4","44","0","1","0","1"
"443","443","2","41","163.68221035335515","118.44692368890585","9629.58584175174","11.777574644735372","6.443751875537452","2987.989296266205","164.0","118.0","9376.0","387.70359601078144","290.2840625236718","49.36176667962416","2.7618414951596093","4","44","0","1","0","1"
"444","444","2","40","170.51227784637007","118.4943000047242","8212.88917743861","12.0912208588581","6.695198897927586","4170.881644279994","171.0","118.0","6748.0","388.8024988860289","291.1937534866052","52.13331961315255","2.7618414951596093","4","44","0","1","0","1"
"445","445","2","39","181.5142115431337","117.09672426407921","9188.736774223877","14.520333404074597","6.621323715525263","3599.3375153483044","183.0","116.0","7779.0","387.78772135755753","296.39966201394736","52.131405866491605","2.7618414951596093","4","44","0","1","0","1"
"446","446","2","38","184.10770097759303","115.84084279618976","4457.3071742877855","14.479465350961343","5.794913567039695","1381.2588081259248","186.0","116.0","4149.0","387.056184673625","302.1238996629164","56.56937948700343","2.7618414951596093","4","44","0","1","0","1"
"447","447","2","37","193.0120157561028","114.11950752748119","5387.339562135183","13.777047917991347","5.854553470184216","3083.510773287778","197.0","114.0","4561.0","384.59675844539265","306.469886144978","60.55360361521284","2.7618414951596093","4","44","0","1","0","1"
"448","448","2","36","202.87136476474444","113.65653601529061","4134.9302541125235","17.392269495066103","5.736404074063932","778.1180060938607","207.0","114.0","4106.0","385.017589473557","311.9617643085992","60.15107175005166","2.7618414951596093","4","44","0","1","0","1"
"449","449","2","35","219.77221456689168","112.07888865873387","4149.897472831301","21.49854365497248","5.016435500575415","707.1526456210931","224.0","112.0","3927.0","383.92690156671017","318.13943768807167","61.46037895620835","2.7618414951596093","4","44","0","1","0","1"
"450","450","2","34","238.51282400140988","112.59805213604389","3842.570514571832","22.09471106550844","5.338667600865167","744.3200268507738","246.0","112.0","3637.0","380.8006306875359","324.3108033805007","63.16840062907402","2.7618414951596093","4","44","0","1","0","1"
"451","451","2","33","258.96152922933857","110.99902763064458","3939.4598322822117","20.809281654206146","4.832509744351413","809.7102992575677","261.0","111.0","3726.0","379.76988444442173","331.1531526043222","61.18513509153293","2.7618414951596093","4","44","0","1","0","1"
"452","452","2","32","262.9891818038377","110.04861414790706","4971.342179743248","23.078054578704943","4.588576270298612","1643.7910425030425","266.0","110.0","4373.0","379.3858073379613","332.509941938631","64.20476933765488","2.7618414951596093","4","44","0","1","0","1"
"453","453","2","31","266.8216000458653","108.7187487892411","4709.997930828499","21.56298037257709","4.425727746907233","1643.3886721422907","269.0","108.0","4229.0","378.49700131383815","331.49552950612264","70.30709118152708","2.7618414951596093","4","44","0","1","0","1"
"454","454","2","30","281.5330121334569","108.23703794460545","4246.641686817395","24.87909357482441","4.0314808363343495","1239.9187039731298","285.0","108.0","3925.0","376.5468829559981","332.44330688861896","66.9616009308213","2.7618414951596093","4","44","0","1","0","1"
"455","455","2","29","289.735324763709","107.87051449513949","4167.436817795824","24.495593680539592","3.901205766523943","885.526455142558","295.0","108.0","3916.0","376.8418330235014","331.86263872945","68.94376831404028","2.7618414951596093","4","44","0","1","0","1"
"456","456","2","28","294.003913287905","108.09184237034087","4881.262487314703","25.416395741427113","4.075274300770187","2401.478904172586","298.0","108.0","3865.0","376.52572435458205","332.71934508106904","67.39782816512007","2.7618414951596093","4","44","0","1","0","1"
"457","457","2","27","292.4667384698657","107.84413895466099","5705.9963813380045","25.466039554219886","4.008614037635196","2006.797715528941","301.0","107.0","4755.0","376.71946248217665","332.5605969484991","69.24931539053763","2.7618414951596093","4","44","0","1","0","1"
"458","458","2","26","286.1022029213203","106.94661977228074","4933.805867007807","23.479436387750173","3.5652029306063655","1701.7758969673075","289.0","107.0","4229.0","375.1298611834256","331.5862593415461","77.68893846230884","2.7618414951596093","4","44","0","1","0","1"
"459","459","2","25","288.2698062800271","106.98494231496333","4979.2356205963015","25.63177041254491","3.6083756023887035","1858.7091719583143","295.0","107.0","4252.0","374.14631995401754","331.7414293168385","86.12817582943902","2.7618414951596093","4","44","0","1","0","1"
"460","460","2","24","297.11212238925157","106.6838097029841","4128.812578750414","24.784465371646622","3.5900852557730025","882.9727058684214","301.0","107.0","3961.0","373.3549384068801","332.30878930779653","81.15794654442163","2.7618414951596093","4","44","0","1","0","1"
"461","461","1","23","303.2859941880095","106.43541989960627","3769.861246171407","27.61780030486887","3.7781275299026573","721.6445691655623","301.0","106.0","3673.0","373.21582795216693","331.6297892758535","85.05990574404947","2.7618414951596093","4","44","0","1","0","1"
"462","462","2","62","122.51457759397104","148.99737407988695","12747.583797625655","6.93087322661631","11.811857306720983","3201.9336241735996","123.0","146.0","12438.0","395.1623996629331","246.4302799267366","57.64477227543726","2.7618414951596093","4","44","0","1","0","1"
"463","463","2","63","122.74877664699345","155.0884425544118","13407.965905676167","7.3651474740302145","11.903508743726192","3224.664490685323","123.0","155.0","13303.0","394.9606109592767","245.63218671236874","53.33873762813374","2.7618414951596093","4","44","0","1","0","1"
"464","464","2","64","122.19822745843766","157.237878606665","16913.39187232367","6.643079264790075","12.63287182459592","7046.4759037841495","122.0","157.0","13096.0","395.96171074280153","242.59653533916463","56.25708448885492","2.7618414951596093","4","44","0","1","0","1"
"465","465","2","65","121.44291292258607","160.28456667210335","15553.257855085469","6.5210829353903765","13.319357833619005","5501.151213428797","121.0","159.0","13372.0","396.49714843915046","239.34200768298345","54.91753983437487","2.7618414951596093","4","44","0","1","0","1"
"466","466","1","66","119.83243099335112","159.26529587242007","13100.871332772787","6.639027056574668","13.731755261876263","4073.2603255379886","120.0","157.0","12921.0","399.8373346523208","231.67308828118462","57.41457849098671","2.7618414951596093","4","44","0","1","0","1"
"467","467","2","45","228.523704474776","127.83944928373488","10280.261499050905","25.646835248467006","10.065784944899022","3321.3404193819456","226.0","129.0","9432.0","397.4477948581932","308.4976755680405","36.79928533197966","2.7618414951596093","7","39","0","1","0","1"
"468","468","2","46","207.46384258927012","133.91521726199642","9589.055005590786","22.937355039858964","11.74950304606068","3278.9042209119198","206.0","135.0","9509.0","397.5905330526559","306.17846764608015","36.84481197717439","2.7618414951596093","7","39","0","1","0","1"
"469","469","2","47","191.22644764363207","134.08805100690907","7034.368810127355","18.14931097390929","9.70484201821351","2768.155086360675","186.0","136.0","5868.0","396.06571417937477","303.47014445885407","32.023484414165885","2.7618414951596093","7","39","0","1","0","1"
"470","470","2","48","174.66360143168353","137.61183869890885","7915.291970809367","17.267382278685353","13.554048466552159","4722.501477085493","169.0","135.0","6560.0","397.4629718989468","301.3499306350532","30.590864906262965","2.7618414951596093","7","39","0","1","0","1"
"471","471","2","49","165.73100019841792","146.26517029959476","5341.111150444604","14.490487944650189","12.856937538400153","984.7732556844372","166.0","146.0","5148.0","397.47711560163197","296.6431748065333","32.29818856644045","2.7618414951596093","7","39","0","1","0","1"
"472","472","2","50","156.4684954958706","144.7110010161148","5615.263549252711","13.474572651906435","12.5209547106425","1016.1206963438508","155.0","146.0","5266.0","398.7170567435192","288.5266458933861","36.860814330453614","2.7618414951596093","7","39","0","1","0","1"
"473","473","2","51","144.04326485439512","151.2044482336025","5462.428159053035","10.63688486099328","12.315229710248772","1050.9905731107476","143.0","153.0","5303.0","397.9196407823294","280.8826549455454","36.9665488156812","2.7618414951596093","7","39","0","1","0","1"
"474","474","2","52","138.6965656449872","155.40654988217346","5843.534631910034","9.841364726475371","12.723140041268149","1124.7224014956398","138.0","156.0","5576.0","399.2980940565021","275.5656405413088","37.10766868099638","2.7618414951596093","7","39","0","1","0","1"
"475","475","2","53","135.52576523799664","155.31571930378936","5890.2482381647305","9.879039389528414","16.491318030296057","1317.285059221927","134.0","153.0","5444.0","398.87393781099104","273.45725604912633","37.6155160950289","2.7618414951596093","7","39","0","1","0","1"
"476","476","2","54","132.64148813143092","155.15103149587358","4799.806633057678","8.798315653575353","15.19109169673847","824.2465405654945","132.0","157.0","4576.0","398.7365113552967","272.92878673010506","34.60125571581575","2.7618414951596093","7","39","0","1","0","1"
"477","477","2","55","129.16634424498181","160.98237121449017","4279.98950539968","8.20545618764113","14.594866424399596","889.1797874693373","129.0","162.0","4169.0","398.60664330945497","272.7012914519583","35.817382397250505","2.7618414951596093","7","39","0","1","0","1"
"478","478","2","56","128.16161671726672","168.1103610621239","4722.02540353177","7.968674587596685","14.252869597652808","1293.9330170177059","127.0","170.0","4536.0","397.23044143456053","272.13446668927656","39.23084733506466","2.7618414951596093","7","39","0","1","0","1"
"479","479","2","57","125.96501167150751","172.437078121554","8540.648806724743","7.363746352916811","16.53573281671217","3338.501432790632","124.0","171.0","7692.0","397.9202283235987","269.2712831724785","39.30500436604247","2.7618414951596093","7","39","0","1","0","1"
"480","480","2","58","124.04930132541948","165.4504132963884","8893.385737569282","7.009482922230208","16.677542124120926","4010.079055058235","123.0","167.0","7951.0","399.0841256205384","269.41497301483355","42.26631317288549","2.7618414951596093","7","39","0","1","0","1"
"481","481","2","59","126.13462018971815","170.39102845914778","7515.082663677354","7.403827474426584","15.68350333505226","3029.4752370287724","126.0","172.0","7347.0","398.5812511489212","269.11872611834707","43.97152547780534","2.7618414951596093","7","39","0","1","0","1"
"482","482","2","60","123.68389830307441","174.9529747799428","5398.379679814746","7.451217940960096","17.19535709134001","1671.0173878520395","123.0","176.0","5059.0","400.03938853204806","269.9646042859257","45.66940972591483","2.7618414951596093","7","39","0","1","0","1"
"483","483","2","61","121.2639114045023","170.55481533991627","4799.897992724416","6.857057668781517","20.10307125467962","1193.276002097478","120.0","172.0","4830.0","400.5005831518099","269.7603722149828","41.443409186538474","2.7618414951596093","7","39","0","1","0","1"
"484","484","2","62","122.3642988883027","177.43547974971517","5502.83390524019","7.1455085955507345","17.833726546553493","2311.8227585480863","122.0","180.0","5124.0","399.9164767243333","268.05070485845346","44.61787807846454","2.7618414951596093","7","39","0","1","0","1"
"485","485","2","63","120.42047839117821","172.65108905483487","8685.910431262904","7.085166150874864","16.656832627311793","3565.0735909123578","121.0","174.0","8992.0","401.4223315293112","265.6000726607107","44.739569639688106","2.7618414951596093","7","39","0","1","0","1"
"486","486","1","64","119.59649068561322","176.35709183666717","14280.783436789128","6.481273091718645","15.742076584560358","5318.253642147922","120.0","176.0","13096.0","400.808767019542","262.1791920457245","45.774281017123585","2.7618414951596093","7","39","0","1","0","1"
"487","487","2","43","283.25471144040057","128.4178108762579","9615.821060078051","39.31480807255106","9.033186490618732","2456.5059050845975","268.0","128.0","9005.0","395.9558792963056","310.0611072559207","39.23855479176254","2.7618414951596093","7","39","0","1","0","1"
"488","488","2","42","318.0358140560844","124.00741097866334","7943.565885908791","46.71051908956405","8.784083298924807","3169.2070013630355","302.0","123.0","7817.0","397.54251097416596","311.00832589413073","40.61480529401458","2.7618414951596093","7","39","0","1","0","1"
"489","489","2","41","378.02766041556896","121.67920683578568","8446.539615544163","60.617909371364874","7.811604214378358","3881.404237231713","353.0","121.0","8348.0","397.5186556569643","312.40711537835307","39.60482770386826","2.7618414951596093","7","39","0","1","0","1"
"490","490","2","40","390.05999694925805","117.766870841439","7442.3139961590705","68.9453732619184","7.507934401906715","2465.0545394855076","385.0","118.0","7217.0","396.98569314849163","315.5955633804584","41.98574293545513","2.7618414951596093","7","39","0","1","0","1"
"491","491","2","39","485.2050307043503","118.10424891608959","6905.946588651904","82.95769710151488","6.773551013266707","2207.489653669608","444.0","118.0","6811.0","398.07036828828785","317.6463145842848","42.00688204780279","2.7618414951596093","7","39","0","1","0","1"
"492","492","2","38","494.8782600245106","115.65139681738904","8625.417367184491","91.56687888503895","6.931127444421056","3728.0044711112077","479.0","116.0","7362.0","397.03868521420725","323.06729572569077","44.59815811120393","2.7618414951596093","7","39","0","1","0","1"
"493","493","2","37","509.9138239382735","115.44809259420923","7551.438077074526","83.76747152752714","6.65239028063273","3133.301936173271","501.0","115.0","6491.0","393.789140394508","329.5872817643299","49.13427768407723","2.7618414951596093","7","39","0","1","0","1"
"494","494","2","36","548.4779808960541","113.057831845966","8587.053462649212","96.99510850032486","6.2392579599087075","2854.6964109636724","563.0","113.0","7156.0","392.00324614867804","334.7659344768791","48.95034728803002","2.7618414951596093","7","39","0","1","0","1"
"495","495","2","35","516.6076963607475","112.43117652282915","8393.65080335781","84.50562967073773","5.7076705091153475","3459.9909848210505","509.0","112.0","7713.0","391.1683568443383","341.039683750954","48.7972037012144","2.7618414951596093","7","39","0","1","0","1"
"496","496","2","34","534.1254989424742","111.42695199869203","8747.131704248857","89.9481890626476","5.201320088197349","4328.245453491524","535.0","111.0","7130.0","390.19831036655074","346.9977117436619","53.546353588283736","2.7618414951596093","7","39","0","1","0","1"
"497","497","2","33","520.9586755417664","109.49544512962562","6605.447662062893","104.64614416715915","4.511608231366104","1911.4471535918958","527.0","110.0","6296.0","388.50445617476345","354.3977132802088","53.77037709946141","2.7618414951596093","7","39","0","1","0","1"
"498","498","2","32","508.85097130688456","108.30651696443624","10084.556101307413","115.20286081455335","4.655448842134716","3234.3223619203663","501.0","108.0","9164.0","389.8764556862577","354.78947607028044","55.18154744374448","2.7618414951596093","7","39","0","1","0","1"
"499","499","2","31","509.5014153091011","108.54587998061379","6793.612868945694","101.31691785211756","4.514959292001121","1792.8690799457722","508.0","108.0","6192.0","387.5008886034173","353.8662091362029","60.790323752621745","2.7618414951596093","7","39","0","1","0","1"
"500","500","2","30","464.71826371308447","107.78458367396975","7064.656292237384","74.93700982462532","3.994550185572906","2455.1448183021475","455.0","108.0","6080.0","387.0108902707934","353.90413040210706","58.24052502103631","2.7618414951596093","7","39","0","1","0","1"
"501","501","2","29","381.0174319933393","107.17468087541984","7648.206877656598","68.45639195446186","3.9607570284791906","3037.835472308015","375.0","107.0","6919.0","387.48876134670746","352.3539851394629","59.621340501228424","2.7618414951596093","7","39","0","1","0","1"
"502","502","2","28","332.2735427886791","107.01378685065916","8248.992961638025","51.20227987311983","3.7030775178804847","3512.409920631419","332.0","107.0","7259.0","387.29259047161867","352.51219246323853","57.7700631562492","2.7618414951596093","7","39","0","1","0","1"
"503","503","2","27","290.32940563690147","106.47179480790098","11572.657389165988","43.606285067151646","3.686361692345504","3814.754502746389","287.0","106.0","9942.0","387.2204535990532","353.47239609218343","59.512424278249334","2.7618414951596093","7","39","0","1","0","1"
"504","504","1","26","267.04375079577176","105.88078849933981","10857.187423399611","34.056488962051006","3.5384658059203287","2831.846322681957","271.0","106.0","10919.0","386.09860267588937","352.73822744202386","67.46882536994607","2.7618414951596093","7","39","0","1","0","1"
"505","505","1","39","197.5838453744919","118.06017062187286","9697.356258376934","20.951166168689056","7.449124100239162","1797.0775619323067","199.0","118.0","9679.0","397.18799229146936","332.01756768612813","43.43021106583084","2.7618414951596093","6","28","0","0","0","1"
"506","506","2","45","307.91741257942897","159.6668095228782","4013.8922282361377","54.598146524305015","17.326594555584244","909.3839405465677","310.0","160.0","3815.0","393.3676322936855","303.37890853359823","30.836674764134283","2.7618414951596093","10","39","0","1","0","1"
"507","507","2","46","286.7600868476901","168.06132916163594","3834.3847983832566","47.094158012023996","18.683598409290585","426.9228775459148","284.0","170.0","3870.0","392.5521603806487","301.8760372602595","30.858271155747886","2.7618414951596093","10","39","0","1","0","1"
"508","508","2","47","256.79779707176124","183.54063125406603","4679.882724810186","46.13852845773566","21.23015333444015","824.2829101599036","246.0","183.0","4650.0","390.5843862952077","299.4162285017082","27.090291501259838","2.7618414951596093","10","39","0","1","0","1"
"509","509","2","48","233.31915559495192","189.55182740674164","5181.524794268315","32.70491876310061","19.923062734425848","1571.9983706890905","230.0","187.0","4604.0","390.9939183415945","298.1915336687608","27.183199739393025","2.7618414951596093","10","39","0","1","0","1"
"510","510","2","49","212.16084493206958","196.67996250311666","4991.3375853268235","26.628349391803994","22.837262899885303","1679.206495333306","200.0","194.0","4689.0","392.51934028303396","292.5199289779299","29.06041839420859","2.7618414951596093","10","39","0","1","0","1"
"511","511","2","50","195.27069027978044","196.08490144312373","5117.372486153689","26.144077696166825","26.679599588676282","1026.9718448187728","188.0","192.0","5096.0","394.28507335943146","284.4296908848543","31.452642282160706","2.7618414951596093","10","39","0","1","0","1"
"512","512","2","51","172.93571854717104","194.2701794417563","5055.098339387461","18.797602529218544","22.59425810942325","1279.5349588066138","171.0","201.0","4833.0","394.78188257126186","277.17175571791125","34.910060862482645","2.7618414951596093","10","39","0","1","0","1"
"513","513","2","52","159.24466272971534","209.99614607039808","6470.3435449380595","15.747760932263606","23.543539861907423","3396.801237110087","156.0","209.0","5601.0","394.7664818408849","272.14615618741686","34.267185873246476","2.7618414951596093","10","39","0","1","0","1"
"514","514","2","53","150.5011465116375","214.37798533560175","10530.903977991158","13.982097163536908","25.437591333637027","6166.514998050876","148.0","211.0","10213.0","393.27242030174045","268.3233274498362","34.362804572758535","2.7618414951596093","10","39","0","1","0","1"
"515","515","2","54","139.7056265318877","220.31246605117167","11900.665449214917","11.48383154477034","27.744783793192376","3595.713894765841","136.0","219.0","11729.0","391.9842780642107","267.8706776475226","31.938870418871822","2.7618414951596093","10","39","0","1","0","1"
"516","516","2","55","137.44176069275824","229.02476344200122","11371.158759566719","9.364432385299","24.730748428557767","3725.4098868275623","137.0","229.0","10595.0","392.83808416394766","266.12070607872187","33.816749023116","2.7618414951596093","10","39","0","1","0","1"
"517","517","2","56","134.9305361498698","239.45759017842514","11580.05795405339","9.143944112947356","30.491468001959753","3032.8557402596116","133.0","237.0","11888.0","392.74789677990617","267.2286167801842","35.417732156946656","2.7618414951596093","10","39","0","1","0","1"
"518","518","2","57","129.14041638857128","226.77668307762357","13137.552829131602","8.09833468504301","29.84770134400166","5108.660028197721","128.0","231.0","12126.0","393.5056825762241","264.56753096273246","36.76326161122438","2.7618414951596093","10","39","0","1","0","1"
"519","519","2","58","127.2624316271044","245.06190634872655","13934.318857550443","8.199728854181489","26.591987282787354","4036.2172008819934","126.0","242.0","13804.0","391.9358634841841","264.2120020069981","39.2271172257651","2.7618414951596093","10","39","0","1","0","1"
"520","520","2","59","125.48049651594653","237.20323947222244","15348.611955659058","7.7309300091159106","26.386296710910333","6236.201335823494","125.0","233.0","12624.0","392.3251320309339","263.2255675005058","40.76534911351003","2.7618414951596093","10","39","0","1","0","1"
"521","521","2","60","124.60063558521058","246.81657074888156","14566.436415950233","7.159257094352329","25.13667845841927","5934.057776177699","124.0","248.0","12827.0","392.366392959547","264.3380922995777","43.21667647483784","2.7618414951596093","10","39","0","1","0","1"
"522","522","2","61","123.58944507208135","250.25259909962944","13638.757952751086","7.007931239403486","26.19150854722621","3371.402820201134","123.0","249.0","13384.0","392.19392793128094","262.8101085209081","38.90384707658305","2.7618414951596093","10","39","0","1","0","1"
"523","523","2","62","121.76334433858949","260.3188102288177","13006.389391516126","6.560682781441783","26.99532652963172","4530.484061923816","121.0","252.0","12067.0","392.93579206137815","261.54668127214893","42.56409990435127","2.7618414951596093","10","39","0","1","0","1"
"524","524","2","63","121.97831602766215","265.205042116182","13330.431825028756","7.256141360294893","29.21209096046608","4040.3241098678927","121.0","258.0","12389.0","392.3414753674251","260.7207472497128","36.13878167922909","2.7618414951596093","10","39","0","1","0","1"
"525","525","2","64","120.4948411376983","262.0209642371716","11739.023052651084","6.527931529315929","28.999858958654098","4237.224568543886","120.0","261.0","10828.0","391.4359488115542","257.36329034779277","38.34573015617951","2.7618414951596093","10","39","0","1","0","1"
"526","526","2","65","121.48986383791834","269.45551030543646","8174.311035187091","6.708403069052991","26.89036197412235","2352.1871696592398","121.0","271.0","8136.0","390.3509238457294","252.86090621715903","38.50564842239304","2.7618414951596093","10","39","0","1","0","1"
"527","527","2","66","119.76421372257259","259.0129610923681","9199.255291701102","6.3944500122283365","23.771392763070526","1804.7582964331054","119.0","257.0","8759.0","395.12235657036945","245.6596125513987","39.21766513866784","2.7618414951596093","10","39","0","1","0","1"
"528","528","1","67","119.08006947057217","255.4237139466686","9101.119932336667","6.398230041856654","27.358618483656024","2707.492877194343","118.0","245.0","8344.0","392.9080985354281","241.8401750247876","40.854710802670915","2.7618414951596093","10","39","0","1","0","1"
"529","529","2","43","387.4121674425591","153.83566195860055","6455.112223708294","68.05644515867593","14.35781049823176","1570.9726063741866","398.0","153.0","6099.0","392.12479257334695","305.66926427231283","34.24606601322493","2.7618414951596093","10","39","0","1","0","1"
"530","530","2","42","412.04342387341245","143.57545059457806","6733.301216013621","82.73426899576855","14.721016475613864","2398.805713908826","390.0","143.0","6217.0","393.48386163361215","306.76660172215736","34.30296806286391","2.7618414951596093","10","39","0","1","0","1"
"531","531","2","41","452.1574087056722","138.63198544487798","7676.687286684777","86.49123959643211","11.670723506583814","2122.5948834027254","469.0","138.0","6853.0","393.48095949233635","308.1304864227349","34.255184260696744","2.7618414951596093","10","39","0","1","0","1"
"532","532","2","40","505.79013011338424","133.56456101973413","7761.667899868161","85.02693307557973","10.766528266639986","1608.432021873469","509.0","134.0","7702.0","394.57304020516193","310.71405956516423","35.94940173323653","2.7618414951596093","10","39","0","1","0","1"
"533","533","2","39","561.4447348316017","131.80005989448466","7281.377633895195","115.73067276286116","10.514633388116247","2334.6083678937166","571.0","132.0","6924.0","394.64416417233156","314.94623351190234","34.25580009826915","2.7618414951596093","10","39","0","1","0","1"
"534","534","2","38","531.8853906196786","127.76585442571964","9068.43406110247","107.97277136293899","9.456834518034437","3033.92240286279","499.0","128.0","8587.0","394.18762914190563","318.69320854956163","38.216858796708735","2.7618414951596093","10","39","0","1","0","1"
