"Label","ID","Detection quality","Spot N links","Spot frame","Spot gaussian-filtered intensity","Spot gaussian-filtered intensity","Spot gaussian-filtered intensity","Spot gaussian-filtered intensity","Spot gaussian-filtered intensity","Spot gaussian-filtered intensity","Spot median intensity","Spot median intensity","Spot median intensity","Spot position","Spot position","Spot position","Spot radius","Spot sum intensity","Spot sum intensity","Spot sum intensity","Spot track ID","Track N spots","Honly","HtoL","checked","last peak"
"",""," "," "," ","Mean ch0","Mean ch1","Mean ch2","Std ch0","Std ch1","Std ch2","Median ch0","Median ch1","Median ch2","X","Y","Z"," ","Median ch0","Median ch1","Median ch2"," "," ","Tag","Tag","Tag","Tag"
"","","","","","(Counts)","(Counts)","(Counts)","(Counts)","(Counts)","(Counts)","(Counts)","(Counts)","(Counts)","(micron)","(micron)","(micron)","(micron)","(Counts)","(Counts)","(Counts)","","","","","",""
"269","269","","2","51","134.00885448165306","205.17895804046472","4602.018424327617","8.305038324318076","20.21389275642923","1004.6096041119048","134.0","209.0","4221.0","373.16636101661345","277.52861836729477","31.402188049730444","2.3939204936916356","44381.0","68291.0","1531510.0","12","43","0","1","1","1"
"270","270","","2","50","135.54462919059347","191.84533184333515","5371.747077212242","8.983164927882221","19.735897254841372","1552.4782582196194","135.0","195.0","5034.0","373.69168213874906","286.2890614795327","28.882807215303583","2.3939204936916356","42812.0","61156.0","1669437.0","12","43","0","1","1","1"
"271","271","","2","49","139.41675254432738","182.5532930549707","6943.277786349675","10.294894014106516","17.14278413909128","3705.4547137811","139.0","187.0","5331.0","373.31438856593917","294.49164304341934","25.37635384644554","2.3939204936916356","46822.0","61564.0","2357488.0","12","43","0","1","1","1"
"272","272","","2","48","142.3710639393479","188.36188999151918","7975.467176078376","10.161059892734924","20.534964653534125","3534.4671735200345","142.0","191.0","7095.0","372.36933380904384","300.5420530692301","23.181406350101522","2.3939204936916356","43786.0","58002.0","2426867.0","12","43","0","1","1","1"
"273","273","","2","47","145.5580374791006","183.69677170608696","9065.301129488504","9.972258568467405","17.42521616057084","3030.696790050788","147.0","187.0","8547.0","371.0184990251678","302.52316510585786","22.30297363441713","2.3939204936916356","48300.0","60939.0","3103186.0","12","43","0","1","1","1"
"274","274","","2","46","147.98594187964716","177.7325526548004","9767.165059837744","11.929562325698557","19.353211264754382","3496.838431349086","149.0","183.0","9873.0","371.1749519604802","306.0324568937283","25.288273478309726","2.3939204936916356","48951.0","58955.0","3264645.0","12","43","0","1","1","1"
"275","275","","2","45","160.35512394763202","173.30819849888888","10067.660278650874","14.36209886106419","18.014246428693934","3511.0348769484644","161.0","176.0","8649.0","372.60667938209286","307.80699196109816","24.154848095516325","2.3939204936916356","52231.0","56720.0","3269732.0","12","43","0","1","1","1"
"276","276","","2","44","178.0286623182737","166.54075954328732","8450.52569534094","15.15637305630937","17.905799547374414","2143.4510961325095","178.0","169.0","7849.0","373.27701418826405","310.1107115149592","24.278854503288578","2.3939204936916356","58725.0","55308.0","2861189.0","12","43","0","1","1","1"
"277","277","","2","43","187.9449796558448","162.66408634182403","7626.479624716007","18.850280834042536","15.059169499156448","1878.3272760697532","190.0","164.0","6949.0","371.9337166866106","310.98868964183754","27.192251077938398","2.3939204936916356","59930.0","52258.0","2412865.0","12","43","0","1","1","1"
"278","278","","2","42","196.93536477380073","157.42482821360687","9884.372994598785","20.83788038124399","13.723654356067167","3190.230668969377","198.0","160.0","9078.0","371.1247079604218","313.0908188163386","27.56427030125515","2.3939204936916356","60728.0","48931.0","3008449.0","12","43","0","1","1","1"
"279","279","","2","41","211.15588715462056","141.6445331943711","9293.700496824627","22.357623900595208","12.51472887197611","2871.714695062858","212.0","141.0","8710.0","370.9410458189681","315.30037290499774","24.059787875816006","2.3939204936916356","69698.0","46728.0","3001169.0","12","43","0","1","1","1"
"280","280","","2","40","225.09475833627258","141.13473979284734","8947.227208960925","28.733252477834313","10.912049637631293","2753.5065722781524","227.0","142.0","8072.0","370.6092795666502","317.4555398753244","24.13504796480301","2.3939204936916356","73633.0","46358.0","2874545.0","12","43","0","1","1","1"
"281","281","","2","39","257.313486092462","144.83875779298273","9332.160656157092","35.0831669672845","12.037504464146673","3798.607538724254","257.0","148.0","7558.0","370.8730228036149","321.9674641953376","22.999190164139442","2.3939204936916356","79503.0","44899.0","2956068.0","12","43","0","1","1","1"
"282","282","","2","38","253.10654466301824","133.327681629098","7488.504971025177","44.11074099319199","10.372373905110605","3295.395145463338","253.0","134.0","6562.0","369.5134928095796","326.6823282172177","28.71598779876576","2.3939204936916356","83128.0","43829.0","2406404.0","12","43","0","1","1","1"
"283","283","","2","37","305.4728439988936","133.7702262092502","6703.921074215156","43.16111340567081","10.679510722664359","1795.8467976168943","318.0","134.0","5980.0","367.2659543602428","333.84414501183613","30.166896848476284","2.3939204936916356","102075.0","44240.0","2209771.0","12","43","0","1","1","1"
"284","284","","2","36","320.5395188366306","130.79683010022637","6848.814414563888","47.23211626193373","9.777547272519392","2857.8418842232422","329.0","132.0","5627.0","366.76830498176594","337.9886968778489","30.31162778883591","2.3939204936916356","104227.0","42850.0","2229533.0","12","43","0","1","1","1"
"285","285","","2","35","353.75330227300844","128.3263690426559","8555.277447114448","51.349351189418364","9.269915615244312","3594.323206178576","365.0","129.0","8317.0","364.94359059401745","345.2831081620313","30.566354243868847","2.3939204936916356","111264.0","40180.0","2713052.0","12","43","0","1","1","1"
"286","286","","2","34","352.04313063723885","125.13587594412074","8420.860244632444","57.92530691963148","8.385881642424321","3644.0901533622073","371.0","126.0","6868.0","363.21410842776345","351.35868776324776","32.60927354624275","2.3939204936916356","113865.0","40209.0","2725521.0","12","43","0","1","1","1"
"287","287","","2","33","365.5298876964838","124.09282521853079","12105.953260836355","45.42619864000353","8.553502024085757","5996.914566151684","370.0","125.0","10866.0","363.21410842776345","357.6584065995871","32.82926457558938","2.3939204936916356","122173.0","41323.0","4040318.0","12","43","0","1","1","1"
"288","288","","2","32","355.0779947206024","117.69120678364672","9489.84941792864","54.381084092505446","6.646860639300608","4020.8505392141124","362.0","119.0","7582.5","361.96643272706456","360.2743791049014","35.254324212297206","2.3939204936916356","111260.0","36530.0","2930411.0","12","43","0","1","1","1"
"289","289","","2","31","357.58277437303366","117.47207849185712","13528.125882802773","41.258005830689356","6.129447593803222","6401.205323343844","373.5","118.0","12899.5","362.1433215721694","358.97349336138643","39.66955260824574","2.3939204936916356","109454.0","35701.0","4157951.0","12","43","0","1","1","1"
"290","290","","2","30","362.04517995565493","115.3642576842146","10597.95536607974","39.15309304358286","5.852654181791456","3436.203275424464","370.0","116.0","10403.0","361.7389280564589","358.3356240704266","37.75913381559095","2.3939204936916356","120942.0","38433.0","3507898.0","12","43","0","1","1","1"
"291","291","","2","29","346.7601165695041","113.44082522876099","9945.200053337236","34.32021712929319","5.801987260720203","4298.311372161187","356.0","113.0","10878.0","362.05484779237395","358.3769812268256","39.81251585949697","2.3939204936916356","105765.0","34271.0","3067744.0","12","43","0","1","1","1"
"292","292","","2","28","339.7583817366535","111.95874528461195","7214.514442894097","39.581001443522425","5.300299978273288","3401.2686529037974","351.0","112.0","5253.0","362.8446471321614","358.6754568794172","37.138535980594945","2.3939204936916356","109858.0","35965.0","2387602.0","12","43","0","1","1","1"
"293","293","","2","27","324.0993487662733","111.27622978161588","5911.411246672974","31.502698659721858","5.2754509054002146","2570.9739613614065","329.0","112.0","4866.0","362.24453438702835","357.9873734460976","39.20917420857783","2.3939204936916356","106343.0","36522.0","1904138.0","12","43","0","1","1","1"
"294","294","","2","26","315.3910965582064","109.64178022054864","5169.165428092598","34.007794605915045","4.753851028185173","919.0205918836405","327.0","109.0","5061.0","362.4940226730833","357.46545937146703","46.09311183500509","2.3939204936916356","101366.0","35012.0","1680004.0","12","43","0","1","1","1"
"295","295","","2","25","295.73522345195784","109.1577040689387","4528.763919309309","27.32252427222261","4.52705802017584","600.9614459118403","305.0","110.0","4519.0","362.6936285676936","357.7235858485905","51.938605157969675","2.3939204936916356","92103.0","33845.0","1402548.0","12","43","0","1","1","1"
"296","296","","2","24","322.6680175458545","108.65462414027049","4341.552421932776","36.625240471594346","4.227858890079394","558.4092524770706","332.0","108.0","4116.0","363.58686793815804","358.4458432740739","49.222753700837316","2.3939204936916356","104264.0","34694.0","1394486.0","12","43","0","1","1","1"
"297","297","","2","23","317.3026064679543","107.46043368014743","4823.558935855078","36.51738584691332","3.635272910085172","894.2832018325164","320.0","108.0","4799.0","364.61360660286016","359.04901109237164","54.712705140839205","2.3939204936916356","95730.0","32685.0","1481394.0","12","43","0","1","1","1"
"298","298","","2","22","337.5181429271805","107.32887879055318","4717.225583181412","34.718333156875374","3.7326516303855506","984.6978305527143","341.0","107.0","4421.0","364.34160089655256","365.18961645078514","50.765098496626656","2.3939204936916356","111729.0","35309.0","1550924.0","12","43","0","1","1","1"
"299","299","","2","21","365.8404165249012","106.9840075986195","4842.118200299929","33.389548052733595","3.9524012941499893","1091.1864295782702","364.0","107.0","4362.0","364.13075097043736","370.8772376359569","46.79993924996863","2.3939204936916356","118231.0","34655.0","1565216.0","12","43","0","1","1","1"
"300","300","","2","20","382.14028612228094","106.867961824426","5580.841812807376","38.55911860986626","3.501541364491239","1487.4305832383648","385.5","107.0","5501.0","365.6052178256303","377.1470724095118","42.819700962474435","2.3939204936916356","116769.0","32446.0","1687945.0","12","43","0","1","1","1"
"301","301","","2","19","385.49252467088695","106.99293157425787","5404.619350090224","33.784754302671445","3.754727257672686","979.3710383588851","398.0","107.0","5343.5","364.55238186295543","384.27662541642485","44.41383725517375","2.3939204936916356","116033.0","32047.0","1594928.0","12","43","0","1","1","1"
"302","302","","1","18","423.93753880527083","107.2585473274691","5204.043810018761","41.22227313651762","3.7384387090972826","1036.4592986603375","431.0","107.0","5030.0","364.0280557540201","392.2201497742949","41.80081364375662","2.3939204936916356","139346.0","35362.0","1718586.0","12","43","0","1","1","1"
"303","303","","2","70","128.62528761701398","150.86798276192292","6421.841670431942","8.199758162496721","15.902171040465571","2903.627572084696","128.5","155.0","5395.0","386.04667365333154","286.3831765816527","43.30849500894123","2.8966437973668793","70754.0","82881.0","3588875.0","2","43","0","1","1","1"
"304","304","","2","69","129.16584989817696","149.00925546744918","8753.213373168093","8.258190229541395","14.585527130656633","3205.420470033358","129.0","153.0","7825.0","387.73785263388373","287.8487320704115","42.14496781207125","2.8966437973668793","69244.0","79614.0","4867644.0","2","43","0","1","1","1"
"305","305","","1","80","121.49886852926545","287.91610622646436","9680.636102830273","6.948504409853342","38.26141291984007","2752.533707761749","121.0","305.0","8786.5","381.83569232160045","252.53263920533817","67.67191658296639","2.8966437973668793","66267.0","157161.0","5422637.0","7","51","0","1","1","1"
"306","306","","2","79","122.30667389164577","268.48993405124827","10891.25086003144","6.911003149876185","36.02893674275894","2851.1017244554305","122.0","282.0","10845.0","381.2123379955231","258.2092963448657","70.83013132989703","2.8966437973668793","69202.0","151995.0","6257558.0","7","51","0","1","1","1"
"307","307","","2","78","122.77283560473909","248.72541710587072","11804.312671259944","6.706549067100706","30.44650024380933","4330.848910366372","123.0","262.0","10730.5","384.22331419786224","263.86712483707623","64.05821091879127","2.8966437973668793","70636.0","143666.0","6913033.0","7","51","0","1","1","1"
"308","308","","2","77","123.2921415562663","250.4085543845221","9344.602985587244","7.001391321230073","34.42442965578511","3414.8643254274643","123.0","259.0","8280.5","385.73948429505606","262.2147618700563","65.42542638583475","2.8966437973668793","71826.0","145370.0","5504765.0","7","51","0","1","1","1"
"309","309","","2","76","124.12403125559344","250.04790308433905","10090.935337253313","7.161731564234896","37.757208498293615","3523.922578890081","124.0","257.0","9540.5","387.6593230132675","265.67639755117597","63.78580936651306","2.8966437973668793","71818.0","143820.0","5878410.0","7","51","0","1","1","1"
"310","310","","2","75","124.34853639669386","239.41438501824842","10612.496757850944","7.204093324668279","35.74079861725033","2963.934507315198","124.0","252.0","10849.0","385.6499978807453","268.23691535199356","69.18841075317997","2.8966437973668793","68507.0","131559.0","5805266.0","7","51","0","1","1","1"
"311","311","","2","74","126.10416045755608","225.65961917515972","9504.71821730598","7.212763766435437","33.639322254812015","3039.0491279038265","126.0","236.0","9349.0","386.78354075437727","271.52227514932963","74.96580283277379","2.8966437973668793","67943.0","120078.0","5139713.0","7","51","0","1","1","1"
"312","312","","2","73","127.67010237461028","223.17066855188918","9201.165121564083","7.461667950646781","34.288113614701736","3227.388644011748","127.0","234.5","8190.0","386.30475847283253","272.9992528965021","70.33994641396708","2.8966437973668793","69317.0","120202.0","5238331.0","7","51","0","1","1","1"
"313","313","","2","72","129.10745849044517","209.33552375116545","8880.265066104977","8.098026170590007","32.46109028713615","3084.1388119028634","128.5","217.0","7741.0","388.2098904468244","272.96599869419924","67.58766993316215","2.8966437973668793","69637.0","111343.0","4993186.0","7","51","0","1","1","1"
"314","314","","2","71","131.36796872839713","202.82983746432254","8211.505717371936","8.463579695918817","26.04214284526794","4028.37457136294","131.0","210.0","6730.5","385.6737223667316","275.38652103152043","64.39203745385491","2.8966437973668793","70194.0","107866.0","4679626.0","7","51","0","1","1","1"
"315","315","","2","70","133.07806003461727","188.22195801980484","8446.416943915194","8.727645690166602","22.616639703188284","2897.6052197322856","132.0","193.5","7328.5","385.6737223667316","276.8496102042424","69.51284955838182","2.8966437973668793","77262.0","108910.0","4856957.0","7","51","0","1","1","1"
"316","316","","2","69","134.44994090549818","184.07944233551157","9387.011547378754","9.083392248955928","22.426650336897136","3372.652316163173","134.0","189.0","8287.0","387.13580880501104","278.31236497938806","67.62654244321818","2.8966437973668793","73299.0","100549.0","4838568.0","7","51","0","1","1","1"
"317","317","","2","68","138.67814480911406","174.7387940948744","8583.122950939114","9.630642182034926","21.713635118983074","2620.2677543724058","139.0","180.0","8665.0","387.13580880501104","282.15297405778324","74.57621601364755","2.8966437973668793","78894.0","98840.0","4917836.0","7","51","0","1","1","1"
"318","318","","2","67","141.38792557591225","176.0444351321879","8310.156414757957","9.288822628079357","19.831723784497857","2543.8211835801526","141.0","182.0","7887.5","385.6737223667316","290.9318434916915","70.06150799815256","2.8966437973668793","81084.0","101257.0","4706220.0","7","51","0","1","1","1"
"319","319","","2","66","143.98761496816934","171.26084806798283","8352.088412402876","11.212705490127972","20.368105825354203","2146.8569458365937","145.0","179.0","8266.0","388.47902906647175","295.1282729654134","67.54310504607561","2.8966437973668793","77383.0","91986.0","4503403.0","7","51","0","1","1","1"
"320","320","","2","65","146.55528639859145","163.9619752153946","8379.736920015901","10.633142272939214","19.1036693498536","4831.841867940568","147.0","169.5","7275.5","384.22431639996887","301.876160803977","64.4477476266967","2.8966437973668793","79499.0","89138.0","4550676.0","7","51","0","1","1","1"
"321","321","","2","64","145.8744265343504","161.76099584944336","9247.20028202015","10.207694030504838","18.777632710073327","5207.40725069332","145.0","168.0","8212.5","384.59660131586384","305.7144309312027","64.56243779782692","2.8966437973668793","78648.0","87386.0","5066391.0","7","51","0","1","1","1"
"322","322","","2","63","150.969032604897","160.79737423469177","8489.535141936318","10.54807074984366","17.28659553359077","3638.996562682905","151.0","166.0","7741.0","385.23164530719447","307.7150938095944","61.935392605899644","2.8966437973668793","86439.0","91935.0","4884892.0","7","51","0","1","1","1"
"323","323","","2","62","153.18919562409062","155.02353546243225","9761.272153487767","11.690664570140175","16.835556692311073","4384.068394018871","154.0","157.0","8582.0","385.443326637638","307.7113988982274","68.4985134447422","2.8966437973668793","88342.0","89490.0","5680934.0","7","51","0","1","1","1"
"324","324","","2","61","157.58744834875353","148.31190712585902","6204.313400355161","11.940233063262475","14.734320657669718","1743.196197416112","157.0","152.0","5532.5","387.63428535722437","310.08914114761205","64.89608422057918","2.8966437973668793","89960.0","84364.0","3591285.0","7","51","0","1","1","1"
"325","325","","2","60","162.48517734549426","143.5819139850648","6271.301604130688","11.740133856579368","13.28187415271541","2218.219303820271","162.0","146.0","5506.0","387.63428535722437","312.10088876010474","68.55380715238411","2.8966437973668793","93017.0","82050.0","3530690.0","7","51","0","1","1","1"
"326","326","","2","59","167.5376621156765","141.48243515071002","6277.57024011635","13.316214223575638","12.829498003648991","2965.2178474055677","169.0","144.0","5507.0","386.17353488068824","310.63768848337395","66.44211071336636","2.8966437973668793","95376.0","80554.0","3563271.0","7","51","0","1","1","1"
"327","327","","2","58","178.72341187995315","136.03019572651","7144.112244516133","14.633110553399499","11.853798259675365","2468.22319719441","180.0","139.0","6607.0","386.59956946506185","312.09249683019146","64.58767187595565","2.8966437973668793","96342.0","73137.0","3812608.0","7","51","0","1","1","1"
"328","328","","2","57","182.5665001658484","130.71153046885613","8309.102785731135","14.639109186122676","10.108620362774893","3843.644374975","183.0","132.0","7131.5","385.96452547373127","312.1035815642924","62.68224969693685","2.8966437973668793","101869.0","72957.0","4612801.0","7","51","0","1","1","1"
"329","329","","2","56","182.45664590911943","125.10243206544281","8549.258227226177","14.578654753483479","9.238196698728533","3570.8864086166454","183.0","125.0","7931.0","385.4152828368736","314.1157747801407","61.222380504297405","2.8966437973668793","102916.0","70587.0","4865452.0","7","51","0","1","1","1"
"330","330","","2","55","192.52387927774132","123.0837117026416","6959.956200784892","18.44574769381598","8.568488862070419","1674.7814876483574","192.0","122.0","6834.5","386.82735117321516","311.67085305732036","56.11439998411856","2.8966437973668793","111277.0","71093.0","4020627.0","7","51","0","1","1","1"
"331","331","","2","54","191.71616234171276","120.59182182254142","8498.806989553243","15.031642109286969","7.077258710882204","2674.9682471177084","194.0","122.0","8464.5","384.9515075640529","312.45971730883497","57.41160318872383","2.8966437973668793","109226.0","68729.0","4776259.0","7","51","0","1","1","1"
"332","332","","2","53","202.12474498235323","118.34465336459446","9904.094370705856","16.150783457491755","6.994469524248074","2724.452899149635","204.0","119.0","10060.0","384.9515075640529","312.45971730883497","60.799020395868375","2.8966437973668793","117999.0","69206.0","5828107.0","7","51","0","1","1","1"
"333","333","","2","52","195.81263108414123","116.12328999333928","8476.134517486387","18.588992860671127","6.706348903894295","2013.1682532888312","196.0","117.0","8546.5","386.7791991095111","313.19081605437634","60.72880656371717","2.8966437973668793","114020.0","67752.0","4902878.0","7","51","0","1","1","1"
"334","334","","2","51","218.994860885699","114.26629602421727","9590.139538410473","21.53312294921443","5.93111551045956","3565.066107734697","222.0","115.0","8541.0","385.50876597137005","317.5774108004947","58.83161468614482","2.8966437973668793","124807.0","65197.0","5571751.0","7","51","0","1","1","1"
"335","335","","2","50","233.66431827154886","111.57366084467108","8834.108964350506","20.40958813944175","5.4832270306607","3722.1800523041356","239.0","112.0","7515.0","385.85299592145634","326.5149001678562","57.48846125110427","2.8966437973668793","134427.0","64267.0","5072579.0","7","51","0","1","1","1"
"336","336","","2","49","239.24858272984181","109.9030944152976","12465.687006969094","24.261185465430426","4.620324270916769","4725.13142787023","241.5","110.0","13076.5","385.78596805085346","333.6474598848758","53.64843711607415","2.8966437973668793","136178.0","62820.0","6979253.0","7","51","0","1","1","1"
"337","337","","2","48","240.61006897658527","108.22936369111966","10684.300527488798","20.927756633051306","4.1082775093507085","4790.0791460799255","244.0","108.0","9533.5","382.67017660982117","340.22757497534826","52.74780762792247","2.8966437973668793","134465.0","60232.0","6027041.0","7","51","0","1","1","1"
"338","338","","2","47","248.64895443897248","108.0506041359295","10226.4699655959","21.370337442432827","4.003633119963855","7489.864443067859","247.0","108.0","7319.0","382.65421759301097","340.59334726852876","51.83351616720101","2.8966437973668793","144401.0","63132.0","6148477.0","7","51","0","1","1","1"
"339","339","","2","46","251.92780309815967","107.72547452140759","9419.88731079617","24.059061010638295","3.934987005224008","5317.767093082687","257.0","108.0","6988.0","382.7435880871481","342.60509488102144","56.95354834724118","2.8966437973668793","137060.0","58669.0","5469303.0","7","51","0","1","1","1"
"340","340","","2","45","260.302934024771","106.9325510358365","8885.865898547945","26.733891603871356","3.5837052140028227","3002.3299960421737","263.5","107.0","8341.5","381.8208348852045","344.4339565165411","56.45282622228594","2.8966437973668793","150839.0","62372.0","5290400.0","7","51","0","1","1","1"
"341","341","","2","44","259.80384809034626","106.61097829917217","10189.147497061645","23.83270395438688","3.644658473621382","6403.761886098217","264.0","106.0","8457.0","382.0061423670624","345.8961546521691","56.49423901359852","2.8966437973668793","148782.0","61263.0","5996604.0","7","51","0","1","1","1"
"342","342","","2","43","265.6738623698657","105.95182063240577","8548.623625237375","33.84750629238011","3.4020161264261835","3839.0562054626075","268.0","106.0","7291.0","381.0019318869045","345.7280487137997","59.814511310495014","2.8966437973668793","145596.0","58373.0","4585352.0","7","51","0","1","1","1"
"343","343","","2","42","286.61675466708493","105.48577660028405","7165.924014360772","35.02988188351358","3.314209919828225","2811.2088126078165","294.0","105.0","6601.0","381.02746631380086","347.73979632629243","61.27737764764934","2.8966437973668793","158405.0","58742.0","3964180.0","7","51","0","1","1","1"
"344","344","","2","41","295.5210380580649","105.6129127226113","7126.086972974854","36.297095133018765","3.346844829694292","3014.5815612319802","305.5","105.0","6147.5","380.9859728700943","347.9226824728826","58.90021984977354","2.8966437973668793","168471.0","60468.0","4092134.0","7","51","0","1","1","1"
"345","345","","2","40","313.27265645301753","105.76547547268824","6793.666528421844","43.8679420247656","3.564196034969791","2926.724168519277","323.0","105.0","5793.0","381.00831549362863","349.3857716456046","60.18022789478358","2.8966437973668793","170871.0","57837.0","3757472.0","7","51","0","1","1","1"
"346","346","","2","39","324.32359822904635","105.71094626789996","4877.670780443378","47.82360781944056","3.382287844196492","1647.5331518106075","338.5","106.0","4317.5","382.2464209575745","354.4807199333155","58.563326303784194","2.8966437973668793","173466.0","56546.0","2594590.0","7","51","0","1","1","1"
"347","347","","2","38","322.13781604511496","106.26328319566801","5250.595323687707","41.58590727814588","3.4587698114979646","2667.11690391102","320.0","106.0","4403.0","381.03684826860217","359.25054051563563","62.46099651541281","2.8966437973668793","185037.0","61486.0","3098843.0","7","51","0","1","1","1"
"348","348","","2","37","330.5050000746763","106.44531446660814","5189.495807394947","46.89494548662064","3.430237049060612","1495.098818763903","348.5","106.0","4778.0","377.9903878955586","365.2886796901163","66.29802414524056","2.8966437973668793","183932.0","59538.0","2945551.0","7","51","0","1","1","1"
"349","349","","2","36","347.32143653863955","106.18032434628627","4997.793553782583","39.198313995347576","3.401220583431038","1185.4826853044437","353.0","106.0","4810.5","377.452823358993","370.79039467077496","65.45951667493985","2.8966437973668793","198543.0","61046.0","2882439.0","7","51","0","1","1","1"
"350","350","","2","35","360.1213932147434","105.62767227268901","4987.70366115504","48.87952293643256","3.424912137079434","1363.4459509995522","378.0","105.0","4503.0","375.9707316204136","376.6501439981613","66.51792332715752","2.8966437973668793","203317.0","60001.0","2819924.0","7","51","0","1","1","1"
"351","351","","2","34","361.95544598047707","105.77521285521122","6049.3165108131725","42.17991867224159","3.1265199374408312","1850.7428958548244","370.0","105.0","5717.5","374.9664566551607","383.61090342819733","70.04987695449758","2.8966437973668793","206487.0","60738.0","3415315.0","7","51","0","1","1","1"
"352","352","","2","33","392.11232201249896","106.02544344375383","4795.878224687123","49.43211202494749","3.7482830929817803","1210.9397847773337","405.5","106.0","4422.5","374.1887053521157","391.2918989698887","67.35803060891733","2.8966437973668793","210723.0","57620.0","2612939.0","7","51","0","1","1","1"
"353","353","","2","32","384.9008407843158","106.0465413437551","4986.6014385723765","48.560410477140294","3.3277109046331685","1349.184235828275","392.0","106.0","4527.0","371.9010593099941","393.49023326786755","71.8520017112285","2.8966437973668793","207784.0","57947.0","2761323.0","7","51","0","1","1","1"
"354","354","","2","31","384.76162724496413","105.69867253165273","6050.1321145155","42.58530390899068","3.1187446344616108","1635.2595795424363","387.5","106.0","5822.0","371.053366711796","392.5351669511729","75.02722166788153","2.8966437973668793","204980.0","56958.0","3247926.0","7","51","0","1","1","1"
"355","355","","1","30","374.3417750024534","105.89241178952307","5987.979179343886","32.36035986290028","3.2835373210879437","1700.7272573191976","376.0","105.0","5995.0","369.7481044070574","392.00498363099","73.22746178473787","2.8966437973668793","206139.0","58569.0","3254128.0","7","51","0","1","1","1"
"356","356","","2","30","485.17783664396654","105.98453562232353","4706.587572772798","56.057721589433385","3.510209506685697","1011.4635119428175","501.0","106.0","4523.0","366.46684485010775","378.2644680859805","75.0708698595789","2.8966437973668793","262905.0","57359.0","2522148.0","13","48","0","1","1","1"
"357","357","","2","31","485.2556596658239","105.81981948826417","5164.038827389108","61.59389368212921","3.1169469104947503","1578.0800659687452","488.0","106.0","4765.0","366.4821376130593","378.40461478217577","77.2033831838664","2.8966437973668793","281779.0","61567.0","2945913.0","13","48","0","1","1","1"
"358","358","","2","32","487.7309231964842","106.08134864772423","5007.794555058148","64.93216197298511","3.3650486189920246","1885.020651915801","509.0","106.0","4276.0","368.1768134144844","378.46002551004955","74.02867910797279","2.8966437973668793","278605.0","60734.0","2861128.0","13","48","0","1","1","1"
"359","359","","2","33","480.8265759683754","106.09630049810012","6019.171488370154","70.5098297134752","3.350135997559325","2160.435965254452","503.0","106.0","5464.0","368.5916968971674","377.6047032295893","70.0933319146332","2.8966437973668793","271577.0","60215.0","3409631.0","13","48","0","1","1","1"
"360","360","","2","34","467.6361424199362","106.15148995166705","6228.186018080666","68.34680808068794","3.300654402164461","2226.297916032504","477.0","106.0","5508.5","369.2136945618177","370.63339979591973","71.33312381038424","2.8966437973668793","270744.0","61556.0","3596014.0","13","48","0","1","1","1"
"361","361","","2","35","451.1603099069893","106.35677554003482","9123.208710339566","61.48091621404506","3.330949021615967","3590.2174748009993","475.0","106.0","8436.0","370.4230844132226","365.14781753927895","67.3910717691393","2.8966437973668793","241404.0","57115.0","5021443.0","13","48","0","1","1","1"
"362","362","","2","36","424.0171383150709","106.23540210901392","9321.680004208052","71.6179890727527","3.3048164491493432","3871.4399824569477","435.5","106.0","8502.5","372.2368048662474","359.30013827575027","67.05959258726007","2.8966437973668793","241871.0","60928.0","5345753.0","13","48","0","1","1","1"
"363","363","","2","37","408.6336349483808","106.23034040794612","10575.708171030421","57.187312180598944","3.461076476299","3721.675369911164","413.0","106.0","10271.5","373.32143004135554","353.81756318873863","66.79187756696159","2.8966437973668793","235583.0","61537.0","6157241.0","13","48","0","1","1","1"
"364","364","","2","38","376.0910766475733","105.70596740652725","10095.586630317204","48.36331484993064","3.2973284912262537","3344.419257940643","394.0","106.0","9920.0","375.51411647375716","347.95129915267023","63.326012354810764","2.8966437973668793","212647.0","59679.0","5602760.0","13","48","0","1","1","1"
"365","365","","2","39","363.25319336461956","106.2289759542148","9812.762295434797","45.98916311302886","3.4285099129072614","3761.8678373401785","372.0","106.0","9173.5","376.72713886227604","343.3902251577532","59.399906015452466","2.8966437973668793","211248.0","62136.0","5687905.0","13","48","0","1","1","1"
"366","366","","2","40","338.5615532113943","107.02873362903695","10373.916927795626","47.81685070468252","3.7603518778150473","2977.2642038608546","351.0","107.0","10880.0","376.4784823306604","339.35082091521843","60.305224926513326","2.8966437973668793","191839.0","60608.0","5804046.0","13","48","0","1","1","1"
"367","367","","2","41","314.53545652273255","107.10870948984459","8539.443689765321","45.065564724949375","3.7115834415863604","3555.126849062509","324.5","107.0","7584.5","375.3845467251725","336.9585264284248","59.14018660922563","2.8966437973668793","180242.0","61817.0","4852289.0","13","48","0","1","1","1"
"368","368","","2","42","294.98471767386025","108.36113859348035","8202.797715295175","36.56119462244263","4.213668824332672","3315.8808165894675","302.0","108.0","7454.0","375.38256591248006","336.19048385750824","61.23150824285695","2.8966437973668793","165166.0","60855.0","4615832.0","13","48","0","1","1","1"
"369","369","","2","43","270.64546353445934","108.48221248975103","8013.921503358535","32.11337269418126","4.470015301380141","2261.1213166480593","279.0","108.0","7333.0","374.2615705155337","334.3622908475553","59.95155267470285","2.8966437973668793","144829.0","58399.0","4219910.0","13","48","0","1","1","1"
